goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,1,0.03495940566062927,81,FW,Manchester City,Manchester United,3,0,2025-09-14,28817,2025,737833,0,0,0,0,0.03495940566062927,0.03495940566062927,0
0,2,0.21974478662014008,10,Sub,Manchester United,Burnley,3,2,2025-08-30,28802,2025,735109,0,0,0,0,0.21974478662014008,0.21974478662014008,0
0,0,0,35,Sub,Fulham,Manchester United,1,1,2025-08-24,28796,2025,734100,0,0,0,0,0,0,0
0,2,0.0767245814204216,24,Sub,Manchester United,Arsenal,0,1,2025-08-17,28786,2025,732464,0.08954121917486191,0,2,0,0.0767245814204216,0.23080536723136902,0.06453955918550491
0,0,0,2,Sub,RasenBallsport Leipzig,VfB Stuttgart,2,3,2025-05-17,28039,2024,727799,0,0,0,0,0,0,0
0,1,0.013771359808743,73,FW,Werder Bremen,RasenBallsport Leipzig,0,0,2025-05-10,28034,2024,725672,0,0,0,0,0.013771359808743,0.05483600124716759,0.04106464236974716
1,2,0.48159292340278625,71,FW,RasenBallsport Leipzig,Bayern Munich,3,3,2025-05-03,28021,2024,724023,0.059262923896312714,0,1,1,0.48159292340278625,0.540855884552002,0
0,1,0.019394585862755775,79,FW,Eintracht Frankfurt,RasenBallsport Leipzig,4,0,2025-04-26,28015,2024,722793,0,0,0,0,0.019394585862755775,0.03500966727733612,0.015615079551935196
1,3,1.2997651100158691,90,FW,RasenBallsport Leipzig,Holstein Kiel,1,1,2025-04-19,28003,2024,720214,0.04943206533789635,0,1,0,0.5419884920120239,0.5478888154029846,0.04943206533789635
0,5,0.39307746291160583,90,FW,Wolfsburg,RasenBallsport Leipzig,2,3,2025-04-11,27999,2024,718181,0.016250794753432274,0,1,0,0.39307746291160583,0.4724918603897095,0.11048003286123276
1,3,0.12129753082990646,90,FW,RasenBallsport Leipzig,Hoffenheim,3,1,2025-04-05,27985,2024,716771,0,0,0,1,0.12129753082990646,0.030273234471678734,0
0,0,0,24,Sub,Borussia M.Gladbach,RasenBallsport Leipzig,1,0,2025-03-29,27980,2024,714866,0.04999380558729172,0,1,0,0,0.04999380558729172,0
