goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,2,0.11831498891115189,23,Sub,Arsenal,Nottingham Forest,3,0,2025-09-13,28808,2025,736553,0.011348750442266464,0,1,0,0.11831498891115189,0.12966373562812805,0.011348750442266464
0,0,0,1,Sub,Nottingham Forest,West Ham,0,3,2025-08-31,28804,2025,735666,0,0,0,0,0,0,0
0,0,0,18,Sub,Crystal Palace,Nottingham Forest,1,1,2025-08-24,28794,2025,733820,0,0,0,0,0,0,0
0,2,0.09562579542398453,90,FW,Marseille,Rennes,4,2,2025-05-17,28346,2024,728180,0,0,0,0,0.09562579542398453,0.14291299879550934,0.04728720709681511
2,3,1.3291271924972534,90,FW,Rennes,Nice,2,0,2025-05-10,28340,2024,726247,0.10690233111381531,0,1,2,1.3291271924972534,1.9124408960342407,0.4764113128185272
1,2,0.6750446557998657,30,Sub,Toulouse,Rennes,2,1,2025-05-03,28327,2024,724379,0,0,0,1,0.6750446557998657,0.6193386912345886,0
0,2,0.04894856736063957,49,FW,Lyon,Rennes,4,1,2025-04-26,28326,2024,722856,0,0,0,0,0.04894856736063957,0.04894856736063957,0
0,2,0.8269773125648499,90,FW,Rennes,Nantes,2,1,2025-04-18,28317,2024,719963,0.01832650415599346,0,1,0,0.0668821707367897,0.09998120367527008,0.033099036663770676
1,2,1.0451173782348633,86,FW,Le Havre,Rennes,1,5,2025-04-13,28301,2024,719480,1.0446768999099731,2,2,1,1.0451173782348633,2.6408841609954834,0.5510900020599365
0,4,0.17535874247550964,90,AMC,Rennes,Auxerre,0,1,2025-04-06,28299,2024,717737,0.05985921993851662,0,1,0,0.17535874247550964,0.4605621099472046,0.2949875295162201
2,4,1.0954089164733887,90,AMC,Angers,Rennes,0,3,2025-03-30,28282,2024,715489,0.08159315586090088,1,2,2,1.0954089164733887,1.2576782703399658,0.08067619800567627
0,2,0.1561906933784485,73,FW,Lens,Rennes,1,0,2025-03-15,28278,2024,713433,0,0,0,0,0.1561906933784485,0.1561906933784485,0
0,3,0.38336920738220215,90,AMC,Rennes,Paris Saint Germain,1,4,2025-03-08,28271,2024,711455,0.05610835552215576,0,1,0,0.38336920738220215,0.5045100450515747,0.12114086747169495
1,5,1.7442346811294556,90,FW,Montpellier,Rennes,0,4,2025-03-02,28258,2024,710437,0,0,0,1,0.9841395020484924,0.8975029587745667,0.7747759819030762
1,6,1.4332218170166016,90,FW,Rennes,Reims,1,0,2025-02-21,28246,2024,707398,0,0,0,0,0.6731266379356384,0.9829668402671814,0.30984020233154297
0,1,0.07523734122514725,81,FW,Rennes,Lille,0,2,2025-02-16,28242,2024,707209,0,0,0,0,0.07523734122514725,0.07523734122514725,0
1,3,1.1667282581329346,70,FW,Saint-Etienne,Rennes,0,2,2025-02-08,28232,2024,705053,0.03402244299650192,0,1,1,1.1667282581329346,1.200750708580017,0
0,2,0.20961244404315948,90,FWL,Rennes,Strasbourg,1,0,2025-02-02,28226,2024,704172,0.03729337081313133,0,1,0,0.20961244404315948,0.300570011138916,0.0536641851067543
0,2,0.13340985774993896,90,FW,Monaco,Rennes,3,2,2025-01-25,28211,2024,701614,0.3738618493080139,0,3,0,0.13340985774993896,0.5841730237007141,0.07690136134624481
