goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,2,0.17076076567173004,68,FWL,Fulham,Leeds,1,0,2025-09-13,28813,2025,737016,0.03432764112949371,0,1,0,0.17076076567173004,0.5930864810943604,0.3879980444908142
0,0,0,21,Sub,Arsenal,Leeds,5,0,2025-08-23,28793,2025,733413,0,0,0,0,0,0,0
0,0,0,11,Sub,Venezia,Napoli,0,0,2025-03-16,27651,2024,713497,0.38266557455062866,0,2,0,0,0.38266557455062866,0.021049901843070984
0,0,0,9,Sub,Napoli,Inter,1,1,2025-03-01,27629,2024,709900,0,0,0,0,0,0,0
0,0,0,5,Sub,Como,Napoli,2,1,2025-02-23,27620,2024,708288,0.03130672499537468,0,1,0,0,0.03130672499537468,0
0,1,0.03875735029578209,2,Sub,Napoli,Udinese,1,1,2025-02-09,27598,2024,705667,0,0,0,0,0.03875735029578209,0.03875735029578209,0
0,0,0,13,Sub,AC Milan,Genoa,0,0,2024-12-15,27520,2024,694721,0,0,0,0,0,0,0
0,1,0.08209073543548584,2,Sub,Cagliari,AC Milan,3,3,2024-11-09,27478,2024,686843,0,0,0,0,0.08209073543548584,0.08209073543548584,0
0,2,0.6286405324935913,64,AML,Monza,AC Milan,0,1,2024-11-02,27465,2024,685379,0,0,0,0,0.6286405324935913,0.7543166279792786,0.12567609548568726
0,1,0.06058165431022644,63,FWL,AC Milan,Napoli,0,2,2024-10-29,27459,2024,684263,0.019848182797431946,0,1,0,0.06058165431022644,0.09599829465150833,0.015568461269140244
0,1,0.03839786723256111,50,AML,AC Milan,Udinese,1,0,2024-10-19,27440,2024,681541,0.19463326036930084,0,2,0,0.03839786723256111,0.3200325071811676,0.08700136840343475
0,0,0,15,Sub,Fiorentina,AC Milan,2,1,2024-10-06,27426,2024,680662,0.1356809437274933,0,1,0,0,0.21296583116054535,0.07728489488363266
0,2,0.5733517408370972,11,Sub,Inter,AC Milan,1,2,2024-09-22,27406,2024,676770,0,0,0,0,0.5733517408370972,0.5733517408370972,0
0,1,0.03125343099236488,25,Sub,AC Milan,Venezia,4,0,2024-09-14,27398,2024,674066,0,0,0,0,0.03125343099236488,0.17796854674816132,0.14671511948108673
0,1,0.059702515602111816,73,FW,Lazio,AC Milan,2,2,2024-08-31,27387,2024,672299,0,0,0,0,0.059702515602111816,0.23524296283721924,0.17554044723510742
0,2,0.4109113812446594,89,FW,Parma Calcio 1913,AC Milan,2,1,2024-08-24,27372,2024,668254,0,0,0,0,0.4109113812446594,0.4109113812446594,0
1,1,0.3063787817955017,3,Sub,AC Milan,Torino,2,2,2024-08-17,27365,2024,666681,0,0,0,1,0.3063787817955017,0.3063787817955017,0
0,2,0.11699779331684113,62,FWL,Torino,AC Milan,3,1,2024-05-18,22674,2023,662859,0.06298667192459106,0,1,0,0.11699779331684113,0.2989806532859802,0.11899620294570923
0,0,0,43,Sub,AC Milan,Cagliari,5,1,2024-05-11,22663,2023,660942,0.11409975588321686,1,1,0,0,0.11409975588321686,0.11409975588321686
0,0,0,21,Sub,AC Milan,Genoa,3,3,2024-05-05,22650,2023,659651,0.3682606518268585,0,1,0,0,0.3682606518268585,0
0,0,0,17,Sub,Juventus,AC Milan,0,0,2024-04-27,22638,2023,657211,0,0,0,0,0,0,0
0,1,0.5939184427261353,12,Sub,AC Milan,Inter,1,2,2024-04-22,22633,2023,655980,0,0,0,0,0.5939184427261353,0.5939184427261353,0
1,1,0.35502177476882935,4,Sub,Sassuolo,AC Milan,3,3,2024-04-14,22620,2023,653901,0,0,0,1,0.35502177476882935,0,0
0,0,0,28,Sub,Fiorentina,AC Milan,1,2,2024-03-30,22601,2023,650136,0,0,0,0,0,0,0
0,5,0.401837021112442,76,FW,Verona,AC Milan,1,3,2024-03-17,22588,2023,648794,0.0209620650857687,0,1,0,0.401837021112442,0.37286514043807983,0
0,1,0.021667510271072388,90,AML,AC Milan,Empoli,1,0,2024-03-10,22579,2023,647372,0.5052322745323181,1,3,0,0.021667510271072388,0.5268998146057129,0.11487706005573273
1,2,0.17018702626228333,18,Sub,Lazio,AC Milan,0,1,2024-03-01,22568,2023,644479,0,0,0,1,0.17018702626228333,0.17018702626228333,0
0,0,0,1,Sub,AC Milan,Atalanta,1,1,2024-02-25,22560,2023,644088,0,0,0,0,0,0,0
0,0,0,55,AML,Monza,AC Milan,4,2,2024-02-18,22548,2023,642711,0,0,0,0,0,0.09397978335618973,0.09397978335618973
0,0,0,25,Sub,Frosinone,AC Milan,2,3,2024-02-03,22531,2023,638725,0,0,0,0,0,0,0
0,0,0,1,Sub,AC Milan,Bologna,2,2,2024-01-27,22518,2023,637092,0,0,0,0,0,0,0
1,1,0.5915363430976868,16,Sub,Udinese,AC Milan,2,3,2024-01-20,22513,2023,636058,0,0,0,1,0.5915363430976868,0,0
0,0,0,11,Sub,AC Milan,Roma,3,1,2024-01-14,22500,2023,635555,0,0,0,0,0,0,0
1,2,0.5547471046447754,13,Sub,AC Milan,Monza,3,0,2023-12-17,22459,2023,630679,0,0,0,1,0.5547471046447754,0.5547471046447754,0
0,1,0.3324117064476013,81,Sub,Lecce,AC Milan,2,2,2023-11-11,22417,2023,623105,0.07513589411973953,0,1,0,0.3324117064476013,1.2882647514343262,0.8807171583175659
0,0,0,43,Sub,AC Milan,Udinese,0,1,2023-11-04,22410,2023,621838,0,0,0,0,0,0.34943684935569763,0.34943684935569763
0,0,0,4,Sub,Napoli,AC Milan,2,2,2023-10-29,22404,2023,620932,0,0,0,0,0,0.03954147547483444,0.03954147547483444
