goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,1,Sub,Brighton,Manchester City,2,1,2025-08-31,28805,2025,735696,0,0,0,0,0,0,0
0,0,0,90,DC,Empoli,Verona,1,2,2025-05-25,27736,2024,730358,0,0,0,0,0,0,0
0,1,0.01256368774920702,90,DC,Verona,Como,1,1,2025-05-18,27725,2024,729187,0,0,0,0,0.01256368774920702,0,0
1,2,0.41413775086402893,90,DC,Verona,Lecce,1,1,2025-05-11,27715,2024,726541,0,0,0,1,0.41413775086402893,0,0
0,0,0,90,DC,Verona,Cagliari,0,2,2025-04-28,27696,2024,723519,0,0,0,0,0,0.04128209501504898,0.04128209501504898
0,0,0,90,DC,Roma,Verona,1,0,2025-04-19,27690,2024,720776,0,0,0,0,0,0.07820338010787964,0.07820338010787964
0,0,0,90,DC,Verona,Genoa,0,0,2025-04-13,27677,2024,719303,0,0,0,0,0,0.018287016078829765,0.018287016078829765
0,0,0,90,DC,Torino,Verona,1,1,2025-04-06,27671,2024,717528,0,0,0,0,0,0.08799097687005997,0.08799097687005997
0,0,0,90,DC,Verona,Parma Calcio 1913,0,0,2025-03-31,27660,2024,715848,0,0,0,0,0,0,0
0,0,0,90,DC,Udinese,Verona,0,1,2025-03-15,27650,2024,712785,0,0,0,0,0,0,0
0,0,0,90,DC,Verona,Bologna,1,2,2025-03-09,27635,2024,711786,0,0,0,0,0,0.5052936673164368,0.5052936673164368
0,0,0,90,DC,Juventus,Verona,2,0,2025-03-03,27626,2024,710774,0,0,0,0,0,0.06889642030000687,0.06889642030000687
0,0,0,90,DC,Verona,Fiorentina,1,0,2025-02-23,27613,2024,708381,0,0,0,0,0,0.1353743076324463,0.1353743076324463
0,0,0,90,DC,AC Milan,Verona,1,0,2025-02-15,27608,2024,706532,0,0,0,0,0,0,0
0,2,0.13893815875053406,90,DC,Verona,Atalanta,0,5,2025-02-08,27595,2024,705497,0.059210941195487976,0,1,0,0.13893815875053406,0,0
0,0,0,90,DC,Monza,Verona,0,1,2025-02-01,27589,2024,702903,0,0,0,0,0,0.26706811785697937,0.26706811785697937
0,2,0.3353631794452667,90,DC,Venezia,Verona,1,1,2025-01-27,27580,2024,702467,0,0,0,0,0.3353631794452667,0.06185675412416458,0.06185675412416458
0,1,0.11342062056064606,90,DC,Verona,Lazio,0,3,2025-01-19,27566,2024,700816,0,0,0,0,0.11342062056064606,0.3173988163471222,0.3173988163471222
0,0,0,90,DC,Napoli,Verona,2,0,2025-01-12,27553,2024,698826,0,0,0,0,0,0.07165613770484924,0.07165613770484924
0,0,0,90,DC,Verona,Udinese,0,0,2025-01-04,27545,2024,697427,0,0,0,0,0,0.07361719757318497,0.07361719757318497
0,0,0,90,DC,Bologna,Verona,2,3,2024-12-30,27532,2024,696936,0,0,0,0,0,0.23619244992733002,0.23619244992733002
0,0,0,90,DC,Verona,AC Milan,0,1,2024-12-20,27522,2024,694953,0,0,0,0,0,0,0
1,1,0.2087230682373047,90,DC,Parma Calcio 1913,Verona,2,3,2024-12-15,27519,2024,694174,0,0,0,1,0.2087230682373047,0.6542126536369324,0.6542126536369324
0,0,0,90,DC,Cagliari,Verona,1,0,2024-11-29,27495,2024,689663,0.011555408127605915,0,1,0,0,0.09601090103387833,0.08445549011230469
0,1,0.08464505523443222,90,DC,Fiorentina,Verona,3,1,2024-11-10,27479,2024,687269,0,0,0,0,0.08464505523443222,0.050494030117988586,0.050494030117988586
0,0,0,90,DC,Verona,Roma,3,2,2024-11-03,27468,2024,685825,0.02198820188641548,0,1,0,0,0.06999288499355316,0.04800467938184738
0,0,0,90,DC,Lecce,Verona,1,0,2024-10-29,27458,2024,684207,0,0,0,0,0,0.06960538029670715,0.06960538029670715
0,0,0,47,DC,Atalanta,Verona,6,1,2024-10-26,27443,2024,683312,0,0,0,0,0,0.034467265009880066,0.034467265009880066
0,0,0,1,Sub,Verona,Venezia,2,1,2024-10-04,27427,2024,679061,0,0,0,0,0,0,0
0,0,0,90,DC,Como,Verona,3,2,2024-09-29,27414,2024,678473,0,0,0,0,0,0,0
0,0,0,90,DC,Verona,Torino,2,3,2024-09-20,27405,2024,675149,0,0,0,0,0,0.03954467177391052,0.03954467177391052
0,0,0,90,DC,Lazio,Verona,2,1,2024-09-16,27396,2024,674944,0,0,0,0,0,0.40672844648361206,0.40672844648361206
0,0,0,90,DC,Genoa,Verona,0,2,2024-09-01,27389,2024,672818,0,0,0,0,0,0.3799905776977539,0.3799905776977539
0,0,0,90,DC,Verona,Juventus,0,3,2024-08-26,27381,2024,669319,0,0,0,0,0,0.08699715882539749,0.08699715882539749
0,0,0,90,DC,Verona,Napoli,3,0,2024-08-18,27366,2024,667070,0,0,0,0,0,0.024405457079410553,0.024405457079410553
0,1,0.07478725165128708,90,DC,Verona,Inter,2,2,2024-05-26,22679,2023,664901,0,0,0,0,0.07478725165128708,0.1183222308754921,0.1183222308754921
0,1,0.00978352315723896,90,DC,Salernitana,Verona,1,2,2024-05-20,22673,2023,664065,0,0,0,0,0.00978352315723896,0.1914651244878769,0.1914651244878769
0,1,0.022776927798986435,90,DC,Verona,Torino,1,2,2024-05-12,22659,2023,661121,0.1315084546804428,0,2,0,0.022776927798986435,0.1315084546804428,0.05288887396454811
0,0,0,90,DC,Verona,Fiorentina,2,1,2024-05-05,22649,2023,659419,0.04621843993663788,0,1,0,0,0.09518884122371674,0.04897040128707886
0,0,0,90,DC,Lazio,Verona,1,0,2024-04-27,22635,2023,657291,0,0,0,0,0,0.01718473806977272,0.01718473806977272
1,3,0.6326081156730652,90,DC,Verona,Udinese,1,0,2024-04-20,22628,2023,655077,0,0,0,1,0.6326081156730652,0,0
0,0,0,1,Sub,Atalanta,Verona,2,2,2024-04-15,22624,2023,654293,0,0,0,0,0,0,0
0,0,0,90,DC,Verona,Genoa,1,2,2024-04-07,22606,2023,652479,0,0,0,0,0,0.0890483483672142,0.0890483483672142
0,0,0,90,DC,Verona,AC Milan,1,3,2024-03-17,22588,2023,648770,0,0,0,0,0,0.18911489844322205,0.18911489844322205
0,1,0.13706673681735992,90,DC,Lecce,Verona,0,1,2024-03-10,22581,2023,647076,0,0,0,0,0.13706673681735992,0.02964421920478344,0.02964421920478344
0,0,0,90,DC,Verona,Sassuolo,1,0,2024-03-03,22567,2023,645364,0,0,0,0,0,0.02728499285876751,0.02728499285876751
0,0,0,2,Sub,Verona,Juventus,2,2,2024-02-17,22551,2023,641957,0,0,0,0,0,0,0
0,0,0,11,Sub,Monza,Verona,0,0,2024-02-11,22543,2023,640731,0,0,0,0,0,0,0
1,3,0.6353762745857239,87,DC,Napoli,Verona,2,1,2024-02-04,22525,2023,639179,0,0,0,1,0.6353762745857239,0,0
0,0,0,82,DC,Verona,Empoli,2,1,2024-01-13,22503,2023,634886,0.02149069681763649,0,1,0,0,0.103116475045681,0.08162577450275421
0,1,0.04272233694791794,90,DC,Inter,Verona,2,1,2024-01-06,22491,2023,634177,0,0,0,0,0.04272233694791794,0.33556103706359863,0.33556103706359863
0,0,0,89,DC,Verona,Lazio,1,1,2023-12-09,22449,2023,628507,0,0,0,0,0,0,0
