assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,whh,whd,wha
0,0,6,0,2.3,406,0.03,0.12,0.09,1.58,6,1,0,3.0,11.4,2023-08-12,84,2,0,0,0,0,1,0,275501,1,1,5,16.0,1,0,0,0,6.0,True,1,406,,,Bruno Guimarães Rodriguez Moura,0,2,0.0743397921323776,90,MC,Newcastle United,Aston Villa,5,1,22281,2023,603911,0.0,0,0,0,0.0743397921323776,0.5949712991714478,0.5206314921379089,22281,Newcastle United,Bruno Guimarães Rodriguez Moura,Bruno Guimarães,3,4,1,2.7,MID,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.541,0.253,0.206
0,0,7,0,4.3,406,0.05,0.12,0.07,1.09,16,1,0,0.5,0.0,2023-08-19,90,13,0,0,0,0,2,0,279586,1,0,1,1.0,1,-32283,13505,45788,6.0,False,1,406,,,Bruno Guimarães Rodriguez Moura,0,1,0.036294087767601,90,MC,Manchester City,Newcastle United,1,0,22291,2023,605571,0.0,0,0,0,0.036294087767601,0.1169063448905944,0.0806122571229934,22291,Newcastle United,Bruno Guimarães Rodriguez Moura,Bruno Guimarães,3,5,2,0.5,MID,1,0.0,0.03,0.12,0.09,1.58,1.0,0.0,3.0,11.4,2.3,16.0,84.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,2.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.59,0.52,2.7,0.0,0.01,0.04,0.03,0.53,0.33,0.0,1.0,3.8,0.77,5.33,28.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,1.67,0.33,0.0,0.67,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.2,0.17,0.9,0.0,0.01,0.02,0.02,0.32,0.2,0.0,0.6,2.28,0.46,3.2,16.8,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,1.0,0.2,0.0,0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.1,0.54,4085.0,-0.5444656198876765,0.571,0.238,0.191
0,0,7,0,24.8,406,0.03,0.05,0.02,0.95,29,2,0,4.1,15.4,2023-08-27,90,11,0,0,0,0,3,0,262036,1,2,1,1.0,2,-28449,11923,40372,5.9,True,0,406,,,Bruno Guimarães Rodriguez Moura,0,1,0.0178109966218471,90,MC,Newcastle United,Liverpool,1,2,22304,2023,607687,0.0616209283471107,0,2,0,0.0178109966218471,0.487534761428833,0.4259138405323028,22304,Newcastle United,Bruno Guimarães Rodriguez Moura,Bruno Guimarães,4,4,3,1.3,MID,2,0.0,0.05,0.12,0.07,1.09,1.0,0.0,0.5,0.0,4.3,1.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.08,0.5,0.0,0.03,0.08,0.05,0.89,0.67,0.0,1.17,3.8,2.2,5.67,58.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.33,2.0,0.67,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.24,0.2,1.07,0.0,0.02,0.05,0.03,0.53,0.4,0.0,0.7,2.28,1.32,3.4,34.8,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.2,1.2,0.4,0.0,0.6,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.14,0.12,0.64,-17550.0,-0.5440099435892533,0.431,0.253,0.316
0,0,14,0,16.1,406,0.23,0.23,0.0,1.42,33,3,0,2.8,11.6,2023-09-02,90,5,0,0,0,0,4,0,241199,1,1,3,0.0,2,-27020,4817,31837,5.9,False,0,406,,,Bruno Guimarães Rodriguez Moura,0,0,0.0,90,MC,Brighton and Hove Albion,Newcastle United,3,1,21931,2023,608887,0.1234775111079216,0,1,0,0.0,0.2249049395322799,0.1014274284243583,21931,Newcastle United,Bruno Guimarães Rodriguez Moura,Bruno Guimarães,3,3,4,2.0,MID,2,0.0,0.03,0.05,0.02,0.95,2.0,0.0,4.1,15.4,24.8,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.02,0.06,0.0,0.0,2.0,0.0,0.02,0.49,0.43,1.3,0.0,0.04,0.1,0.06,1.21,1.33,0.0,2.53,8.93,10.47,6.0,88.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,1.0,2.33,1.33,0.0,1.33,0.04,0.02,0.0,0.0,0.67,0.0,0.04,0.4,0.34,1.5,0.0,0.02,0.06,0.04,0.72,0.8,0.0,1.52,5.36,6.28,3.6,52.8,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.6,1.4,0.8,0.0,0.8,0.03,0.01,0.0,0.0,0.4,0.0,0.03,0.24,0.21,0.9,-20837.0,-0.7371637474764009,0.379,0.249,0.372
0,0,1,1,16.0,406,0.06,0.34,0.28,0.54,46,0,0,6.7,12.4,2023-09-16,90,4,0,0,0,0,5,0,227261,1,0,1,39.0,2,-20571,7057,27628,5.8,True,1,406,,,Bruno Guimarães Rodriguez Moura,0,1,0.3372240960597992,90,MC,Newcastle United,Brentford,1,0,21943,2023,610652,0.01249760389328,0,1,0,0.3372240960597992,0.1087970957159996,0.1087970957159996,21943,Newcastle United,Bruno Guimarães Rodriguez Moura,Bruno Guimarães,2,4,5,2.5,MID,2,0.0,0.23,0.23,0.0,1.42,3.0,0.0,2.8,11.6,16.1,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.12,0.0,0.0,1.0,0.0,0.0,0.22,0.1,2.0,0.0,0.1,0.13,0.03,1.15,2.0,0.0,2.47,9.0,15.07,0.67,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,1.67,1.67,0.0,0.67,0.02,0.06,0.0,0.0,1.0,0.0,0.02,0.28,0.2,1.27,0.0,0.07,0.1,0.04,1.01,1.4,0.0,2.08,7.68,9.5,3.6,70.8,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.8,2.0,1.2,0.0,0.8,0.03,0.04,0.0,0.0,0.6,0.0,0.03,0.28,0.23,1.3,-13938.0,-0.5930805823843159,0.618,0.225,0.157
1,2,52,1,54.3,406,0.27,0.56,0.29,0.84,60,0,1,13.9,65.4,2023-09-24,80,17,0,0,0,0,6,0,223734,1,8,0,19.0,13,-6548,7168,13716,5.8,False,0,406,,,Bruno Guimarães Rodriguez Moura,1,1,0.5419378876686096,87,MC,Sheffield United,Newcastle United,0,8,21954,2023,613095,0.6360916495323181,1,4,1,0.5419378876686096,2.693746328353882,2.01270055770874,21954,Newcastle United,Bruno Guimarães Rodriguez Moura,Bruno Guimarães,3,2,6,5.8,MID,11,1.0,0.06,0.34,0.28,0.54,0.0,0.0,6.7,12.4,16.0,39.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.34,0.01,0.0,0.0,1.0,0.0,0.34,0.11,0.11,2.5,0.33,0.11,0.21,0.1,0.97,1.67,0.0,4.53,13.13,18.97,13.33,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,1.67,2.0,0.0,0.67,0.12,0.07,0.0,0.0,1.33,0.0,0.12,0.27,0.21,1.93,0.2,0.08,0.17,0.09,1.12,1.4,0.0,3.42,10.16,12.7,11.4,88.8,0.0,0.0,0.0,0.0,0.6,0.0,1.0,0.8,2.2,1.6,0.0,1.0,0.09,0.04,0.0,0.0,0.8,0.0,0.09,0.31,0.25,1.8,-3527.0,-0.3135414671518866,0.136,0.201,0.663
0,0,24,1,61.2,406,0.25,0.25,0.0,0.65,66,0,0,10.1,34.0,2023-09-30,90,6,0,0,0,0,7,0,237036,1,0,2,6.0,3,10853,32976,22123,5.8,True,0,406,,,Bruno Guimarães Rodriguez Moura,0,0,0.0,90,MC,Newcastle United,Burnley,2,0,21958,2023,614662,0.7304179072380066,0,5,0,0.0,1.2717970609664917,1.095243215560913,21958,Newcastle United,Bruno Guimarães Rodriguez Moura,Bruno Guimarães,2,4,7,5.2,MID,3,1.0,0.27,0.56,0.29,0.84,0.0,1.0,13.9,65.4,54.3,19.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,11.0,1.0,1.0,0.54,0.64,1.0,1.0,4.0,1.0,0.54,2.69,2.01,5.8,0.67,0.19,0.38,0.19,0.93,1.0,0.33,7.8,29.8,28.8,19.33,86.67,0.0,0.0,0.0,0.0,0.33,0.0,1.0,3.0,1.33,5.0,0.33,0.67,0.29,0.26,0.33,0.33,2.0,0.33,0.29,1.01,0.74,3.43,0.4,0.13,0.26,0.13,0.97,1.2,0.2,5.6,20.96,23.1,12.0,88.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,2.2,1.2,3.6,0.2,0.8,0.19,0.17,0.2,0.2,1.6,0.2,0.19,0.73,0.55,2.42,13302.0,0.1969727218279823,0.73,0.165,0.105
0,0,6,0,8.7,406,0.09,0.11,0.02,1.22,79,2,0,1.9,5.6,2023-10-08,90,19,0,0,0,0,8,0,269823,1,2,2,5.0,1,27211,41813,14602,5.8,False,1,406,,,Bruno Guimarães Rodriguez Moura,0,1,0.0167936570942401,90,MC,West Ham United,Newcastle United,2,2,21973,2023,616967,0.0,0,0,0,0.0167936570942401,1.2843472957611084,1.267553687095642,21973,Newcastle United,Bruno Guimarães Rodriguez Moura,Bruno Guimarães,3,3,8,6.2,MID,1,1.0,0.25,0.25,0.0,0.65,0.0,0.0,10.1,34.0,61.2,6.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.73,0.0,0.0,5.0,0.0,0.0,1.27,1.1,5.2,1.0,0.19,0.38,0.19,0.68,0.0,0.33,10.23,37.27,43.83,21.33,86.67,0.0,0.0,0.0,0.0,0.33,0.0,1.0,2.67,1.0,5.33,0.33,0.67,0.29,0.46,0.33,0.33,3.33,0.33,0.29,1.36,1.07,4.5,0.6,0.17,0.29,0.12,0.88,1.0,0.2,7.52,27.76,34.48,13.0,88.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,2.2,1.4,4.0,0.2,0.6,0.18,0.31,0.2,0.2,2.6,0.2,0.18,0.96,0.75,3.36,32787.0,0.4823362580873881,0.296,0.253,0.451
0,0,14,1,5.1,406,0.01,0.14,0.13,0.39,87,0,0,4.8,9.8,2023-10-21,68,8,0,0,0,0,9,0,281540,1,0,4,33.0,3,9175,24074,14899,5.8,True,0,406,,,Bruno Guimarães Rodriguez Moura,0,1,0.5772899389266968,74,MC,Newcastle United,Crystal Palace,4,0,21981,2023,618159,0.0,0,0,0,0.5772899389266968,0.1411044746637344,0.1411044746637344,21981,Newcastle United,Bruno Guimarães Rodriguez Moura,Bruno Guimarães,2,4,9,2.8,MID,3,0.0,0.09,0.11,0.02,1.22,2.0,0.0,1.9,5.6,8.7,5.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,1.28,1.27,6.2,0.67,0.2,0.31,0.1,0.9,0.67,0.33,8.63,35.0,41.4,10.0,86.67,0.0,0.0,0.0,0.0,0.33,0.0,1.0,3.33,1.33,5.0,0.33,0.67,0.19,0.46,0.33,0.33,3.0,0.33,0.19,1.75,1.46,5.73,0.6,0.18,0.3,0.12,0.93,1.0,0.2,7.08,25.8,31.26,13.8,88.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,2.2,1.6,3.8,0.2,0.6,0.18,0.3,0.2,0.2,2.2,0.2,0.18,1.12,0.92,4.34,11717.0,0.2354193929130423,0.654,0.211,0.135
0,0,13,0,15.5,406,0.06,0.1,0.04,0.98,100,2,0,4.1,16.2,2023-10-28,90,20,0,0,0,0,10,0,270251,1,2,2,9.0,2,-11950,10169,22119,5.8,False,0,406,,,Bruno Guimarães Rodriguez Moura,0,1,0.0239920206367969,90,MC,Wolverhampton Wanderers,Newcastle United,2,2,21994,2023,620131,0.0564007684588432,0,1,0,0.0239920206367969,0.265978455543518,0.2095776945352554,21994,Newcastle United,Bruno Guimarães Rodriguez Moura,Bruno Guimarães,3,2,10,2.5,MID,2,1.0,0.01,0.14,0.13,0.39,0.0,0.0,4.8,9.8,5.1,33.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,0.58,0.0,0.0,0.0,0.0,0.0,0.58,0.14,0.14,2.8,0.67,0.12,0.17,0.05,0.75,0.67,0.0,5.6,16.47,25.0,14.67,82.67,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.67,2.67,2.33,0.0,0.67,0.2,0.24,0.0,0.0,1.67,0.0,0.2,0.9,0.83,4.73,0.8,0.14,0.28,0.14,0.73,0.4,0.2,7.48,25.44,29.06,20.4,83.6,0.0,0.0,0.0,0.0,0.4,0.0,1.0,2.0,1.8,4.0,0.2,0.8,0.29,0.28,0.2,0.2,2.0,0.2,0.29,1.1,0.93,4.5,-11289.0,-0.3701065411298315,0.225,0.236,0.539
