assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,whh,whd,wha
0,0,5,0,38.8,615,0.08,0.1,0.02,0.16,87,0,0,4.4,4.6,2023-10-21,20,15,0,0,0,0,9,0,658,0,0,4,1.0,1,152,191,39,4.9,False,0,615,,,Matheus França de Oliveira,0,1,0.0074213468469679,15,Sub,Newcastle United,Crystal Palace,4,0,21981,2023,618180,0.2090025246143341,0,3,0,0.0074213468469679,0.127631589770317,0.0,21981,Crystal Palace,Matheus França de Oliveira,Matheus França,2,4,9,-0.2,MID,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.6608695652173913,0.654,0.211,0.135
0,0,3,0,10.3,615,0.0,0.06,0.06,0.2,96,0,0,1.4,0.0,2023-10-27,11,18,0,0,0,0,10,0,844,0,2,1,4.0,1,158,209,51,4.9,True,0,615,,,Matheus França de Oliveira,0,1,0.0706448033452034,9,Sub,Crystal Palace,Tottenham Hotspur,1,2,21990,2023,619474,0.0186062771826982,0,1,0,0.0706448033452034,0.0706448033452034,0.0,21990,Crystal Palace,Matheus França de Oliveira,Matheus França,3,2,10,0.7,MID,1,0.0,0.08,0.1,0.02,0.16,0.0,0.0,4.4,4.6,38.8,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.01,0.21,0.0,0.0,3.0,0.0,0.01,0.13,0.0,-0.2,0.0,0.03,0.03,0.01,0.05,0.0,0.0,1.47,1.53,12.93,0.33,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.33,0.0,0.33,0.0,0.07,0.0,0.0,1.0,0.0,0.0,0.04,0.0,-0.07,0.0,0.02,0.02,0.0,0.03,0.0,0.0,0.88,0.92,7.76,0.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.2,0.0,0.04,0.0,0.0,0.6,0.0,0.0,0.03,0.0,-0.04,186.0,0.6076923076923076,0.21,0.251,0.539
0,0,3,0,4.1,615,0.01,0.01,0.0,0.03,167,0,0,1.0,2.2,2023-12-16,9,13,0,0,0,0,17,0,623,0,2,2,4.0,1,-12,18,30,4.9,False,0,615,,,Matheus França de Oliveira,0,0,0.0,4,Sub,Manchester City,Crystal Palace,2,2,22061,2023,630320,0.0,0,0,0,0.0,0.0534957163035869,0.0534957163035869,22061,Crystal Palace,Matheus França de Oliveira,Matheus França,2,5,17,-0.8,MID,1,0.0,0.0,0.06,0.06,0.2,0.0,0.0,1.4,0.0,10.3,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.07,0.02,0.0,0.0,1.0,0.0,0.07,0.07,0.0,0.7,0.0,0.03,0.05,0.03,0.12,0.0,0.0,1.93,1.53,16.37,1.67,10.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.67,0.67,0.0,0.67,0.03,0.08,0.0,0.0,1.33,0.0,0.03,0.07,0.0,0.17,0.0,0.02,0.03,0.02,0.07,0.0,0.0,1.16,0.92,9.82,1.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.4,0.0,0.4,0.02,0.05,0.0,0.0,0.8,0.0,0.02,0.04,0.0,0.1,-221.0,-0.25,0.808,0.119,0.073
0,0,3,0,0.3,615,0.0,0.04,0.04,0.0,186,0,0,0.4,0.0,2023-12-27,1,7,0,0,0,0,19,0,625,0,1,2,4.0,1,-15,10,25,4.9,False,0,615,,,Matheus França de Oliveira,0,1,0.021309370175004,1,Sub,Chelsea,Crystal Palace,2,1,22080,2023,633092,0.0,0,0,0,0.021309370175004,0.021309370175004,0.0,22080,Crystal Palace,Matheus França de Oliveira,Matheus França,2,3,19,0.3,MID,1,0.0,0.01,0.01,0.0,0.03,0.0,0.0,1.0,2.2,4.1,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,-0.8,0.0,0.03,0.06,0.03,0.13,0.0,0.0,2.27,2.27,17.73,3.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.33,1.0,0.0,0.67,0.03,0.08,0.0,0.0,1.33,0.0,0.03,0.08,0.02,-0.1,0.0,0.02,0.03,0.02,0.08,0.0,0.0,1.36,1.36,10.64,1.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.4,0.6,0.0,0.4,0.02,0.05,0.0,0.0,0.8,0.0,0.02,0.05,0.01,-0.06,2.0,-0.4285714285714285,0.571,0.238,0.191
0,0,3,0,0.3,615,0.01,0.01,0.0,0.0,192,0,0,0.0,0.0,2023-12-30,4,4,0,0,0,0,20,0,634,0,1,3,0.0,1,-7,12,19,4.9,True,0,615,,,Matheus França de Oliveira,0,0,0.0,1,Sub,Crystal Palace,Brentford,3,1,22086,2023,633557,0.0,0,0,0,0.0,0.0,0.0,22086,Crystal Palace,Matheus França de Oliveira,Matheus França,2,2,20,0.5,MID,1,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.4,0.0,0.3,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.3,0.0,0.0,0.04,0.03,0.08,0.0,0.0,0.93,0.73,4.9,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.67,1.0,0.0,0.67,0.03,0.01,0.0,0.0,0.33,0.0,0.03,0.05,0.02,0.07,0.0,0.02,0.04,0.02,0.08,0.0,0.0,1.44,1.36,10.7,2.6,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8,0.8,0.0,0.6,0.02,0.05,0.0,0.0,0.8,0.0,0.02,0.05,0.01,-0.0,9.0,-0.2258064516129032,0.432,0.288,0.28
0,0,1,0,0.3,615,0.01,0.01,0.0,0.85,201,2,0,0.4,1.2,2024-01-20,14,1,0,0,0,0,21,0,634,0,0,5,2.0,1,-15,48,63,4.8,False,0,615,,,Matheus França de Oliveira,0,0,0.0,10,Sub,Arsenal,Crystal Palace,5,0,22103,2023,635695,0.0,0,0,0,0.0,0.0,0.0,22103,Crystal Palace,Matheus França de Oliveira,Matheus França,2,5,21,0.5,MID,1,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.01,0.02,0.01,0.01,0.0,0.0,0.47,0.73,1.57,2.67,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.33,1.0,0.0,0.33,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.0,0.0,0.02,0.04,0.02,0.08,0.0,0.0,1.44,1.36,10.76,2.6,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.4,1.0,0.0,0.6,0.02,0.05,0.0,0.0,0.8,0.0,0.02,0.05,0.01,0.1,0.0,-0.1351351351351351,0.73,0.165,0.105
0,0,-3,0,1.6,615,0.02,0.13,0.11,0.63,224,1,0,2.1,1.8,2024-02-03,34,5,0,0,0,0,23,0,628,0,1,4,18.0,0,-19,8,27,4.8,False,1,615,,,Matheus França de Oliveira,0,2,0.0640910342335701,28,Sub,Brighton and Hove Albion,Crystal Palace,4,1,22118,2023,638567,0.0,0,0,0,0.0640910342335701,0.0881039351224899,0.0240128971636295,22118,Crystal Palace,Matheus França de Oliveira,Matheus França,2,3,23,0.3,MID,0,0.0,0.01,0.01,0.0,0.85,2.0,0.0,0.4,1.2,0.3,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.01,0.02,0.01,0.28,0.67,0.0,0.27,0.4,0.3,2.0,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,3.33,1.0,0.0,0.33,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.43,0.0,0.01,0.03,0.02,0.22,0.4,0.0,0.64,0.68,3.06,2.8,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.6,1.0,0.0,0.4,0.02,0.0,0.0,0.0,0.2,0.0,0.02,0.03,0.01,0.24,-6.0,-0.5428571428571428,0.561,0.238,0.201
0,0,7,0,10.7,615,0.04,0.14,0.1,0.61,232,1,0,3.4,9.0,2024-02-12,83,7,0,0,0,0,24,0,662,1,3,1,14.0,2,19,45,26,4.8,True,0,615,,,Matheus França de Oliveira,0,3,0.128116101026535,87,AML,Crystal Palace,Chelsea,1,3,22126,2023,641274,0.1221184581518173,0,1,0,0.128116101026535,0.2502345740795135,0.0,22126,Crystal Palace,Matheus França de Oliveira,Matheus França,3,2,24,0.8,MID,2,0.0,0.02,0.13,0.11,0.63,1.0,0.0,2.1,1.8,1.6,18.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.02,0.3,0.0,0.01,0.05,0.04,0.49,1.0,0.0,0.83,1.0,0.73,6.67,17.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.67,4.0,0.67,0.0,0.67,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,0.43,0.0,0.01,0.04,0.03,0.3,0.6,0.0,0.78,1.04,1.32,5.6,12.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,3.2,0.8,0.0,0.6,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.02,0.16,34.0,0.2676056338028169,0.229,0.253,0.519
2,0,24,0,10.3,615,0.28,0.28,0.0,0.05,256,0,0,3.4,17.6,2024-02-24,24,6,0,0,0,0,26,0,844,0,0,3,6.0,7,-11,106,117,4.8,True,0,615,,,Matheus França de Oliveira,0,0,0.0,21,Sub,Crystal Palace,Burnley,3,0,22150,2023,643246,0.5142366886138916,1,1,0,0.0,0.5142366886138916,0.5142366886138916,22150,Crystal Palace,Matheus França de Oliveira,Matheus França,2,2,26,0.0,MID,7,0.0,0.04,0.14,0.1,0.61,1.0,0.0,3.4,9.0,10.7,14.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,3.0,0.13,0.12,0.0,0.0,1.0,0.0,0.13,0.25,0.0,0.8,0.0,0.02,0.09,0.07,0.7,1.33,0.0,1.97,4.0,4.2,11.33,43.67,0.0,0.0,0.0,0.0,0.33,0.0,0.33,1.33,3.33,1.0,0.0,1.67,0.06,0.04,0.0,0.0,0.33,0.0,0.06,0.11,0.01,0.53,0.0,0.02,0.07,0.05,0.42,0.8,0.0,1.26,2.4,2.64,7.6,27.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.2,3.0,1.0,0.0,1.2,0.04,0.02,0.0,0.0,0.2,0.0,0.04,0.07,0.0,0.48,182.0,-0.0493273542600896,0.489,0.272,0.238
0,0,1,0,1.0,615,0.01,0.01,0.0,0.96,270,3,0,0.0,0.0,2024-03-02,24,18,0,0,0,0,27,0,1093,0,1,3,0.0,1,258,346,88,4.8,False,0,615,,,Matheus França de Oliveira,0,0,0.0,21,Sub,Tottenham Hotspur,Crystal Palace,3,1,22164,2023,644925,0.0,0,0,0,0.0,0.0,0.0,22164,Crystal Palace,Matheus França de Oliveira,Matheus França,2,4,27,2.0,MID,1,0.0,0.28,0.28,0.0,0.05,0.0,0.0,3.4,17.6,10.3,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.51,2.0,1.0,1.0,0.0,0.0,0.51,0.51,0.0,0.0,0.11,0.18,0.07,0.43,0.67,0.0,2.97,9.47,7.53,12.67,47.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,1.33,2.67,3.0,0.0,1.67,0.06,0.21,0.67,0.33,0.67,0.0,0.06,0.28,0.18,0.37,0.0,0.07,0.11,0.04,0.43,0.8,0.0,1.86,5.92,4.64,8.0,31.8,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.0,3.2,2.2,0.0,1.0,0.04,0.13,0.4,0.2,0.4,0.0,0.04,0.17,0.11,0.42,249.0,0.5944700460829493,0.634,0.22,0.146
