assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,ownership_change,percenatge_net_transfers,pts_bps,whh,whd,wha
0,0,11,0,23.4,14,0.09,0.2,0.11,1.18,2,1,0,4.9,12.0,2023-08-12,90,16,0,0,0,0,1,0,1941821,1,1,2,14.0,2,0,0,0,8.5,True,0,0,3,0.1288643628358841,90,Arsenal,Nottingham Forest,2,1,22276,2023,603702,0.0693142190575599,0,1,0,0.1288643628358841,0.553570568561554,0.3553920090198517,Arsenal,2,5,1,3.4,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.79,0.136,0.074
0,3,32,1,19.8,14,0.09,0.92,0.83,0.8,12,0,1,9.1,44.6,2023-08-21,89,8,0,0,0,0,2,0,2052971,1,1,0,27.0,11,-87344,75089,162433,8.5,False,0,1,3,0.803106427192688,90,Crystal Palace,Arsenal,0,1,22294,2023,606388,0.0701504796743393,0,1,0,0.041974376887083,0.598534107208252,0.5773450136184692,Arsenal,5,2,2,7.0,MID,0.0,0.09,0.2,0.11,1.18,1.0,0.0,4.9,12.0,23.4,14.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,3.0,0.13,0.07,0.0,1.0,0.0,0.13,0.55,0.36,3.4,1941821.0,0.0,0.09,0.2,0.11,1.18,1.0,0.0,4.9,12.0,23.4,14.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,3.0,0.13,0.07,0.0,1.0,0.0,0.13,0.55,0.36,3.4,1941821.0,111150.0,-0.3677301471021632,8.0,0.161,0.226,0.613
0,0,10,0,12.4,14,0.14,0.25,0.11,0.29,21,1,0,4.8,11.8,2023-08-26,83,10,0,0,0,0,3,0,2222102,1,2,2,24.0,2,68376,166740,98364,8.5,True,0,0,3,0.0964855179190635,86,Arsenal,Fulham,2,2,22297,2023,606923,0.0,0,0,0,0.0964855179190635,0.8142869472503662,0.7178013920783997,Arsenal,2,5,3,5.5,MID,1.0,0.18,1.12,0.94,1.98,1.0,1.0,14.0,56.6,43.2,41.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,13.0,1.0,6.0,0.93,0.14,0.0,2.0,0.0,0.17,1.15,0.93,10.4,3994792.0,1.0,0.18,1.12,0.94,1.98,1.0,1.0,14.0,56.6,43.2,41.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,13.0,1.0,6.0,0.93,0.14,0.0,2.0,0.0,0.17,1.15,0.93,10.4,3994792.0,169131.0,0.2579214195183777,2.0,0.771,0.148,0.081
0,0,24,0,5.4,14,0.06,0.4,0.34,0.96,31,1,1,8.4,38.2,2023-09-03,90,14,0,0,0,0,4,0,2020789,1,1,3,40.0,7,-228233,38052,266285,8.5,True,0,1,5,0.2741290032863617,90,Arsenal,Manchester United,3,1,21934,2023,609650,0.0,0,0,1,0.2741290032863617,0.8068653345108032,0.5327363610267639,Arsenal,3,5,4,5.5,MID,1.0,0.32,1.37,1.05,2.27,2.0,1.0,18.8,68.4,55.6,65.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,15.0,1.0,9.0,1.03,0.14,0.0,2.0,0.0,0.27,1.97,1.65,15.9,6216894.0,1.0,0.32,1.37,1.05,2.27,2.0,1.0,18.8,68.4,55.6,65.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,15.0,1.0,9.0,1.03,0.14,0.0,2.0,0.0,0.27,1.97,1.65,15.9,6216894.0,-201313.0,-0.7499351048344434,7.0,0.532,0.24,0.228
0,0,12,1,37.8,14,0.08,0.39,0.31,0.3,43,0,0,9.4,15.8,2023-09-17,90,9,0,0,0,0,5,0,2102450,1,1,0,40.0,3,905,104639,103734,8.5,False,0,0,2,0.2345794588327407,90,Everton,Arsenal,0,1,21941,2023,611290,0.1071492508053779,0,3,0,0.2345794588327407,0.4062538146972656,0.0863945931196212,Arsenal,5,2,5,6.3,MID,1.0,0.29,1.57,1.28,2.05,2.0,2.0,22.3,94.6,37.6,91.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,20.0,2.0,11.0,1.17,0.07,0.0,1.0,1.0,0.41,2.22,1.83,18.0,6295862.0,1.0,0.38,1.77,1.39,3.23,3.0,2.0,27.2,106.6,61.0,105.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,7.0,22.0,2.0,14.0,1.3,0.14,0.0,2.0,1.0,0.54,2.77,2.18,21.4,8237683.0,81661.0,0.0043431730598494,3.0,0.153,0.212,0.635
0,0,1,0,29.9,14,0.05,0.09,0.04,1.5,51,2,0,5.6,11.2,2023-09-24,90,18,0,0,0,0,6,0,2125864,1,2,2,15.0,1,5787,88294,82507,8.5,True,1,0,1,0.0274420399218797,90,Arsenal,Tottenham,2,2,21952,2023,612770,0.0977013185620307,0,3,0,0.0274420399218797,0.1493540108203888,0.0861777886748313,Arsenal,3,5,6,3.7,MID,1.0,0.28,1.04,0.76,1.55,2.0,1.0,22.6,65.8,55.6,104.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,12.0,1.0,10.0,0.61,0.11,0.0,3.0,1.0,0.61,2.03,1.34,17.3,6345341.0,2.0,0.46,2.16,1.7,3.53,3.0,2.0,36.6,122.4,98.8,145.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,7.0,25.0,2.0,16.0,1.54,0.25,0.0,5.0,1.0,0.78,3.18,2.27,27.7,10340133.0,23414.0,0.0338815346514364,1.0,0.538,0.234,0.228
2,3,56,1,48.3,14,0.38,1.17,0.79,0.69,62,0,1,14.0,64.8,2023-09-30,90,3,0,0,0,0,7,0,2213647,1,4,0,27.0,17,44576,183019,138443,8.5,False,0,1,1,0.7611688375473022,90,Bournemouth,Arsenal,0,4,21959,2023,614710,0.8848351240158081,1,3,0,0.0,0.8243476152420044,0.8090329766273499,Arsenal,5,2,7,7.5,MID,1.0,0.19,0.88,0.69,2.76,3.0,1.0,23.4,65.2,73.1,95.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,5.0,11.0,1.0,8.0,0.54,0.2,0.0,6.0,1.0,0.54,1.36,0.71,15.5,6249103.0,2.0,0.42,2.05,1.63,3.85,4.0,2.0,37.3,121.6,105.3,146.0,442.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,7.0,24.0,2.0,14.0,1.44,0.28,0.0,7.0,1.0,0.67,2.78,2.0,28.0,10524176.0,87783.0,0.1386664675762609,14.0,0.162,0.209,0.628
0,0,7,1,32.4,14,0.16,0.24,0.08,0.55,71,0,0,5.4,12.0,2023-10-08,90,13,0,0,0,0,8,0,2306616,1,0,1,10.0,3,88758,218848,130090,8.5,True,0,0,3,0.0726684927940368,90,Arsenal,Manchester City,1,0,21965,2023,617294,0.046504121273756,0,2,0,0.0726684927940368,0.1257376670837402,0.0864534601569175,Arsenal,5,5,8,6.5,MID,2.0,0.51,1.65,1.14,2.49,2.0,1.0,29.0,91.8,116.0,82.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,2.0,21.0,1.0,4.0,1.02,1.09,1.0,9.0,0.0,0.26,1.38,0.98,17.5,6441961.0,2.0,0.71,2.3,1.59,3.74,4.0,2.0,42.2,141.8,133.8,146.0,443.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,10.0,7.0,30.0,2.0,12.0,1.39,1.09,1.0,9.0,1.0,0.63,3.0,2.23,28.5,10684852.0,92969.0,0.254366105153351,3.0,0.344,0.263,0.394
0,0,8,0,29.8,14,0.11,0.11,0.0,1.34,84,2,0,3.7,7.0,2023-10-21,77,7,0,0,0,0,9,0,2374067,1,2,2,0.0,2,42087,126893,84806,8.5,False,0,0,0,0.0,80,Chelsea,Arsenal,2,2,21978,2023,618327,0.0791547447443008,0,2,0,0.0,0.118368774652481,0.0882023647427558,Arsenal,5,3,9,7.8,MID,2.0,0.59,1.5,0.91,2.74,2.0,1.0,25.0,88.0,110.6,52.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,3.0,21.0,1.0,5.0,0.86,1.03,1.0,8.0,0.0,0.1,1.1,0.98,17.7,6646127.0,3.0,0.73,2.29,1.56,4.0,3.0,2.0,42.8,142.0,153.8,132.0,450.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,8.0,6.0,31.0,2.0,12.0,1.37,1.14,1.0,11.0,1.0,0.61,2.31,1.6,29.5,10769366.0,67451.0,0.1988058517045427,2.0,0.313,0.269,0.418
0,0,10,1,23.4,14,0.14,0.23,0.09,1.11,121,0,0,4.1,5.4,2023-11-25,90,4,0,0,0,0,13,0,1351496,1,1,0,12.0,3,-183793,6102,189895,8.3,False,0,0,1,0.1051025539636612,90,Brentford,Arsenal,0,1,22015,2023,625136,0.0614489018917083,0,1,0,0.1051025539636612,1.378697156906128,1.273594617843628,Arsenal,5,2,13,1.1,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27,0.35,0.08,1.89,2.0,0.0,9.1,19.0,62.2,10.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,5.0,0.0,3.0,0.07,0.13,0.0,4.0,0.0,0.07,0.24,0.17,14.3,4680683.0,-1022571.0,-0.9377337408225636,3.0,0.215,0.248,0.537
