assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,pts_bps,whh,whd,wha
0,0,4,0,18.8,349,0.16,0.18,0.02,0.1,1,0,0,2.2,2.4,2023-08-11,22,6,0,0,0,0,1,0,1377801,1,3,0,1.0,1,0,0,0,10.5,False,0,349,,,Kevin De Bruyne,0,1,0.0188944488763809,22,DMC,Burnley,Manchester City,0,3,22275,2023,603624,0.1302468031644821,0,1,0,0.0188944488763809,0.149141252040863,0.0,447,Manchester City,Kevin De Bruyne,Kevin De Bruyne,5,2,1,4.9,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.118,0.172,0.71
1,3,35,0,40.4,349,0.3,0.46,0.16,0.14,209,0,1,10.9,55.6,2024-01-13,21,15,0,0,0,0,21,0,1066438,0,3,2,13.0,12,841021,929681,88660,10.3,False,0,349,,,Kevin De Bruyne,1,2,0.1397416591644287,13,Sub,Newcastle United,Manchester City,2,3,22100,2023,634970,1.073538303375244,1,3,1,0.1397416591644287,1.1163153648376465,1.0078208446502686,447,Manchester City,Kevin De Bruyne,Kevin De Bruyne,5,4,21,4.5,MID,0.0,0.16,0.18,0.02,0.1,0.0,0.0,2.2,2.4,18.8,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.02,0.13,0.0,0.0,1.0,0.0,0.02,0.15,0.0,4.9,0.0,0.05,0.06,0.01,0.03,0.0,0.0,0.73,0.8,6.27,0.33,7.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.0,0.33,0.0,0.33,0.01,0.04,0.0,0.0,0.33,0.0,0.01,0.05,0.0,1.63,0.0,0.03,0.04,0.0,0.02,0.0,0.0,0.44,0.48,3.76,0.2,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.2,0.0,0.2,0.0,0.03,0.0,0.0,0.2,0.0,0.0,0.03,0.0,0.98,-311363.0,0.8258736513603989,9.0,0.172,0.218,0.61
1,1,25,1,26.3,349,0.2,0.29,0.09,0.46,220,0,0,5.8,21.4,2024-01-31,70,6,0,0,0,0,22,0,2745864,1,1,3,10.0,7,1674116,1689375,15259,10.6,True,0,349,,,Kevin De Bruyne,0,3,0.1138685718178749,73,AMC,Manchester City,Burnley,3,1,22114,2023,637933,0.4847694933414459,1,1,0,0.1138685718178749,0.171198695898056,0.0981002002954483,447,Manchester City,Kevin De Bruyne,Kevin De Bruyne,2,5,22,10.5,MID,0.0,0.3,0.46,0.16,0.14,0.0,1.0,10.9,55.6,40.4,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,12.0,1.0,2.0,0.14,1.07,1.0,1.0,3.0,1.0,0.14,1.12,1.01,4.5,0.0,0.15,0.21,0.06,0.08,0.0,0.33,4.37,19.33,19.73,4.67,14.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.0,0.67,4.33,0.33,1.0,0.05,0.4,0.33,0.33,1.33,0.33,0.05,0.42,0.34,3.13,0.0,0.09,0.13,0.04,0.05,0.0,0.2,2.62,11.6,11.84,2.8,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,0.4,2.6,0.2,0.6,0.03,0.24,0.2,0.2,0.8,0.2,0.03,0.25,0.2,1.88,1679426.0,0.9820970366659352,6.0,0.876,0.079,0.045
1,0,27,0,71.6,349,0.49,0.57,0.08,1.02,223,1,0,14.1,37.6,2024-02-05,90,4,0,0,0,0,23,0,3166764,1,3,1,32.0,5,433562,447718,14156,10.7,False,0,349,,,Kevin De Bruyne,0,3,0.1511608660221099,90,MC,Brentford,Manchester City,1,3,22117,2023,639647,0.5265188217163086,1,4,0,0.1511608660221099,1.23758864402771,0.9396604299545288,447,Manchester City,Kevin De Bruyne,Kevin De Bruyne,5,2,23,9.0,MID,1.0,0.2,0.29,0.09,0.46,0.0,0.0,5.8,21.4,26.3,10.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,0.0,3.0,0.11,0.48,1.0,1.0,1.0,0.0,0.11,0.17,0.1,10.5,0.33,0.22,0.31,0.09,0.23,0.0,0.33,6.3,26.47,28.5,8.0,37.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.33,1.67,6.67,0.33,2.0,0.09,0.56,0.67,0.67,1.67,0.33,0.09,0.48,0.37,6.63,0.2,0.13,0.19,0.05,0.14,0.0,0.2,3.78,15.88,17.1,4.8,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,1.0,4.0,0.2,1.2,0.05,0.34,0.4,0.4,1.0,0.2,0.05,0.29,0.22,3.98,420900.0,0.938701897054175,5.0,0.134,0.197,0.669
1,0,13,0,13.2,349,0.03,0.24,0.21,0.03,236,0,0,3.4,16.8,2024-02-10,33,9,0,0,0,0,24,0,3348399,0,0,2,4.0,4,172833,259953,87120,10.8,True,0,349,,,Kevin De Bruyne,0,1,0.287160724401474,30,Sub,Manchester City,Everton,2,0,22130,2023,639883,0.3816374242305755,1,1,0,0.287160724401474,0.8404223918914795,0.1716242879629135,447,Manchester City,Kevin De Bruyne,Kevin De Bruyne,2,5,24,6.3,MID,0.0,0.49,0.57,0.08,1.02,1.0,0.0,14.1,37.6,71.6,32.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,0.0,3.0,0.15,0.53,1.0,1.0,4.0,0.0,0.15,1.24,0.94,9.0,0.33,0.33,0.44,0.11,0.54,0.33,0.33,10.27,38.2,46.1,18.33,60.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.33,2.0,8.0,0.33,2.67,0.13,0.69,1.0,1.0,2.67,0.33,0.13,0.84,0.68,8.0,0.2,0.23,0.3,0.07,0.34,0.2,0.2,6.6,23.4,31.42,11.2,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.0,1.2,5.0,0.2,1.8,0.08,0.44,0.6,0.6,1.8,0.2,0.08,0.53,0.41,5.78,181635.0,0.4979730488974941,4.0,0.808,0.119,0.073
0,0,22,0,123.8,349,0.55,0.6,0.05,1.58,246,1,0,17.1,32.4,2024-02-17,90,7,0,0,0,0,25,0,3431624,1,1,1,15.0,2,37516,204454,166938,10.8,True,0,349,,,Kevin De Bruyne,0,1,0.0745019614696502,90,MC,Manchester City,Chelsea,1,1,22140,2023,641984,0.6495702862739563,0,7,0,0.0745019614696502,1.685404896736145,1.6071295738220217,447,Manchester City,Kevin De Bruyne,Kevin De Bruyne,3,5,25,9.2,MID,0.0,0.03,0.24,0.21,0.03,0.0,0.0,3.4,16.8,13.2,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.29,0.38,1.0,1.0,1.0,0.0,0.29,0.84,0.17,6.3,0.33,0.24,0.37,0.13,0.5,0.33,0.0,7.77,25.27,37.03,15.33,64.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,2.0,5.33,0.0,2.33,0.18,0.46,1.0,1.0,2.0,0.0,0.18,0.75,0.4,8.6,0.2,0.24,0.35,0.11,0.35,0.2,0.2,7.28,26.76,34.06,12.0,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.0,1.6,5.8,0.2,2.0,0.14,0.52,0.8,0.8,2.0,0.2,0.14,0.7,0.44,7.04,83225.0,0.1010145614337411,2.0,0.71,0.172,0.118
0,0,-2,0,1.3,349,0.01,0.01,0.0,0.21,253,0,0,0.4,0.4,2024-02-24,6,3,0,0,0,0,26,0,3158193,0,1,0,2.0,0,-206649,65905,272554,10.8,False,1,349,,,Kevin De Bruyne,0,0,0.0,3,Sub,Bournemouth,Manchester City,0,1,22145,2023,643420,0.0,0,0,0,0.0,0.0,0.0,447,Manchester City,Kevin De Bruyne,Kevin De Bruyne,5,2,26,0.0,MID,0.0,0.55,0.6,0.05,1.58,1.0,0.0,17.1,32.4,123.8,15.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.07,0.65,0.0,0.0,7.0,0.0,0.07,1.69,1.61,9.2,0.0,0.36,0.47,0.11,0.88,0.67,0.0,11.53,28.93,69.53,17.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,1.33,3.67,0.0,1.67,0.17,0.52,0.67,0.67,4.0,0.0,0.17,1.25,0.91,8.17,0.2,0.31,0.43,0.12,0.65,0.4,0.2,10.26,32.76,55.06,14.8,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.6,1.8,6.0,0.2,2.0,0.15,0.62,0.8,0.8,3.2,0.2,0.15,1.01,0.76,7.9,-273431.0,-0.6105584428246849,0.0,0.136,0.182,0.682
0,0,14,0,75.7,349,0.29,0.58,0.29,0.26,266,1,0,11.4,12.2,2024-03-03,90,14,0,0,0,0,27,0,2797323,1,1,3,26.0,2,-407194,69329,476523,10.7,True,0,349,,,Kevin De Bruyne,0,5,0.283358484506607,90,AMC,Manchester City,Manchester United,3,1,22160,2023,645742,0.6471759676933289,0,6,0,0.283358484506607,0.9628647565841676,0.2960114777088165,447,Manchester City,Kevin De Bruyne,Kevin De Bruyne,3,5,27,2.6,MID,0.0,0.01,0.01,0.0,0.21,0.0,0.0,0.4,0.4,1.3,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.28,0.09,0.61,0.33,0.0,6.97,16.53,46.1,7.0,43.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.67,1.0,2.0,0.0,0.67,0.12,0.34,0.33,0.33,2.67,0.0,0.12,0.84,0.59,5.17,0.2,0.26,0.34,0.09,0.66,0.4,0.0,8.16,21.72,47.24,12.6,57.8,0.0,0.0,0.0,0.0,0.2,0.0,0.6,1.2,1.4,3.6,0.0,1.6,0.13,0.41,0.6,0.6,2.6,0.0,0.13,0.79,0.56,7.0,-360870.0,-0.7459787634743483,2.0,0.751,0.163,0.085
1,1,24,0,39.2,349,0.19,0.31,0.12,1.86,277,1,0,7.9,26.6,2024-03-10,68,11,0,0,0,0,28,0,2393746,1,1,1,13.0,6,-405158,23477,428635,10.6,False,0,349,,,Kevin De Bruyne,0,2,0.0646000653505325,71,AMC,Liverpool,Manchester City,1,1,22171,2023,647478,1.0050112009048462,1,3,0,0.0646000653505325,0.6052863597869873,0.1678555756807327,447,Manchester City,Kevin De Bruyne,Kevin De Bruyne,5,5,28,2.5,MID,0.0,0.29,0.58,0.29,0.26,1.0,0.0,11.4,12.2,75.7,26.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,5.0,0.28,0.65,0.0,0.0,6.0,0.0,0.28,0.96,0.3,2.6,0.0,0.28,0.4,0.11,0.68,0.67,0.0,9.63,15.0,66.93,14.33,62.0,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.0,1.33,1.33,0.0,2.0,0.12,0.43,0.0,0.0,4.33,0.0,0.12,0.88,0.63,3.93,0.0,0.27,0.4,0.13,0.62,0.6,0.0,9.28,19.88,57.12,15.8,61.8,0.0,0.0,0.0,0.0,0.2,0.0,0.6,1.2,1.4,2.6,0.0,2.0,0.16,0.44,0.4,0.4,3.6,0.0,0.16,0.95,0.6,5.42,-403577.0,-0.8961452029585589,5.0,0.316,0.253,0.431
0,0,15,1,59.7,349,0.35,0.35,0.0,0.68,296,0,0,8.6,16.4,2024-03-31,90,1,0,0,0,0,30,0,1535265,1,0,0,10.0,3,-472350,10350,482700,10.4,True,0,349,,,Kevin De Bruyne,0,0,0.0,90,MC,Manchester City,Arsenal,0,0,22190,2023,650580,0.8315643072128296,0,4,0,0.0,0.1097829267382621,0.0534050911664962,447,Manchester City,Kevin De Bruyne,Kevin De Bruyne,5,5,30,2.8,MID,0.0,0.19,0.31,0.12,1.86,1.0,0.0,7.9,26.6,39.2,13.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,2.0,0.06,1.01,1.0,1.0,3.0,0.0,0.06,0.61,0.17,2.5,0.0,0.16,0.3,0.14,0.78,0.67,0.0,6.57,13.07,38.73,13.67,54.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.0,1.33,2.67,0.0,2.33,0.12,0.55,0.33,0.33,3.0,0.0,0.12,0.52,0.15,1.7,0.0,0.21,0.35,0.13,0.79,0.6,0.0,8.04,17.68,50.64,12.0,57.4,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.8,1.4,2.8,0.0,1.8,0.14,0.54,0.4,0.4,3.4,0.0,0.14,0.82,0.45,4.12,-858481.0,-0.9580164283541224,3.0,0.499,0.251,0.251
