assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,fpl_id,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,ownership_change,percenatge_net_transfers,pts_bps,whh,whd,wha
0,0,5,0,0.2,798,0.0,0.0,0.0,0.28,265,1,0,0.6,6.2,2024-03-02,37,2,0,0,0,0,27,0,575,0,3,2,0.0,1,35,69,34,4.0,True,0,0,0,0.0,29,Luton,Aston Villa,2,3,22159,2023,645157,0.0,0,0,0,0.0,0.0,0.0,798,12509,Luton,Daiki Hashioka,Daiki Hashioka,3,2,27,-0.8,DEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.3398058252427184,1.0,0.221,0.227,0.552
0,0,1,0,0.1,798,0.0,0.05,0.05,0.88,276,0,0,0.8,3.4,2024-03-09,28,8,0,0,0,0,28,0,784,0,1,1,4.0,1,140,195,55,4.0,False,0,0,1,0.0661032274365425,24,Crystal Palace,Luton,1,1,22170,2023,646680,0.0,0,0,0,0.0661032274365425,0.0,0.0,798,12509,Luton,Daiki Hashioka,Daiki Hashioka,2,2,28,0.2,DEF,0.0,0.0,0.0,0.0,0.28,1.0,0.0,0.6,6.2,0.2,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.0,0.0,0.0,0.0,0.09,0.33,0.0,0.2,2.07,0.07,0.0,12.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.06,0.2,0.0,0.12,1.24,0.04,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,209.0,0.56,1.0,0.533,0.245,0.222
0,0,9,0,0.2,798,0.0,0.0,0.0,2.03,162,3,0,1.2,11.4,2024-03-13,67,3,0,0,0,0,28,0,784,1,3,4,0.0,1,140,195,55,4.0,False,0,0,0,0.0,71,Bournemouth,Luton,4,3,25861,2023,647910,0.0,0,0,0,0.0,1.261220932006836,1.261220932006836,798,12509,Luton,Daiki Hashioka,Daiki Hashioka,2,2,28,0.2,DEF,0.0,0.0,0.05,0.05,0.88,0.0,0.0,0.8,3.4,0.1,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.2,0.0,0.0,0.02,0.02,0.39,0.33,0.0,0.47,3.2,0.1,1.33,21.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.0,0.67,0.0,0.33,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,-0.2,0.0,0.0,0.01,0.01,0.23,0.2,0.0,0.28,1.92,0.06,0.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.4,0.0,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,-0.12,0.0,0.56,1.0,0.634,0.2,0.165
0,0,7,0,0.5,798,0.01,0.01,0.0,1.72,300,2,0,1.5,12.2,2024-03-30,45,18,0,0,0,0,30,0,1060,0,1,2,2.0,0,-140,45,185,4.0,False,0,0,0,0.0,41,Tottenham Hotspur,Luton,2,1,22194,2023,649880,0.0,0,0,0,0.0,0.0,0.0,798,12509,Luton,Daiki Hashioka,Daiki Hashioka,2,4,30,-0.4,DEF,0.0,0.0,0.0,0.0,2.03,3.0,0.0,1.2,11.4,0.2,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,1.26,0.2,0.0,0.0,0.02,0.02,1.06,1.33,0.0,0.87,7.0,0.17,1.33,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.33,2.33,1.0,0.0,0.33,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.42,0.42,-0.13,0.0,0.0,0.01,0.01,0.64,0.8,0.0,0.52,4.2,0.1,0.8,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.4,1.4,0.6,0.0,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.25,0.25,-0.08,276.0,-0.6086956521739131,0.0,0.794,0.119,0.087
0,0,10,0,16.2,798,0.17,0.22,0.05,0.82,301,2,0,2.7,8.8,2024-04-03,90,1,1,0,0,0,31,0,1079,1,0,2,2.0,-1,-18,66,84,4.0,False,0,0,1,0.0341099016368389,90,Arsenal,Luton,2,0,22196,2023,651136,0.1291406154632568,0,1,0,0.0341099016368389,0.2357003837823867,0.0724498778581619,798,12509,Luton,Daiki Hashioka,Daiki Hashioka,2,5,31,-1.3,DEF,0.0,0.01,0.01,0.0,1.72,2.0,0.0,1.5,12.2,0.5,2.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.02,0.02,1.54,1.67,0.0,1.17,9.0,0.27,2.0,46.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.67,2.33,0.67,0.0,0.33,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.42,0.42,0.0,0.0,0.0,0.01,0.01,0.98,1.2,0.0,0.82,6.64,0.2,1.2,35.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.6,1.8,0.6,0.0,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.25,0.25,-0.16,19.0,-0.12,-1.0,0.856,0.094,0.05
0,0,7,0,2.6,798,0.01,0.01,0.0,0.22,316,1,0,0.6,3.2,2024-04-06,61,3,0,0,0,0,32,0,1140,1,1,2,0.0,2,15,80,65,4.0,True,0,0,0,0.0,65,Luton,Bournemouth,2,1,22210,2023,651774,0.0,0,0,0,0.0,0.0740530714392662,0.0740530714392662,798,12509,Luton,Daiki Hashioka,Daiki Hashioka,2,2,32,0.0,DEF,0.0,0.17,0.22,0.05,0.82,2.0,0.0,2.7,8.8,16.2,2.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,-1.0,0.0,1.0,0.03,0.13,0.0,0.0,1.0,0.0,0.03,0.24,0.07,-1.3,0.0,0.06,0.08,0.02,1.52,2.33,0.0,1.8,10.8,5.63,1.33,67.33,0.33,0.0,0.0,0.0,0.0,0.0,0.67,1.33,2.67,0.0,0.0,0.33,0.01,0.04,0.0,0.0,0.33,0.0,0.01,0.5,0.44,-0.5,0.0,0.04,0.06,0.02,1.15,1.6,0.0,1.36,8.4,3.44,1.6,53.4,0.2,0.0,0.0,0.0,0.0,0.0,0.4,1.6,2.2,0.4,0.0,0.4,0.02,0.03,0.0,0.0,0.2,0.0,0.02,0.3,0.27,-0.42,61.0,0.1034482758620689,2.0,0.253,0.25,0.497
0,0,6,0,0.1,798,0.0,0.0,0.0,4.26,327,5,0,2.7,26.8,2024-04-13,90,13,1,0,0,0,33,0,1531,1,1,5,0.0,-2,298,385,87,4.0,False,0,0,0,0.0,90,Manchester City,Luton,5,1,22221,2023,653304,0.0,0,0,0,0.0,0.0,0.0,798,12509,Luton,Daiki Hashioka,Daiki Hashioka,2,5,33,-1.7,DEF,0.0,0.01,0.01,0.0,0.22,1.0,0.0,0.6,3.2,2.6,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.06,0.08,0.02,0.92,1.67,0.0,1.6,8.07,6.43,1.33,65.33,0.33,0.0,0.0,0.0,0.0,0.0,0.67,0.67,2.0,0.33,0.0,0.33,0.01,0.04,0.0,0.0,0.33,0.0,0.01,0.1,0.05,-0.57,0.0,0.04,0.06,0.02,1.13,1.6,0.0,1.36,7.8,3.92,1.6,58.2,0.2,0.0,0.0,0.0,0.0,0.0,0.6,1.2,2.2,0.6,0.0,0.4,0.02,0.03,0.0,0.0,0.2,0.0,0.02,0.31,0.28,-0.26,391.0,0.6313559322033898,-2.0,0.864,0.086,0.05
0,0,4,0,0.0,798,0.0,0.0,0.0,0.74,336,1,0,0.4,4.4,2024-04-20,19,4,0,0,0,0,34,0,1606,0,5,1,0.0,1,-16,229,245,4.0,True,0,0,0,0.0,15,Luton,Brentford,1,5,22230,2023,654811,0.0,0,0,0,0.0,0.0,0.0,798,12509,Luton,Daiki Hashioka,Daiki Hashioka,2,2,34,-0.5,DEF,0.0,0.0,0.0,0.0,4.26,5.0,0.0,2.7,26.8,0.1,0.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7,0.0,0.06,0.08,0.02,1.77,2.67,0.0,2.0,12.93,6.3,0.67,80.33,0.67,0.0,0.0,0.0,0.0,0.0,1.0,0.67,3.0,-0.33,0.0,0.33,0.01,0.04,0.0,0.0,0.33,0.0,0.01,0.1,0.05,-1.0,0.0,0.04,0.05,0.01,1.81,2.6,0.0,1.74,12.48,3.92,0.8,70.6,0.4,0.0,0.0,0.0,0.0,0.0,0.8,1.2,3.0,0.0,0.0,0.2,0.01,0.03,0.0,0.0,0.2,0.0,0.01,0.31,0.28,-0.64,75.0,-0.0337552742616033,1.0,0.306,0.253,0.441
0,0,8,0,17.9,798,0.05,0.05,0.0,0.82,350,2,0,2.9,11.4,2024-04-27,65,20,0,0,0,0,35,0,1488,1,1,2,0.0,1,-138,68,206,4.0,False,0,0,0,0.0,68,Wolverhampton Wanderers,Luton,2,1,22244,2023,658298,0.0229716319590806,0,1,0,0.0,0.0885136052966117,0.0655419752001762,798,12509,Luton,Daiki Hashioka,Daiki Hashioka,2,2,35,-0.3,DEF,0.0,0.0,0.0,0.0,0.74,1.0,0.0,0.4,4.4,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,1.74,2.33,0.0,1.23,11.47,0.9,0.0,56.67,0.33,0.0,0.0,0.0,0.0,0.0,0.67,2.33,2.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,-0.73,0.0,0.04,0.05,0.01,1.55,2.2,0.0,1.58,11.08,3.88,0.8,61.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,1.6,2.4,0.0,0.0,0.2,0.01,0.03,0.0,0.0,0.2,0.0,0.01,0.06,0.03,-0.78,-118.0,-0.5036496350364964,1.0,0.487,0.25,0.264
0,0,15,0,14.1,798,0.02,0.02,0.0,1.06,378,4,0,2.8,13.6,2024-05-19,90,10,0,0,0,0,38,0,1607,1,4,2,0.0,0,-19,71,90,4.0,True,0,0,0,0.0,90,Luton,Fulham,2,4,22272,2023,663017,0.3667365908622741,0,1,0,0.0,0.4053740501403808,0.0386374369263649,798,12509,Luton,Daiki Hashioka,Daiki Hashioka,2,2,38,-0.3,DEF,0.0,0.05,0.05,0.0,0.82,2.0,0.0,2.9,11.4,17.9,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.09,0.07,-0.3,0.0,0.02,0.02,0.0,1.94,2.67,0.0,2.0,14.2,6.0,0.0,58.0,0.33,0.0,0.0,0.0,0.0,0.0,0.67,2.33,2.67,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.33,0.0,0.0,0.03,0.02,-0.83,0.0,0.05,0.06,0.01,1.37,2.2,0.0,1.86,10.92,7.36,0.4,65.0,0.4,0.0,0.0,0.0,0.0,0.0,0.8,1.6,2.4,0.2,0.0,0.2,0.01,0.03,0.0,0.0,0.4,0.0,0.01,0.08,0.04,-0.76,119.0,-0.1180124223602484,0.0,0.327,0.243,0.431
