assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name
0,0,0,3,0,0.0,773,0.0,0.0,0.0,0.05,373,1,0,0.0,0.0,2023-05-28,27,4,0,0,0,0,38,0,18,0,0,1,0.0,1,15,17,2,45,False,0,773,0,0,0,26,MID,Brentford,Manchester City,1,0,18574,2022,600906,0,0,0,0,0,0.129426509141922,0.129426509141922,11594,Manchester City,Shea Charles,Shea Charles
