assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name
0,0,0,3,0,1.5,662,0.0,0.09,0.09,0.21,151,0,0,2.4,3.0,2022-11-12,16,3,0,0,0,0,16,0,0,0,0,3,19.0,1,0,0,0,45,False,0,662,0,1,0.0505074001848697,9,FWD,Bournemouth,Everton,3,0,18352,2022,564593,0.0,0,0,0,0.0505074001848697,0.0505074001848697,0,11232,Everton,Thomas Cannon,Thomas Cannon
1,0,0,4,0,10.1,662,0.0,0.0,0.0,0.23,166,1,0,1.4,2.0,2022-12-26,7,20,0,0,0,0,17,0,3105,0,2,1,2.0,1,2517,3711,1194,45,True,0,662,0,0,0.0,6,FWD,Everton,Wolverhampton Wanderers,1,2,18367,2022,565548,0.0708136036992073,0,1,0,0.0,0.0,0,11232,Everton,Thomas Cannon,Thomas Cannon
