assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team
0,0,0,8,0,1.5,50,0.01,0.03,0.02,0.59,2,2,0,1.4,9.2,2022-08-06,90,3,0,0,0,0,1,0,92038,1,0,2,3.0,1,0,0,0,50,False,0,0,1,0.0175538007169961,90,DC,Bournemouth,Aston Villa,2,0,18204,2022,539412,0.0,0,0,0,0.0175538007169961,0.0285510998219251,0.0109973000362515,Aston Villa
1,0,0,9,0,1.3,50,0.01,0.35,0.34,1.33,12,1,0,4.4,13.8,2022-08-13,90,8,0,0,0,0,2,0,97578,1,1,2,29.0,2,-11162,4695,15857,50,True,0,0,3,0.7216259837150574,90,DC,Aston Villa,Everton,2,1,18212,2022,540340,0.0,0,0,0,0.7216259837150574,0.209523007273674,0.209523007273674,Aston Villa
2,0,0,3,0,10.4,50,0.09,0.09,0.0,0.0,350,0,0,1.2,1.8,2023-05-06,25,20,0,0,0,0,35,0,26057,0,0,1,0.0,1,13,622,609,47,False,0,0,0,0.0,23,Sub,Wolverhampton Wanderers,Aston Villa,1,0,18551,2022,594850,0.0345584973692894,0,1,0,0.0,0.102829597890377,0.102829597890377,Aston Villa
