assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0,0,6,0,12.3,608,0.02,0.02,0.0,0.0,5,0,0,1.5,2.8,2024-08-17,20,0,0,0,0,0,0,0,False,15,0,0,0,0,1,0,2073,0,0,1,0.0,1,0,0,0,4.5,False,0,608,,,0,0,0.0,16,Sub,Newcastle United,Southampton,1,0,26606,2024,666382,0.0327474772930145,0,1,0,0.0,0.1224109157919883,0.0896634384989738,26606,Southampton,Tyler Dibling,Tyler Dibling,1,4,1,0.0,MID,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,6,0,0.6,608,0.0,0.0,0.0,0.0,18,0,0,0.7,4.0,2024-08-24,6,0,0,0,0,0,0,0,False,16,0,0,0,0,2,0,5153,0,1,0,2.0,1,834,1421,587,4.5,True,0,608,,,0,0,0.0,5,Sub,Southampton,Nottingham Forest,0,1,26616,2024,668053,0.0,0,0,0,0.0,0.0,0.0,26616,Southampton,Tyler Dibling,Tyler Dibling,4,1,2,0.5,MID,1,0.0,0.02,0.02,0.0,0.0,0.0,0.0,1.5,2.8,12.3,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.12,0.09,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.5,0.93,4.1,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.01,0.0,0.0,0.33,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.56,2.46,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.02,0.02,0.0
0,0,10,0,28.7,608,0.17,0.22,0.05,1.57,22,2,0,5.7,14.2,2024-08-31,34,0,0,0,0,0,0,0,False,4,0,0,0,0,3,0,9504,0,1,3,14.0,1,2658,4484,1826,4.5,False,0,608,,,0,2,0.036729872226715,31,Sub,Brentford,Southampton,3,1,26623,2024,671750,0.1231196969747543,0,2,0,0.036729872226715,0.5573185086250305,0.5205886363983154,26623,Southampton,Tyler Dibling,Tyler Dibling,1,3,3,0.5,MID,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,4.0,0.6,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.73,2.27,4.3,0.67,8.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.67,0.0,0.0,0.0,0.01,0.0,0.0,0.33,0.0,0.0,0.04,0.03,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.36,2.58,0.4,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.0,0.0,0.02,0.02,0.1
0,0,10,0,14.3,608,0.01,0.04,0.03,1.85,38,2,0,3.7,3.2,2024-09-14,62,0,0,0,0,0,0,0,False,14,0,0,0,0,4,0,18384,1,3,0,19.0,2,7057,10853,3796,4.5,True,0,608,,,0,1,0.0392900668084621,67,AMR,Southampton,Manchester United,0,3,26632,2024,673363,0.0341485179960727,0,1,0,0.0392900668084621,0.0734385848045349,0.0,26632,Southampton,Tyler Dibling,Tyler Dibling,2,1,4,0.7,MID,2,0.0,0.17,0.22,0.05,1.57,2.0,0.0,5.7,14.2,28.7,14.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.04,0.12,0.0,0.0,2.0,0.0,0.04,0.56,0.52,0.5,0.0,0.06,0.08,0.02,0.52,0.67,0.0,2.63,7.0,13.87,5.33,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,1.0,0.0,0.67,0.01,0.05,0.0,0.0,1.0,0.0,0.01,0.23,0.2,0.33,0.0,0.04,0.05,0.01,0.31,0.4,0.0,1.58,4.2,8.32,3.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.6,0.0,0.4,0.01,0.03,0.0,0.0,0.6,0.0,0.01,0.14,0.12,0.2
0,3,35,1,20.2,608,0.2,0.92,0.72,1.14,48,0,1,8.2,39.2,2024-09-21,81,0,0,0,0,0,0,0,False,10,0,0,0,0,5,0,43101,1,1,1,23.0,11,22462,26874,4412,4.5,True,0,608,,,1,1,0.4789488911628723,84,AMR,Southampton,Ipswich,1,1,26643,2024,675631,0.7023828029632568,0,1,1,0.4789488911628723,1.728568196296692,0.547236442565918,26643,Southampton,Tyler Dibling,Tyler Dibling,2,1,5,3.8,MID,8,0.0,0.01,0.04,0.03,1.85,2.0,0.0,3.7,3.2,14.3,19.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,0.04,0.03,0.0,0.0,1.0,0.0,0.04,0.07,0.0,0.7,0.0,0.06,0.09,0.03,1.14,1.33,0.0,3.37,7.13,14.53,11.67,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.67,1.0,1.33,0.0,1.0,0.03,0.05,0.0,0.0,1.0,0.0,0.03,0.21,0.17,0.57,0.0,0.04,0.06,0.02,0.68,0.8,0.0,2.32,4.84,11.18,7.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.8,1.0,0.0,0.6,0.02,0.04,0.0,0.0,0.8,0.0,0.02,0.15,0.12,0.34
0,0,-1,0,20.2,608,0.16,0.18,0.02,1.29,52,3,0,2.7,2.0,2024-09-30,75,0,0,0,0,0,0,0,False,3,0,0,0,0,6,0,255378,1,1,3,5.0,1,201413,243649,42236,4.5,False,1,608,,,0,1,0.0493114292621612,79,FW,Bournemouth,Southampton,3,1,26661,2024,678947,0.0530579537153244,0,1,0,0.0493114292621612,0.0493114292621612,0.0,26661,Southampton,Tyler Dibling,Tyler Dibling,1,3,6,4.2,MID,1,1.0,0.2,0.92,0.72,1.14,0.0,1.0,8.2,39.2,20.2,23.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,0.48,0.7,0.0,0.0,1.0,1.0,0.48,1.73,0.55,3.8,0.33,0.13,0.39,0.27,1.52,1.33,0.33,5.87,18.87,21.07,18.67,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.67,1.33,3.67,0.33,1.33,0.18,0.29,0.0,0.0,1.33,0.33,0.18,0.79,0.36,1.67,0.2,0.08,0.24,0.16,0.91,0.8,0.2,3.96,12.68,15.22,11.6,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,1.0,2.6,0.2,0.8,0.11,0.18,0.0,0.0,1.0,0.2,0.11,0.5,0.23,1.1
0,0,4,0,12.1,608,0.02,0.08,0.06,2.83,61,3,0,2.9,9.8,2024-10-05,90,0,0,0,0,0,0,0,False,1,0,0,0,0,7,0,315687,1,1,3,7.0,1,62024,91892,29868,4.6,False,1,608,,,0,2,0.0851083695888519,90,MR,Arsenal,Southampton,3,1,26666,2024,679536,0.0770623460412025,0,1,0,0.0851083695888519,0.1621707081794738,0.0,26666,Southampton,Tyler Dibling,Tyler Dibling,1,5,7,2.3,MID,1,0.0,0.16,0.18,0.02,1.29,3.0,0.0,2.7,2.0,20.2,5.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.05,0.05,0.0,0.0,1.0,0.0,0.05,0.05,0.0,4.2,0.33,0.12,0.38,0.26,1.43,1.67,0.33,4.87,14.8,18.23,15.67,72.67,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.67,1.33,3.67,0.33,1.0,0.19,0.26,0.0,0.0,1.0,0.33,0.19,0.62,0.18,2.9,0.2,0.11,0.27,0.16,1.17,1.4,0.2,4.2,12.52,16.8,12.6,51.6,0.0,0.0,0.0,0.0,0.2,0.0,0.6,1.4,1.4,2.6,0.2,1.0,0.12,0.18,0.0,0.0,1.0,0.2,0.12,0.48,0.21,1.94
0,0,2,0,3.6,608,0.01,0.05,0.04,2.93,78,2,0,3.3,8.0,2024-10-19,77,0,0,0,0,0,0,0,False,11,0,0,0,0,8,0,351836,1,3,2,21.0,1,34646,62307,27661,4.6,True,1,608,,,0,1,0.068446584045887,80,MR,Southampton,Leicester,2,3,26678,2024,681386,0.0,0,0,0,0.068446584045887,0.068446584045887,0.0,26678,Southampton,Tyler Dibling,Tyler Dibling,1,1,8,0.5,MID,1,0.0,0.02,0.08,0.06,2.83,3.0,0.0,2.9,9.8,12.1,7.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.09,0.08,0.0,0.0,1.0,0.0,0.09,0.16,0.0,2.3,0.33,0.13,0.39,0.27,1.75,2.0,0.33,4.6,17.0,17.5,11.67,82.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,1.0,2.33,3.33,0.33,1.33,0.2,0.28,0.0,0.0,1.0,0.33,0.2,0.65,0.18,3.43,0.2,0.11,0.29,0.18,1.74,2.0,0.2,4.64,13.68,19.1,13.6,68.4,0.0,0.0,0.0,0.0,0.4,0.0,0.8,1.4,2.0,2.6,0.2,1.4,0.14,0.2,0.0,0.0,1.2,0.2,0.14,0.51,0.21,2.3
0,0,6,0,0.8,608,0.0,0.0,0.0,0.86,89,1,0,0.5,2.2,2024-10-26,45,0,0,0,0,0,0,0,False,13,0,0,0,0,9,0,346037,1,0,1,2.0,1,-4722,21807,26529,4.6,False,0,608,,,0,0,0.0,47,MR,Manchester City,Southampton,1,0,26683,2024,682949,0.0,0,0,0,0.0,0.0,0.0,26683,Southampton,Tyler Dibling,Tyler Dibling,1,4,9,-0.5,MID,1,0.0,0.01,0.05,0.04,2.93,2.0,0.0,3.3,8.0,3.6,21.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.5,0.0,0.06,0.1,0.04,2.35,2.67,0.0,2.97,6.6,11.97,11.0,80.67,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.67,2.67,1.0,0.0,1.33,0.07,0.04,0.0,0.0,0.67,0.0,0.07,0.09,0.0,2.33,0.2,0.08,0.25,0.17,2.01,2.0,0.2,4.16,12.44,14.08,15.0,77.0,0.0,0.0,0.0,0.0,0.6,0.0,1.0,1.8,1.8,2.6,0.2,1.2,0.14,0.17,0.0,0.0,0.8,0.2,0.14,0.42,0.11,2.3
0,0,0,0,12.4,608,0.02,0.02,0.0,1.23,98,0,0,1.6,4.0,2024-11-02,31,0,0,0,0,0,0,0,False,8,0,0,0,0,10,0,343717,0,0,1,0.0,0,-3947,24698,28645,4.6,True,1,608,,,0,0,0.0,28,Sub,Southampton,Everton,1,0,26699,2024,685127,0.0457256250083446,0,1,0,0.0,0.0887085571885109,0.0887085571885109,26699,Southampton,Tyler Dibling,Tyler Dibling,3,1,10,0.2,MID,0,0.0,0.0,0.0,0.0,0.86,1.0,0.0,0.5,2.2,0.8,2.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.01,0.04,0.03,2.21,2.0,0.0,2.23,6.67,5.5,10.0,70.67,0.0,0.0,0.0,0.0,0.67,0.0,1.0,1.33,2.0,1.0,0.0,1.0,0.05,0.03,0.0,0.0,0.33,0.0,0.05,0.08,0.0,0.77,0.2,0.08,0.25,0.17,1.81,1.8,0.2,3.52,12.24,11.38,11.6,73.6,0.0,0.0,0.0,0.0,0.6,0.0,1.0,1.2,2.0,2.4,0.2,1.0,0.14,0.17,0.0,0.0,0.6,0.2,0.14,0.4,0.11,2.06
