assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0,0,8,0,15.3,62,0.26,0.26,0.0,0.03,68,0,0,2.0,4.6,2024-10-05,9,0,0,0,0,0,0,0,False,11,0,0,0,0,7,0,1324,0,0,1,0.0,1,93,249,156,4.9,False,0,0,0,0.0,6,Leicester,Bournemouth,1,0,26663,2024,679450,0.1351032853126526,0,1,0,0.0,0.0195541437715291,0.0195541437715291,Bournemouth,3,1,7,0.7,MID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,5,0,0.3,62,0.0,0.0,0.0,0.0,82,0,0,0.2,2.0,2024-10-26,9,0,0,0,0,0,0,0,False,2,0,0,0,0,9,0,1408,0,1,1,0.0,1,-13,64,77,4.9,False,0,0,0,0.0,5,Aston Villa,Bournemouth,1,1,26684,2024,682990,0.0,0,0,0,0.0,0.0,0.0,Bournemouth,3,4,9,0.5,MID,0.0,0.26,0.26,0.0,0.03,0.0,0.0,2.0,4.6,15.3,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.14,0.0,0.0,1.0,0.0,0.0,0.02,0.02,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,4,0,0.0,62,0.0,0.1,0.1,0.91,91,1,0,0.8,4.0,2024-11-02,12,0,0,0,0,0,0,0,False,13,0,0,0,0,10,0,1428,0,1,2,4.0,1,-20,99,119,4.9,True,0,0,1,0.0747580528259277,12,Bournemouth,Manchester City,2,1,26692,2024,684977,0.0,0,0,0,0.0747580528259277,0.0747580528259277,0.0,Bournemouth,4,3,10,-0.3,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.3,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,2,0,0.5,62,0.01,0.01,0.0,0.45,101,0,0,0.2,0.0,2024-11-09,14,0,0,0,0,0,0,0,False,4,0,0,0,0,11,0,1484,0,2,3,2.0,1,1,114,113,4.9,False,0,0,0,0.0,12,Brentford,Bournemouth,3,2,26702,2024,686601,0.0,0,0,0,0.0,0.0,0.0,Bournemouth,3,3,11,1.0,MID,0.0,0.0,0.1,0.1,0.91,1.0,0.0,0.8,4.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,-0.3,0.0,0.09,0.12,0.03,0.31,0.33,0.0,1.0,3.53,5.2,1.33,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,1.0,0.0,0.33,0.02,0.05,0.0,0.0,0.33,0.0,0.02,0.03,0.01,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,25,0,31.8,62,0.38,0.48,0.1,0.03,113,0,1,9.3,40.8,2024-11-23,15,0,0,0,0,0,0,0,False,5,0,0,0,0,12,0,1539,0,2,1,20.0,7,15,119,104,4.9,True,0,1,2,0.2738373279571533,10,Bournemouth,Brighton,1,2,26712,2024,688374,0.0611327961087226,0,1,1,0.2738373279571533,0.963919162750244,0.6289490461349487,Bournemouth,3,3,12,3.0,MID,0.0,0.01,0.01,0.0,0.45,0.0,0.0,0.2,0.0,0.5,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04,0.03,0.45,0.33,0.0,0.4,2.0,0.27,2.0,11.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.0,1.0,0.0,0.33,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,5,0,12.4,62,0.02,0.02,0.0,0.35,130,1,0,1.9,6.4,2024-11-30,63,0,0,0,0,0,0,0,False,20,0,0,0,0,13,0,1966,1,4,2,0.0,2,334,448,114,4.9,False,0,0,0,0.0,72,Wolverhampton Wanderers,Bournemouth,2,4,26731,2024,689981,0.0384250171482563,0,1,0,0.0,0.2447880655527115,0.2063630521297454,Bournemouth,3,3,13,2.8,MID,0.0,0.38,0.48,0.1,0.03,0.0,1.0,9.3,40.8,31.8,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,1.0,2.0,0.27,0.06,0.0,0.0,1.0,1.0,0.27,0.96,0.63,3.0,0.0,0.13,0.2,0.07,0.46,0.33,0.33,3.43,14.93,10.77,8.67,13.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,2.0,3.0,0.33,1.0,0.12,0.02,0.0,0.0,0.33,0.33,0.12,0.35,0.21,1.23,0.0,0.13,0.17,0.04,0.28,0.2,0.2,2.5,10.28,9.58,5.2,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.6,2.2,0.2,0.6,0.07,0.04,0.0,0.0,0.4,0.2,0.07,0.21,0.13,0.98
0,0,3,0,0.1,62,0.0,0.0,0.0,0.04,133,0,0,0.3,0.4,2024-12-05,5,0,0,0,0,0,0,0,False,18,0,0,0,0,14,0,2031,0,0,1,2.0,1,39,257,218,4.9,True,0,0,0,0.0,4,Bournemouth,Tottenham,1,0,26732,2024,691646,0.0,0,0,0,0.0,0.1108784154057502,0.1108784154057502,Bournemouth,2,3,14,2.3,MID,0.0,0.02,0.02,0.0,0.35,1.0,0.0,1.9,6.4,12.4,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.24,0.21,2.8,0.0,0.14,0.17,0.03,0.28,0.33,0.33,3.8,15.73,14.9,7.33,30.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.67,2.0,3.33,0.33,0.67,0.09,0.03,0.0,0.0,0.67,0.33,0.09,0.4,0.28,2.27,0.0,0.08,0.12,0.04,0.35,0.4,0.2,2.48,10.64,9.0,5.2,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,1.8,2.4,0.2,0.6,0.07,0.02,0.0,0.0,0.4,0.2,0.07,0.26,0.17,1.4
1,0,7,0,0.8,62,0.0,0.27,0.27,0.19,146,0,0,2.2,2.2,2024-12-08,16,0,0,0,0,0,0,0,False,10,0,0,0,0,15,0,2246,0,2,1,19.0,3,166,325,159,4.9,False,1,0,2,0.6129328012466431,13,Ipswich,Bournemouth,1,2,26750,2024,692771,0.0,0,0,0,0.6129328012466431,0.8005864024162292,0.187653586268425,Bournemouth,3,2,15,3.2,MID,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.3,0.4,0.1,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,2.3,0.0,0.13,0.17,0.03,0.14,0.33,0.33,3.83,15.87,14.77,7.33,27.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.0,1.33,3.33,0.33,0.67,0.09,0.03,0.0,0.0,0.67,0.33,0.09,0.44,0.32,2.7,0.0,0.08,0.12,0.04,0.36,0.4,0.2,2.5,10.32,8.96,5.6,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,1.8,2.4,0.2,0.6,0.07,0.02,0.0,0.0,0.4,0.2,0.07,0.28,0.19,1.76
0,0,0,0,1.3,62,0.01,0.08,0.07,1.15,152,1,0,0.3,0.0,2024-12-16,22,0,0,0,0,0,0,0,False,19,0,0,0,0,16,0,2745,0,1,1,8.0,1,424,621,197,4.9,True,0,0,2,0.053035233169794,20,Bournemouth,West Ham,1,1,26754,2024,694813,0.0,0,0,0,0.053035233169794,0.1250360310077667,0.1250360310077667,Bournemouth,2,3,16,2.8,MID,0.0,0.0,0.27,0.27,0.19,0.0,0.0,2.2,2.2,0.8,19.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,0.61,0.0,1.0,0.0,0.0,0.0,0.61,0.8,0.19,3.2,0.0,0.01,0.1,0.09,0.19,0.33,0.0,1.47,3.0,4.43,7.0,28.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,2.0,1.33,2.0,0.0,0.67,0.2,0.01,0.33,0.0,0.33,0.0,0.2,0.39,0.17,2.77,0.0,0.08,0.16,0.07,0.21,0.2,0.2,2.78,9.96,9.12,8.6,22.6,0.0,0.0,0.0,0.0,0.2,0.0,0.2,2.0,1.6,2.8,0.2,0.8,0.18,0.02,0.2,0.0,0.4,0.2,0.18,0.42,0.23,2.46
0,0,3,0,0.5,62,0.01,0.01,0.0,0.43,168,0,0,0.1,0.0,2024-12-22,1,0,0,0,0,0,0,0,False,14,0,0,0,0,17,0,2609,0,3,0,0.0,1,-131,156,287,4.9,False,0,0,0,0.0,1,Manchester United,Bournemouth,0,3,26769,2024,695753,0.0,0,0,0,0.0,0.0,0.0,Bournemouth,3,3,17,2.5,MID,0.0,0.01,0.08,0.07,1.15,1.0,0.0,0.3,0.0,1.3,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.13,0.13,2.8,0.0,0.0,0.12,0.11,0.46,0.33,0.0,0.93,0.87,0.73,9.67,14.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,1.0,1.0,1.67,0.0,1.33,0.22,0.0,0.33,0.0,0.0,0.0,0.22,0.35,0.14,2.77,0.0,0.08,0.17,0.09,0.35,0.4,0.2,2.8,9.96,9.28,9.8,24.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.8,1.2,2.8,0.2,1.2,0.19,0.02,0.2,0.0,0.4,0.2,0.19,0.45,0.25,2.82
