assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,total_points_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0,0,6,0,0.3,307,0.0,0.0,0.0,1.23,10,1,0,1.6,15.8,2024-08-19,90,0,0,0,0,0,0,0,False,18,0,0,0,0,1,0,145212,1,1,1,0.0,2,0,0,0,4.0,True,0,307,,,0,0,0.0,90,DC,Leicester,Tottenham,1,1,26611,2024,667444,0.0,0,0,0,0.0,0.0739603042602539,0.0739603042602539,111,Leicester,Jannik Vestergaard,Jannik Vestergaard,2,1,1,0.5,DEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,1,0,0.3,307,0.0,0.01,0.01,1.78,15,2,0,2.9,22.0,2024-08-24,90,0,0,0,0,0,0,0,False,9,0,0,0,0,2,0,267915,1,1,2,7.0,0,74537,88272,13735,4.0,False,1,307,,,0,1,0.0112053835764527,90,DC,Fulham,Leicester,2,1,26614,2024,667962,0.0,0,0,0,0.0112053835764527,0.0,0.0,111,Leicester,Jannik Vestergaard,Jannik Vestergaard,1,3,2,0.5,DEF,0.0,0.0,0.0,0.0,1.23,1.0,0.0,1.6,15.8,0.3,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.5,0.0,0.0,0.0,0.0,0.41,0.33,0.0,0.53,5.27,0.1,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.17,0.0,0.0,0.0,0.0,0.25,0.2,0.0,0.32,3.16,0.06,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.1
0,0,14,0,11.8,307,0.02,0.02,0.0,1.0,93,1,0,4.1,29.2,2024-11-02,90,0,0,0,0,0,0,0,False,10,0,0,0,0,10,0,208822,1,1,1,0.0,2,-14357,1433,15790,4.0,False,0,307,,,0,0,0.0,90,DC,Ipswich,Leicester,1,1,26695,2024,685009,0.0206855908036232,0,1,0,0.0,0.1872241646051406,0.1872241646051406,111,Leicester,Jannik Vestergaard,Jannik Vestergaard,1,2,10,0.7,DEF,0.0,0.0,0.01,0.01,1.78,2.0,0.0,2.9,22.0,0.3,7.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.5,12.6,0.2,2.33,60.0,0.0,0.0,0.0,0.0,0.33,0.0,0.67,0.67,1.0,0.67,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.33,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.9,7.56,0.12,1.4,36.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.4,0.6,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.2
0,0,1,0,1.5,307,0.0,0.0,0.0,0.7,106,3,0,1.3,11.2,2024-11-10,90,0,0,0,0,0,0,0,False,14,0,0,0,0,11,0,205496,1,0,3,0.0,1,-3967,2198,6165,4.0,False,0,307,,,0,0,0.0,90,DC,Manchester United,Leicester,3,0,26708,2024,687358,0.0,0,0,0,0.0,0.2786405980587005,0.2786405980587005,111,Leicester,Jannik Vestergaard,Jannik Vestergaard,1,3,11,1.0,DEF,0.0,0.02,0.02,0.0,1.0,1.0,0.0,4.1,29.2,11.8,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.19,0.19,0.7,0.0,0.01,0.01,0.0,1.34,1.33,0.0,2.87,22.33,4.13,2.33,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,1.33,1.33,0.0,0.33,0.0,0.01,0.0,0.0,0.33,0.0,0.0,0.09,0.09,0.57,0.0,0.0,0.01,0.0,0.8,0.8,0.0,1.72,13.4,2.48,1.4,54.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.6,0.8,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.05,0.34
0,0,1,0,0.9,307,0.01,0.01,0.0,1.17,121,2,0,1.5,13.8,2024-11-30,55,0,0,0,0,0,0,0,False,4,0,0,0,0,13,0,199491,0,1,4,0.0,0,-4002,1364,5366,4.0,False,0,307,,,0,0,0.0,56,Sub,Brentford,Leicester,4,1,26722,2024,690077,0.0,0,0,0,0.0,0.0,0.0,111,Leicester,Jannik Vestergaard,Jannik Vestergaard,1,3,13,0.8,DEF,0.0,0.0,0.0,0.0,0.7,3.0,0.0,1.3,11.2,1.5,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,1.0,0.0,0.01,0.01,0.0,1.16,2.0,0.0,2.77,20.8,4.53,2.33,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.67,2.0,1.0,0.0,0.33,0.0,0.01,0.0,0.0,0.33,0.0,0.0,0.16,0.16,0.73,0.0,0.0,0.01,0.0,0.94,1.4,0.0,1.98,15.64,2.78,1.4,72.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.6,1.4,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.11,0.11,0.54
0,0,16,0,0.3,307,0.0,0.0,0.0,1.81,137,0,0,1.7,14.6,2024-12-03,59,0,0,0,0,0,0,0,False,19,0,0,0,0,14,0,195981,1,1,3,2.0,1,-3938,1665,5603,4.0,True,0,307,,,0,0,0.0,64,DC,Leicester,West Ham,3,1,26738,2024,691355,0.0,0,0,0,0.0,0.8556433916091919,0.8556433916091919,111,Leicester,Jannik Vestergaard,Jannik Vestergaard,2,1,14,0.5,DEF,0.0,0.01,0.01,0.0,1.17,2.0,0.0,1.5,13.8,0.9,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.01,0.01,0.0,0.96,2.0,0.0,2.3,18.07,4.73,0.0,78.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,2.67,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.33,0.0,0.0,0.16,0.16,0.83,0.0,0.01,0.01,0.0,1.18,1.8,0.0,2.28,18.4,2.96,1.4,83.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.8,2.2,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.11,0.11,0.7
0,0,10,0,2.4,307,0.01,0.01,0.0,1.23,147,2,0,2.2,19.4,2024-12-08,80,0,0,0,0,0,0,0,False,5,0,0,0,0,15,0,194841,1,2,2,0.0,1,-1508,3065,4573,4.0,True,0,307,,,0,0,0.0,83,DC,Leicester,Brighton,2,2,26751,2024,692774,0.0,0,0,0,0.0,0.1061358824372291,0.1061358824372291,111,Leicester,Jannik Vestergaard,Jannik Vestergaard,3,1,15,0.5,DEF,0.0,0.0,0.0,0.0,1.81,0.0,0.0,1.7,14.6,0.3,2.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.86,0.5,0.0,0.0,0.0,0.0,1.23,1.67,0.0,1.5,13.2,0.9,0.67,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,3.33,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.77,0.0,0.01,0.01,0.0,1.29,1.6,0.0,2.3,18.16,2.96,1.8,76.8,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.8,2.6,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.26,0.26,0.7
0,0,-1,0,2.6,307,0.01,0.01,0.0,3.79,157,4,0,3.5,30.6,2024-12-14,90,0,0,0,0,0,0,0,False,15,0,0,0,0,16,0,194486,1,0,4,2.0,-1,-808,4052,4860,4.0,False,1,307,,,0,0,0.0,90,DC,Newcastle United,Leicester,4,0,26760,2024,693647,0.0,0,0,0,0.0,0.1137773841619491,0.1137773841619491,111,Leicester,Jannik Vestergaard,Jannik Vestergaard,1,4,16,0.2,DEF,0.0,0.01,0.01,0.0,1.23,2.0,0.0,2.2,19.4,2.4,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.5,0.0,0.01,0.01,0.0,1.4,1.33,0.0,1.8,15.93,1.2,0.67,64.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,3.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.6,0.0,0.01,0.01,0.0,1.18,1.6,0.0,2.16,17.64,3.38,0.4,74.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,2.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.29,0.29,0.7
0,0,-5,0,0.5,307,0.0,0.0,0.0,0.41,167,3,0,1.1,8.0,2024-12-22,45,0,0,0,0,0,0,0,False,20,0,0,0,0,17,0,191085,1,3,0,2.0,-1,-3520,2104,5624,4.0,True,1,307,,,0,0,0.0,49,DC,Leicester,Wolverhampton Wanderers,0,3,26770,2024,695662,0.0,0,0,0,0.0,0.0,0.0,111,Leicester,Jannik Vestergaard,Jannik Vestergaard,3,1,17,0.0,DEF,0.0,0.01,0.01,0.0,3.79,4.0,0.0,3.5,30.6,2.6,2.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.2,0.0,0.01,0.01,0.0,2.28,2.0,0.0,2.47,21.53,1.77,1.33,76.33,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.0,3.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.4,0.0,0.01,0.01,0.0,1.74,2.2,0.0,2.04,17.92,1.54,0.8,74.8,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.8,3.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.6
0,0,3,0,0.3,307,0.01,0.01,0.0,1.91,175,3,0,2.1,20.2,2024-12-26,90,0,0,0,0,0,0,0,False,12,0,0,0,0,18,0,182876,1,1,3,0.0,0,-8033,937,8970,4.0,False,1,307,,,0,0,0.0,90,DC,Liverpool,Leicester,3,1,26776,2024,696353,0.0,0,0,0,0.0,0.1225046887993812,0.1225046887993812,111,Leicester,Jannik Vestergaard,Jannik Vestergaard,1,5,18,-1.0,DEF,0.0,0.0,0.0,0.0,0.41,3.0,0.0,1.1,8.0,0.5,2.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,1.81,3.0,0.0,2.27,19.33,1.83,1.33,71.67,0.0,0.0,0.0,0.0,0.67,0.0,1.0,1.67,2.0,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.23,0.0,0.01,0.01,0.0,1.68,2.2,0.0,2.0,17.28,1.34,1.2,65.8,0.0,0.0,0.0,0.0,0.4,0.0,0.8,1.4,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.4
