assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0,0,2,0,2.8,290,0.01,0.07,0.06,1.04,10,1,0,1.1,4.4,2024-08-19,85,0,0,0,0,0,0,0,False,18,0,0,0,0,1,0,13854,1,1,1,4.0,2,0,0,0,5.5,True,0,290,,,Bobby De Cordova-Reid,0,1,0.0081447819247841,87,AML,Leicester,Tottenham,1,1,26611,2024,667450,0.0,0,0,0,0.0081447819247841,0.4249038696289062,0.4167591035366058,26611,Leicester,Bobby De Cordova-Reid,Bobby Reid,2,1,1,1.5,MID,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,8,0,0.7,290,0.03,0.05,0.02,1.56,15,1,0,1.2,4.2,2024-08-24,62,0,0,0,0,0,0,0,False,9,0,0,0,0,2,0,14702,1,1,2,7.0,2,-734,1108,1842,5.5,False,0,290,,,Bobby De Cordova-Reid,0,1,0.0194686166942119,67,FWL,Fulham,Leicester,2,1,26614,2024,667970,0.0,0,0,0,0.0194686166942119,0.0194686166942119,0.0,26614,Leicester,Bobby De Cordova-Reid,Bobby Reid,1,3,2,1.5,MID,2,0.0,0.01,0.07,0.06,1.04,1.0,0.0,1.1,4.4,2.8,4.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.42,0.42,1.5,0.0,0.0,0.02,0.02,0.35,0.33,0.0,0.37,1.47,0.93,1.33,28.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.67,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.5,0.0,0.0,0.01,0.01,0.21,0.2,0.0,0.22,0.88,0.56,0.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.3
0,0,3,0,0.1,290,0.0,0.0,0.0,0.01,26,0,0,0.0,0.0,2024-08-31,1,0,0,0,0,0,0,0,False,2,0,0,0,0,3,0,12877,0,2,1,0.0,1,-2436,496,2932,5.5,True,0,290,,,Bobby De Cordova-Reid,0,0,0.0,1,Sub,Leicester,Aston Villa,1,2,26626,2024,671824,0.0,0,0,0,0.0,0.0,0.0,26626,Leicester,Bobby De Cordova-Reid,Bobby Reid,3,1,3,1.2,MID,1,0.0,0.03,0.05,0.02,1.56,1.0,0.0,1.2,4.2,0.7,7.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,1.5,0.0,0.01,0.04,0.03,0.87,0.67,0.0,0.77,2.87,1.17,3.67,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,1.0,1.33,0.0,0.67,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.15,0.14,1.0,0.0,0.01,0.02,0.02,0.52,0.4,0.0,0.46,1.72,0.7,2.2,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.8,0.0,0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.08,0.6
0,0,3,0,0.0,290,0.0,0.0,0.0,0.92,51,2,0,0.0,0.0,2024-09-28,1,0,0,0,0,0,0,0,False,1,0,0,0,0,6,0,8868,0,2,4,0.0,1,-1286,70,1356,5.3,False,0,290,,,Bobby De Cordova-Reid,0,0,0.0,1,Sub,Arsenal,Leicester,4,2,26655,2024,677862,0.0,0,0,0,0.0,0.0,0.0,26655,Leicester,Bobby De Cordova-Reid,Bobby Reid,1,5,6,-1.2,MID,1,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.01,0.04,0.03,0.87,0.67,0.0,0.77,2.87,1.2,3.67,49.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,1.33,1.67,0.0,0.67,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.15,0.14,1.4,0.0,0.01,0.02,0.02,0.52,0.4,0.0,0.46,1.72,0.72,2.2,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8,1.0,0.0,0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.08,0.84
0,0,2,0,0.0,290,0.0,0.0,0.0,0.5,68,0,0,0.0,0.4,2024-10-05,8,0,0,0,0,0,0,0,False,3,0,0,0,0,7,0,8274,0,0,1,0.0,1,-691,165,856,5.3,True,0,290,,,Bobby De Cordova-Reid,0,0,0.0,5,Sub,Leicester,Bournemouth,1,0,26663,2024,679434,0.0,0,0,0,0.0,0.0,0.0,26663,Leicester,Bobby De Cordova-Reid,Bobby Reid,3,1,7,0.0,MID,1,0.0,0.0,0.0,0.0,0.92,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,0.0,0.01,0.02,0.01,0.83,1.0,0.0,0.4,1.4,0.27,2.33,21.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.67,2.33,1.33,0.0,0.33,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.5,0.0,0.01,0.02,0.02,0.71,0.8,0.0,0.46,1.72,0.72,2.2,29.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,1.6,1.2,0.0,0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.08,0.6
0,0,3,0,11.3,290,0.02,0.04,0.02,0.02,78,0,0,2.0,0.4,2024-10-19,2,0,0,0,0,0,0,0,False,17,0,0,0,0,8,0,7894,0,3,2,8.0,1,-465,127,592,5.2,False,0,290,,,Bobby De Cordova-Reid,0,1,0.0414192713797092,1,Sub,Southampton,Leicester,2,3,26678,2024,681410,0.091330736875534,0,1,0,0.0414192713797092,0.132750004529953,0.091330736875534,26678,Leicester,Bobby De Cordova-Reid,Bobby Reid,1,1,8,1.5,MID,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.67,0.0,0.0,0.13,0.03,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.81,0.8,0.0,0.46,1.8,0.72,2.2,31.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,1.8,1.4,0.0,0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.08,0.6
1,0,15,0,1.5,290,0.0,0.0,0.0,0.11,117,0,0,0.5,1.0,2024-11-23,11,0,0,0,0,0,0,0,False,6,0,0,0,0,12,0,6461,0,2,1,2.0,4,-512,25,537,5.2,True,0,290,,,Bobby De Cordova-Reid,0,0,0.0,7,Sub,Leicester,Chelsea,1,2,26719,2024,688086,0.0,0,0,0,0.0,0.0670611634850502,0.0670611634850502,26719,Leicester,Bobby De Cordova-Reid,Bobby Reid,3,1,12,0.6,MID,4,0.0,0.02,0.04,0.02,0.02,0.0,0.0,2.0,0.4,11.3,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.04,0.09,0.0,0.0,1.0,0.0,0.04,0.13,0.09,1.5,0.0,0.01,0.01,0.01,0.48,0.67,0.0,0.67,0.27,3.77,2.67,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,2.33,1.0,0.0,0.33,0.01,0.03,0.0,0.0,0.33,0.0,0.01,0.04,0.03,0.1,0.0,0.01,0.02,0.01,0.6,0.6,0.0,0.64,1.0,2.42,3.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.6,2.0,1.2,0.0,0.4,0.01,0.02,0.0,0.0,0.2,0.0,0.01,0.03,0.02,0.6
0,0,3,0,1.6,290,0.0,0.0,0.0,0.06,121,0,0,0.4,2.4,2024-11-30,10,0,0,0,0,0,0,0,False,4,0,0,0,0,13,0,6513,0,1,4,0.0,1,2,121,119,5.2,False,0,290,,,Bobby De Cordova-Reid,0,0,0.0,2,Sub,Brentford,Leicester,4,1,26722,2024,690078,0.0,0,0,0,0.0,0.0,0.0,26722,Leicester,Bobby De Cordova-Reid,Bobby Reid,1,3,13,1.2,MID,1,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.5,1.0,1.5,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07,0.07,0.6,0.0,0.01,0.01,0.01,0.21,0.0,0.0,0.83,0.6,4.27,3.33,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.33,2.0,0.0,0.33,0.01,0.03,0.33,0.0,0.33,0.0,0.01,0.07,0.05,0.7,0.0,0.0,0.01,0.0,0.31,0.4,0.0,0.5,0.36,2.58,2.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,1.6,0.0,0.2,0.01,0.02,0.2,0.0,0.2,0.0,0.01,0.04,0.03,0.42
0,0,4,0,0.2,290,0.01,0.01,0.0,0.61,137,1,0,0.1,1.2,2024-12-03,16,0,0,0,0,0,0,0,False,19,0,0,0,0,14,0,6409,0,1,3,0.0,1,-131,70,201,5.2,True,0,290,,,Bobby De Cordova-Reid,0,0,0.0,12,Sub,Leicester,West Ham,3,1,26738,2024,691366,0.0,0,0,0,0.0,0.0,0.0,26738,Leicester,Bobby De Cordova-Reid,Bobby Reid,2,1,14,1.5,MID,1,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.4,2.4,1.6,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.01,0.01,0.01,0.06,0.0,0.0,0.97,1.27,4.8,3.33,7.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.33,2.0,0.0,0.33,0.01,0.03,0.33,0.0,0.33,0.0,0.01,0.07,0.05,1.1,0.0,0.0,0.01,0.0,0.32,0.4,0.0,0.58,0.84,2.88,2.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.4,1.6,0.0,0.2,0.01,0.02,0.2,0.0,0.2,0.0,0.01,0.04,0.03,0.42
1,2,33,0,0.3,290,0.0,0.62,0.62,0.76,147,1,1,5.2,32.2,2024-12-08,28,0,0,0,0,0,0,0,False,5,0,0,0,0,15,0,6366,0,2,2,19.0,11,-71,107,178,5.2,True,0,290,,,Bobby De Cordova-Reid,1,2,0.5530679225921631,26,Sub,Leicester,Brighton,2,2,26751,2024,692784,0.0,0,0,1,0.5530679225921631,0.5530679225921631,0.0,26751,Leicester,Bobby De Cordova-Reid,Bobby Reid,3,1,15,4.2,MID,9,0.0,0.01,0.01,0.0,0.61,1.0,0.0,0.1,1.2,0.2,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.26,0.33,0.0,0.33,1.53,1.1,0.67,12.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,2.67,2.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.02,0.02,1.1,0.0,0.01,0.01,0.0,0.26,0.2,0.0,0.6,1.08,2.92,2.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.2,1.6,0.0,0.2,0.01,0.02,0.2,0.0,0.2,0.0,0.01,0.04,0.03,0.96
