assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps,clean_sheets_1,expected_assists_1,expected_goal_involvements_1,expected_goals_1,expected_goals_conceded_1,goals_conceded_1,goals_scored_1,ict_index_1,influence_1,creativity_1,threat_1,minutes_1,own_goals_1,penalties_missed_1,penalties_saved_1,red_cards_1,yellow_cards_1,saves_1,starts_1,team_a_score_1,team_h_score_1,pts_bps_1,goals_1,shots_1,xG_1,xA_1,assists_x_1,assists_y_1,key_passes_1,npg_1,npxG_1,xGChain_1,xGBuildup_1,xP_1,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,pts_bps_3,goals_3,shots_3,xG_3,xA_3,assists_x_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,pts_bps_5,goals_5,shots_5,xG_5,xA_5,assists_x_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5
0,0,2,0,3.2,217,0.01,0.15,0.14,1.13,3,2,0,1.1,2.4,2024-08-17,62,0,0,0,0,0,0,0,False,5,0,0,0,0,1,0,46194,1,3,0,5.0,2,0,0,0,5.5,True,0,217,,,Abdoulaye Doucouré,0,1,0.1128760799765586,67,AMC,Everton,Brighton,0,3,26605,2024,666333,0.0,0,0,0,0.1128760799765586,0.1128760799765586,0.0,26605,Everton,Abdoulaye Doucouré,Abdoulaye Doucouré,3,3,1,2.0,MID,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,3,0,1.4,217,0.0,0.07,0.07,1.66,19,2,0,1.0,1.6,2024-08-24,56,0,0,0,0,0,0,0,False,18,0,0,0,0,2,0,43259,1,0,4,7.0,1,-6563,1812,8375,5.5,False,0,217,,,Abdoulaye Doucouré,0,1,0.1236345618963241,60,AMC,Tottenham,Everton,4,0,26617,2024,667999,0.0,0,0,0,0.1236345618963241,0.0,0.0,26617,Everton,Abdoulaye Doucouré,Abdoulaye Doucouré,3,3,2,1.5,MID,1,0.0,0.01,0.15,0.14,1.13,2.0,0.0,1.1,2.4,3.2,5.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,2.0,0.0,0.0,0.05,0.05,0.38,0.67,0.0,0.37,0.8,1.07,1.67,20.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.0,0.67,0.0,0.33,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.67,0.0,0.0,0.03,0.03,0.23,0.4,0.0,0.22,0.48,0.64,1.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.4,0.0,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.4
0,0,4,0,1.9,217,0.01,0.01,0.0,1.54,24,3,0,0.5,1.2,2024-08-31,7,0,0,0,0,0,0,0,False,3,0,0,0,0,3,0,37931,0,3,2,2.0,1,-6423,2669,9092,5.4,True,0,217,,,Abdoulaye Doucouré,0,0,0.0,6,Sub,Everton,Bournemouth,2,3,26624,2024,671762,0.0,0,0,0,0.0,0.0,0.0,26624,Everton,Abdoulaye Doucouré,Abdoulaye Doucouré,3,3,3,1.3,MID,1,0.0,0.0,0.07,0.07,1.66,2.0,0.0,1.0,1.6,1.4,7.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.12,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,1.5,0.0,0.0,0.07,0.07,0.93,1.33,0.0,0.7,1.33,1.53,4.0,39.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,1.33,1.0,0.0,0.67,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.0,1.17,0.0,0.0,0.04,0.04,0.56,0.8,0.0,0.42,0.8,0.92,2.4,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.8,0.6,0.0,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.7
0,0,14,0,2.8,217,0.01,0.03,0.02,0.66,45,1,0,1.8,12.6,2024-09-21,90,0,0,0,0,0,0,0,False,11,0,0,0,0,5,0,27682,1,1,1,3.0,2,-3364,677,4041,5.3,False,0,217,,,Abdoulaye Doucouré,0,1,0.0166818387806415,90,DMC,Leicester,Everton,1,1,26644,2024,675676,0.0,0,0,0,0.0166818387806415,0.3757322430610657,0.3590503931045532,26644,Everton,Abdoulaye Doucouré,Abdoulaye Doucouré,3,1,5,1.5,MID,2,0.0,0.01,0.01,0.0,1.54,3.0,0.0,0.5,1.2,1.9,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.01,0.08,0.07,1.44,2.33,0.0,0.87,1.73,2.17,4.67,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.0,2.0,1.33,0.0,0.67,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.0,1.6,0.0,0.0,0.05,0.04,0.87,1.4,0.0,0.52,1.04,1.3,2.8,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,1.2,0.8,0.0,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.96
0,0,7,0,13.0,217,0.02,0.02,0.0,0.95,55,1,0,2.3,10.4,2024-09-28,90,0,0,0,0,0,0,0,False,7,0,0,0,0,6,0,25555,1,1,2,0.0,2,-2326,806,3132,5.2,True,0,217,,,Abdoulaye Doucouré,0,0,0.0,90,DMC,Everton,Crystal Palace,2,1,26654,2024,677811,0.0069263824261724,0,1,0,0.0,0.3314339816570282,0.3245075941085815,26654,Everton,Abdoulaye Doucouré,Abdoulaye Doucouré,3,3,6,1.3,MID,2,0.0,0.01,0.03,0.02,0.66,1.0,0.0,1.8,12.6,2.8,3.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.38,0.36,1.5,0.0,0.01,0.04,0.03,1.29,2.0,0.0,1.1,5.13,2.03,4.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,2.33,1.33,0.0,0.67,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.13,0.12,1.43,0.0,0.01,0.05,0.05,1.0,1.6,0.0,0.88,3.56,1.86,3.4,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.4,1.4,1.2,0.0,0.6,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.07,1.26
0,0,11,1,32.2,217,0.02,0.02,0.0,2.05,67,0,0,4.4,11.6,2024-10-05,90,0,0,0,0,0,0,0,False,15,0,0,0,0,7,0,23863,1,0,0,0.0,3,-1820,729,2549,5.2,True,0,217,,,Abdoulaye Doucouré,0,0,0.0,90,DMC,Everton,Newcastle United,0,0,26669,2024,679734,0.0594127923250198,0,3,0,0.0,0.0594127923250198,0.0,26669,Everton,Abdoulaye Doucouré,Abdoulaye Doucouré,4,3,7,1.3,MID,3,0.0,0.02,0.02,0.0,0.95,1.0,0.0,2.3,10.4,13.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.33,0.32,1.3,0.0,0.01,0.02,0.01,1.05,1.67,0.0,1.53,8.07,5.9,1.67,62.33,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.67,1.67,1.67,0.0,0.33,0.01,0.0,0.0,0.0,0.33,0.0,0.01,0.24,0.23,1.37,0.0,0.01,0.06,0.05,1.19,1.8,0.0,1.34,5.64,4.46,3.4,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.6,1.8,1.6,0.0,0.6,0.05,0.0,0.0,0.0,0.2,0.0,0.05,0.16,0.14,1.52
0,0,11,1,23.5,217,0.07,0.07,0.0,1.25,73,0,0,3.9,13.8,2024-10-19,90,0,0,0,0,0,0,0,False,10,0,0,0,0,8,0,25536,1,2,0,2.0,3,1315,2939,1624,5.2,False,0,217,,,Abdoulaye Doucouré,0,0,0.0,90,DMC,Ipswich,Everton,0,2,26674,2024,681433,0.1327342391014099,0,2,0,0.0,0.1859391182661056,0.0532048679888248,26674,Everton,Abdoulaye Doucouré,Abdoulaye Doucouré,3,2,8,2.7,MID,3,1.0,0.02,0.02,0.0,2.05,0.0,0.0,4.4,11.6,32.2,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.06,0.0,0.0,3.0,0.0,0.0,0.06,0.0,1.3,0.33,0.02,0.02,0.01,1.22,0.67,0.0,2.83,11.53,16.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,1.0,2.33,0.0,0.33,0.01,0.02,0.0,0.0,1.33,0.0,0.01,0.26,0.23,1.37,0.2,0.01,0.03,0.02,1.37,1.4,0.0,2.0,7.48,10.26,2.4,66.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,1.8,1.8,0.0,0.4,0.03,0.01,0.0,0.0,0.8,0.0,0.03,0.15,0.14,1.38
0,0,13,0,13.6,217,0.02,0.08,0.06,1.24,87,1,0,4.5,12.8,2024-10-26,79,0,0,0,0,0,0,0,False,9,0,0,0,0,9,0,25309,1,1,1,19.0,2,-273,1379,1652,5.2,True,0,217,,,Abdoulaye Doucouré,0,1,0.0465826727449893,81,DMC,Everton,Fulham,1,1,26687,2024,683148,0.0231321956962347,0,1,0,0.0465826727449893,0.0735350400209426,0.0504028461873531,26687,Everton,Abdoulaye Doucouré,Abdoulaye Doucouré,3,3,9,2.7,MID,2,1.0,0.07,0.07,0.0,1.25,0.0,0.0,3.9,13.8,23.5,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.13,0.0,0.0,2.0,0.0,0.0,0.19,0.05,2.7,0.67,0.04,0.04,0.0,1.42,0.33,0.0,3.53,11.93,22.9,0.67,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.67,2.67,0.0,0.0,0.0,0.07,0.0,0.0,2.0,0.0,0.0,0.19,0.13,1.77,0.4,0.03,0.03,0.0,1.29,1.0,0.0,2.58,9.92,14.68,1.4,73.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.4,1.0,2.2,0.0,0.2,0.0,0.04,0.0,0.0,1.2,0.0,0.0,0.19,0.15,1.62
0,0,16,1,25.9,217,0.04,0.21,0.17,0.47,109,0,0,4.1,5.8,2024-11-09,85,0,0,0,0,0,0,0,False,19,0,0,0,0,11,0,21138,1,0,0,9.0,3,-3091,157,3248,5.2,False,0,217,,,Abdoulaye Doucouré,0,1,0.1270059794187545,87,AMC,West Ham,Everton,0,0,26710,2024,686656,0.0521467663347721,0,2,0,0.1270059794187545,0.3057154715061188,0.1265627294778823,26710,Everton,Abdoulaye Doucouré,Abdoulaye Doucouré,3,2,11,1.3,MID,3,0.0,0.02,0.08,0.06,1.24,1.0,0.0,4.5,12.8,13.6,19.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.05,0.02,0.0,0.0,1.0,0.0,0.05,0.07,0.05,2.7,0.67,0.04,0.06,0.02,1.51,0.33,0.0,4.27,12.73,23.1,7.0,86.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.33,2.67,0.0,0.33,0.02,0.07,0.0,0.0,2.0,0.0,0.02,0.11,0.03,2.23,0.4,0.03,0.04,0.02,1.23,0.6,0.0,3.38,12.24,17.02,4.8,87.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,2.4,0.0,0.4,0.01,0.04,0.0,0.0,1.4,0.0,0.01,0.21,0.16,1.9
0,0,7,1,2.8,217,0.03,0.03,0.0,1.1,114,0,0,0.9,4.0,2024-11-23,71,0,0,0,0,0,0,0,False,4,0,0,0,0,12,0,21177,1,0,0,2.0,3,-187,938,1125,5.1,True,0,217,,,Abdoulaye Doucouré,0,0,0.0,75,DMC,Everton,Brentford,0,0,26715,2024,688458,0.0,0,0,0,0.0,0.1537239402532577,0.1537239402532577,26715,Everton,Abdoulaye Doucouré,Abdoulaye Doucouré,3,3,12,2.0,MID,3,1.0,0.04,0.21,0.17,0.47,0.0,0.0,4.1,5.8,25.9,9.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.13,0.05,0.0,0.0,2.0,0.0,0.13,0.31,0.13,1.3,0.67,0.04,0.12,0.08,0.99,0.33,0.0,4.17,10.8,21.0,10.0,84.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.33,2.67,0.0,0.67,0.06,0.07,0.0,0.0,1.67,0.0,0.06,0.19,0.08,2.23,0.6,0.03,0.08,0.05,1.19,0.4,0.0,3.84,10.88,21.64,6.0,86.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.6,2.6,0.0,0.4,0.03,0.05,0.0,0.0,1.8,0.0,0.03,0.19,0.11,1.86
