assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position,team,fpl_name
0,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2024-08-17T14:00:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,1,0,5640,0,1,1,0.0,0,0,0,0,45,True,0,438,,,Omar Richards
1,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,18,0,0,0.0,0.0,2024-08-24T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,2,0,5238,0,1,0,0.0,0,-1408,33,1441,45,False,0,438,,,Omar Richards
2,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2024-08-31T14:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,3,0,3744,0,1,1,0.0,0,-1514,0,1514,45,True,0,438,,,Omar Richards
3,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,36,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,4,0,3060,0,1,0,0.0,0,-713,0,713,45,False,0,438,,,Omar Richards
4,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,42,0,0,0.0,0.0,2024-09-22T13:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,5,0,2793,0,2,2,0.0,0,-284,0,284,45,False,0,438,,,Omar Richards
5,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,59,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,6,0,2584,0,1,0,0.0,0,-213,0,213,45,True,0,438,,,Omar Richards
6,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2024-10-06T13:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,7,0,2444,0,1,1,0.0,0,-138,0,138,45,False,0,438,,,Omar Richards
7,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,77,0,0,0.0,0.0,2024-10-21T19:00:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,8,0,2341,0,0,1,0.0,0,-105,0,105,45,True,0,438,,,Omar Richards
8,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,88,0,0,0.0,0.0,2024-10-25T19:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,9,0,2281,0,3,1,0.0,0,-64,0,64,45,False,0,438,,,Omar Richards
9,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,10,0,2221,0,0,3,0.0,0,-57,0,57,45,True,0,438,,,Omar Richards
10,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,107,0,0,0.0,0.0,2024-11-10T14:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,11,0,2186,0,3,1,0.0,0,-37,0,37,45,True,0,438,,,Omar Richards
11,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,111,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,12,0,2131,0,0,3,0.0,0,-55,0,55,45,False,0,438,,,Omar Richards
12,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,127,0,0,0.0,0.0,2024-11-30T15:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,13,0,2100,0,0,1,0.0,0,-32,0,32,45,True,0,438,,,Omar Richards
13,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,138,0,0,0.0,0.0,2024-12-04T19:30:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,14,0,2070,0,0,3,0.0,0,-31,0,31,45,False,0,438,,,Omar Richards
14,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,148,0,0,0.0,0.0,2024-12-07T17:30:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,15,0,2049,0,3,2,0.0,0,-21,0,21,45,False,0,438,,,Omar Richards
15,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,158,0,0,0.0,0.0,2024-12-14T17:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,16,0,2029,0,1,2,0.0,0,-21,0,21,45,True,0,438,,,Omar Richards
16,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,162,0,0,0.0,0.0,2024-12-21T15:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,17,0,2011,0,2,0,0.0,0,-18,0,18,45,False,0,438,,,Omar Richards
17,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,178,0,0,0.0,0.0,2024-12-26T15:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,18,0,1982,0,0,1,0.0,0,-27,0,27,45,True,0,438,,,Omar Richards
18,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,184,0,0,0.0,0.0,2024-12-29T15:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,19,0,1953,0,2,0,0.0,0,-32,0,32,45,False,0,438,,,Omar Richards
19,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,200,0,0,0.0,0.0,2025-01-06T20:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,20,0,1934,0,3,0,0.0,0,-19,0,19,45,False,0,438,,,Omar Richards
