assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position,team,fpl_name
0,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2024-08-18T15:30:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,1,0,716,0,2,0,0.0,0,0,0,0,45,True,0,176,,,Malang Sarr
1,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2024-08-25T13:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,2,0,494,0,6,2,0.0,0,-218,0,218,45,False,0,176,,,Malang Sarr
2,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,23,0,0,0.0,0.0,2024-09-01T12:30:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,3,0,403,0,1,1,0.0,0,-94,0,94,45,True,0,176,,,Malang Sarr
3,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,32,0,0,0.0,0.0,2024-09-14T19:00:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,4,0,356,0,1,0,0.0,0,-46,0,46,45,False,0,176,,,Malang Sarr
4,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,50,0,0,0.0,0.0,2024-09-21T11:30:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,5,0,336,0,3,0,0.0,0,-25,0,25,45,False,0,176,,,Malang Sarr
5,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,54,0,0,0.0,0.0,2024-09-28T14:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,6,0,325,0,2,4,0.0,0,-11,0,11,45,True,0,176,,,Malang Sarr
6,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,65,0,0,0.0,0.0,2024-10-06T13:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,7,0,312,0,1,1,0.0,0,-12,0,12,45,True,0,176,,,Malang Sarr
7,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,74,0,0,0.0,0.0,2024-10-20T15:30:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,8,0,301,0,1,2,0.0,0,-12,0,12,45,False,0,176,,,Malang Sarr
8,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,85,0,0,0.0,0.0,2024-10-27T14:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,9,0,297,0,1,2,0.0,0,-4,0,4,45,True,0,176,,,Malang Sarr
9,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,10,0,290,0,1,1,0.0,0,-7,0,7,45,False,0,176,,,Malang Sarr
10,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,103,0,0,0.0,0.0,2024-11-10T16:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,11,0,285,0,1,1,0.0,0,-5,0,5,45,True,0,176,,,Malang Sarr
11,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,117,0,0,0.0,0.0,2024-11-23T12:30:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,12,0,284,0,2,1,0.0,0,-1,0,1,45,False,0,176,,,Malang Sarr
12,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,123,0,0,0.0,0.0,2024-12-01T13:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,13,0,283,0,0,3,0.0,0,-1,0,1,45,True,0,176,,,Malang Sarr
13,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,140,0,0,0.0,0.0,2024-12-04T19:30:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,14,0,282,0,5,1,0.0,0,-1,0,1,45,False,0,176,,,Malang Sarr
14,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,149,0,0,0.0,0.0,2024-12-08T16:30:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,15,0,279,0,4,3,0.0,0,-3,0,3,45,False,0,176,,,Malang Sarr
15,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2024-12-15T19:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,16,0,277,0,1,2,0.0,0,-2,0,2,45,True,0,176,,,Malang Sarr
16,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,164,0,0,0.0,0.0,2024-12-22T14:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,17,0,275,0,0,0,0.0,0,-2,0,2,45,False,0,176,,,Malang Sarr
17,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,174,0,0,0.0,0.0,2024-12-26T15:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,18,0,272,0,2,1,0.0,0,-3,0,3,45,True,0,176,,,Malang Sarr
18,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,2024-12-30T19:45:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,19,0,271,0,0,2,0.0,0,-1,0,1,45,False,0,176,,,Malang Sarr
19,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,194,0,0,0.0,0.0,2025-01-04T15:00:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,20,0,270,0,1,1,0.0,0,-1,0,1,45,False,0,176,,,Malang Sarr
20,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,208,0,0,0.0,0.0,2025-01-14T19:30:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,21,0,267,0,2,2,0.0,0,-3,0,3,45,True,0,176,,,Malang Sarr
21,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,213,0,0,0.0,0.0,2025-01-20T20:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,22,0,268,0,1,3,0.0,0,0,0,0,45,True,0,176,,,Malang Sarr
22,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,227,0,0,0.0,0.0,2025-01-25T17:30:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,23,0,268,0,1,3,0.0,0,0,0,0,45,False,0,176,,,Malang Sarr
23,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,234,0,0,0.0,0.0,2025-02-03T20:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,24,0,267,0,1,2,0.0,0,-1,0,1,45,True,0,176,,,Malang Sarr
