assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,5,0,7,0.7,8,111,0.04,0.04,0.0,1.1,33,1,0,2.7,18.0,2025-09-13,82,False,7,0,0,0,1,0,4,0,16621,1,1,2,2,8.0,1,-1479,682,2161,44,True,1,111,,,0,0,0.0,84,DC,Brentford,Chelsea,2,2,28815,2025,737275,0.0,0,0,0,0.0,0.0486978180706501,0.0486978180706501,9678,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,3,3,4
0,0,-4,0,6,0.1,7,111,0.0,0.0,0.0,1.01,45,3,0,1.6,13.8,2025-09-20,73,False,10,1,0,0,3,0,5,0,17110,1,1,1,3,2.0,-1,24,1146,1122,44,False,0,111,,,0,0,0.0,79,DC,Fulham,Brentford,3,1,28825,2025,739011,0.0,0,0,0,0.0,0.0603536963462829,0.0603536963462829,9678,Brentford,Ethan Pinnock,Ethan Pinnock,DEF,3,3,5
