assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,16,0,7,1.8,8,146,0.0,0.09,0.09,0.76,3,1,0,2.5,16.6,2025-08-16,90,False,10,0,0,0,5,0,1,0,116430,1,1,1,1,7.0,2,0,0,0,45,True,0,146,,,0,1,0.030780566856265,90,DC,Brighton,Fulham,1,1,28780,2025,732705,0.0,0,0,0,0.030780566856265,0.222150906920433,0.222150906920433,6048,Brighton,Lewis Dunk,Lewis Dunk,DEF,3,3,1
0,0,11,0,6,0.6,8,146,0.0,0.0,0.0,1.6,16,2,0,1.7,16.0,2025-08-24,90,False,9,0,0,0,6,0,2,0,145145,1,2,0,2,0.0,1,3459,13305,9846,45,False,0,146,,,0,0,0.0,90,DC,Everton,Brighton,2,0,28795,2025,733842,0.0,0,0,0,0.0,0.8066670894622803,0.8066670894622803,6048,Brighton,Lewis Dunk,Lewis Dunk,DEF,3,3,2
1,0,16,0,3,0.5,3,146,0.01,0.1,0.09,1.82,22,1,0,1.6,4.2,2025-08-31,90,False,13,0,0,0,3,0,3,0,136179,1,0,1,2,11.0,5,-12337,5043,17380,45,True,0,146,,,0,2,0.0406354665756225,90,DC,Brighton,Manchester City,2,1,28805,2025,735686,0.0,0,0,0,0.0406354665756225,0.073015458881855,0.073015458881855,6048,Brighton,Lewis Dunk,Lewis Dunk,DEF,4,3,3
0,0,4,0,11,11.3,11,146,0.01,0.01,0.0,1.45,32,2,0,4.3,23.2,2025-09-13,90,False,4,0,0,0,2,0,4,0,143443,1,0,1,2,8.0,2,702,10053,9351,45,False,1,146,,,0,0,0.0,90,DC,Bournemouth,Brighton,2,1,28810,2025,736922,0.0301774106919765,0,1,0,0.0,0.2618991434574127,0.2618991434574127,6048,Brighton,Lewis Dunk,Lewis Dunk,DEF,3,3,4
0,0,10,0,10,0.4,12,146,0.0,0.03,0.03,1.22,43,2,0,2.9,26.4,2025-09-20,90,False,18,0,0,0,4,0,5,0,141334,1,2,2,2,2.0,3,-3767,6367,10134,45,True,0,146,,,0,1,0.0157292000949382,90,DC,Brighton,Tottenham,2,2,28821,2025,738618,0.0,0,0,0,0.0157292000949382,0.0841125771403312,0.0841125771403312,6048,Brighton,Lewis Dunk,Lewis Dunk,DEF,3,3,5
