assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,20,0,3,14.8,9,646,0.04,0.04,0.0,2.47,7,4,0,3.8,19.4,2025-08-16,90,False,13,0,0,0,2,0,1,0,11020,1,4,4,0,4.0,2,0,0,0,55,True,0,646,,,João Victor Gomes da Silva,0,0,0.0,90,MC,Wolverhampton Wanderers,Manchester City,0,4,28783,2025,732740,0.0335151068866252,0,1,0,0.0,0.0335151068866252,0.0,28783,Wolverhampton Wanderers,João Victor Gomes da Silva,João Gomes,MID,4,3,1
0,0,13,0,3,3.0,11,646,0.02,0.02,0.0,1.29,12,1,0,1.4,8.6,2025-08-23,90,False,4,0,0,0,5,0,2,0,12428,1,3,0,1,2.0,1,-693,765,1458,55,False,1,646,,,João Victor Gomes da Silva,0,0,0.0,90,MC,Bournemouth,Wolverhampton Wanderers,1,0,28792,2025,733217,0.0,0,0,0,0.0,0.0765024274587631,0.0765024274587631,28792,Wolverhampton Wanderers,João Victor Gomes da Silva,João Gomes,MID,2,3,2
0,0,15,0,0,15.2,5,646,0.03,0.04,0.01,1.93,30,3,0,2.2,5.6,2025-08-30,90,False,9,0,0,0,5,0,3,0,11792,1,0,3,2,1.0,2,-1354,438,1792,55,True,0,646,,,João Victor Gomes da Silva,0,1,0.0141188623383641,90,MC,Wolverhampton Wanderers,Everton,2,3,28800,2025,735044,0.0182199608534574,0,1,0,0.0141188623383641,0.0323388241231441,0.0,28800,Wolverhampton Wanderers,João Victor Gomes da Silva,João Gomes,MID,2,3,3
0,0,14,0,6,16.7,18,646,0.09,0.09,0.0,1.55,39,1,0,3.7,18.2,2025-09-13,90,False,15,0,0,0,9,0,4,0,11489,1,3,0,1,2.0,3,-884,422,1306,54,False,1,646,,,João Victor Gomes da Silva,0,0,0.0,90,MC,Newcastle United,Wolverhampton Wanderers,1,0,28809,2025,736894,0.0546135529875755,0,1,0,0.0,0.1175325810909271,0.062919020652771,28809,Wolverhampton Wanderers,João Victor Gomes da Silva,João Gomes,MID,2,4,4
0,0,18,0,4,12.9,14,646,0.11,0.34,0.23,0.48,50,3,0,4.5,19.6,2025-09-20,90,False,11,0,0,0,6,0,5,0,12267,1,4,3,1,12.0,4,230,1178,948,54,True,0,646,,,João Victor Gomes da Silva,0,2,0.1038616225123405,90,MC,Wolverhampton Wanderers,Leeds,1,3,28820,2025,738589,0.0,0,0,0,0.1038616225123405,0.5762335062026978,0.4723718762397766,28820,Wolverhampton Wanderers,João Victor Gomes da Silva,João Gomes,MID,2,3,5
