assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,17,1,6,0.4,8,256,0.0,0.05,0.05,1.6,8,0,0,1.6,10.0,2025-08-17,90,False,7,0,0,0,2,0,1,0,813663,1,2,0,0,6.0,5,0,0,0,55,False,1,256,,,0,1,0.061410117894411,90,DMR,Chelsea,Crystal Palace,0,0,28784,2025,732239,0.0,0,0,0,0.061410117894411,0.0869690179824829,0.0255588982254266,12408,Crystal Palace,Daniel Muñoz Mejía,Daniel Muñoz,DEF,3,4,1
1,0,18,0,1,24.2,1,256,0.32,0.32,0.0,0.93,15,1,0,5.4,28.2,2025-08-24,90,False,16,0,0,0,5,0,2,0,940645,1,0,1,1,2.0,5,28682,79742,51060,55,True,0,256,,,0,0,0.0,90,DMR,Crystal Palace,Nottingham Forest,1,1,28794,2025,733798,0.5025284886360168,1,1,0,0.0,0.675636351108551,0.1731079071760177,12408,Crystal Palace,Daniel Muñoz Mejía,Daniel Muñoz,DEF,3,3,2
0,1,37,1,6,16.7,11,256,0.48,0.48,0.0,1.13,21,0,0,4.6,25.2,2025-08-31,90,False,2,0,0,0,8,0,3,0,1111636,1,5,3,0,4.0,9,122499,190277,67778,55,False,0,256,,,0,0,0.0,90,DMR,Aston Villa,Crystal Palace,0,3,28807,2025,736199,0.8677292466163635,0,1,0,0.0,0.8677292466163635,0.0,12408,Crystal Palace,Daniel Muñoz Mejía,Daniel Muñoz,DEF,3,4,3
0,0,21,1,3,7.2,4,256,0.22,0.34,0.12,0.36,35,0,0,5.9,11.2,2025-09-13,90,False,17,0,0,0,2,0,4,0,1662666,1,1,0,0,41.0,5,438774,521650,82876,56,True,1,256,,,0,2,0.1136084124445915,90,DMR,Crystal Palace,Sunderland,0,0,28811,2025,736939,0.0,0,0,0,0.1136084124445915,0.2604393661022186,0.1468309462070465,12408,Crystal Palace,Daniel Muñoz Mejía,Daniel Muñoz,DEF,2,3,4
0,0,7,0,2,17.0,3,256,0.12,0.31,0.19,0.66,49,1,0,4.3,7.2,2025-09-20,90,False,19,0,0,0,4,0,5,0,1695220,1,1,2,1,19.0,2,76975,138944,61969,56,False,0,256,,,0,3,0.1790099292993545,90,DMR,West Ham,Crystal Palace,1,2,28819,2025,738573,0.0794183760881424,0,1,0,0.1790099292993545,0.3864738941192627,0.1787019222974777,12408,Crystal Palace,Daniel Muñoz Mejía,Daniel Muñoz,DEF,3,2,5
