assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event
1,0,13,0,0,0.5,3,700,0.02,0.1,0.08,0.0,11,0,0,1.7,1.0,2025-08-23,26,False,11,0,0,0,1,0,2,0,0,0,2,0,5,15.0,4,0,0,0,45,True,0,700,0,2,0.0931580141186714,23,MID,Arsenal,Leeds,5,0,28793,2025,733400,0,0,0,0,0.0931580141186714,0.0687840059399604,0,13872,Arsenal,Max Dowman,Max Dowman,2,4,2
0,0,0,0,0,0.3,0,700,0.0,0.06,0.06,0.12,25,0,0,1.1,0.0,2025-08-31,1,False,12,0,0,0,0,0,3,0,31938,0,0,0,1,11.0,1,20355,26751,6396,45,False,0,700,0,1,0.0611590780317783,1,MID,Liverpool,Arsenal,1,0,28806,2025,735961,0,0,0,0,0.0611590780317783,0.0611590780317783,0,13872,Arsenal,Max Dowman,Max Dowman,4,5,3
