assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event
0,0,26,1,3,0.0,0,736,0.0,0.0,0.0,1.51,38,0,0,1.4,14.4,2025-09-14,90,False,14,0,0,0,6,0,4,2,130334,1,0,0,3,0.0,6,90880,103102,12222,55,True,0,736,0,0,0.0,90,GK,Manchester City,Manchester United,3,0,28817,2025,737808,0.0,0,0,0,0.0,0.1384190022945404,0.1384190022945404,1116,Manchester City,Gianluigi Donnarumma,Gianluigi Donnarumma,3,4,4
0,0,7,0,4,0.0,0,736,0.0,0.0,0.0,0.96,41,1,0,1.6,15.6,2025-09-21,90,False,1,0,0,0,4,0,5,2,366710,1,0,1,1,0.0,1,181962,199460,17498,55,False,1,736,0,0,0.0,90,GK,Arsenal,Manchester City,1,1,28827,2025,739605,0.0,0,0,0,0.0,0.0399459265172481,0.0399459265172481,1116,Manchester City,Gianluigi Donnarumma,Gianluigi Donnarumma,4,4,5
