assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event
0,0,2,0,1,1.6,2,696,0.0,0.0,0.0,0.0,15,0,0,0.3,1.0,2025-08-24,19,False,8,0,0,0,1,0,2,0,1948,0,0,1,1,0.0,1,620,779,159,60,False,0,696,0,0,0.0,18,FWD,Crystal Palace,Nottingham Forest,1,1,28794,2025,733820,0.0,0,0,0,0.0,0.0,0.0,8056,Nottingham Forest,Arnaud Kalimuendo,Arnaud Kalimuendo Muinga,3,3,2
0,0,3,0,0,0.5,1,696,0.0,0.0,0.0,0.96,27,1,0,0.1,0.4,2025-08-31,1,False,19,0,0,0,1,0,3,0,5132,0,0,3,0,0.0,1,617,1326,709,60,True,0,696,0,0,0.0,1,FWD,Nottingham Forest,West Ham,0,3,28804,2025,735666,0.0,0,0,0,0.0,0.0,0.0,8056,Nottingham Forest,Arnaud Kalimuendo,Arnaud Kalimuendo Muinga,2,3,3
0,0,3,0,0,12.2,0,696,0.01,0.12,0.11,0.08,31,1,0,2.6,1.2,2025-09-13,30,False,1,0,0,0,0,0,4,0,7804,0,0,0,3,13.0,1,322,1481,1159,60,False,0,696,0,2,0.1183149889111518,23,FWD,Arsenal,Nottingham Forest,3,0,28808,2025,736553,0.0113487504422664,0,1,0,0.1183149889111518,0.129663735628128,0.0113487504422664,8056,Nottingham Forest,Arnaud Kalimuendo,Arnaud Kalimuendo Muinga,3,4,4
0,0,0,0,0,1.8,0,696,0.01,0.25,0.24,0.17,44,0,0,1.1,0.2,2025-09-20,14,False,3,0,0,0,0,0,5,0,9590,0,0,1,1,9.0,1,439,1616,1177,60,False,0,696,0,1,0.0937196686863899,13,FWD,Burnley,Nottingham Forest,1,1,28822,2025,738671,0.0,0,0,0,0.0937196686863899,0.1319843381643295,0.0382646657526493,8056,Nottingham Forest,Arnaud Kalimuendo,Arnaud Kalimuendo Muinga,3,2,5
