assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event
0,0,3,0,0,0.3,4,698,0.0,0.0,0.0,0.87,11,1,0,0.5,4.6,2025-08-23,24,False,1,0,0,0,2,0,2,0,562,0,2,0,5,0.0,1,320,416,96,55,False,0,698,0,0,0.0,21,MID,Arsenal,Leeds,5,0,28793,2025,733413,0.0,0,0,0,0.0,0.0,0.0,11966,Leeds,Noah Okafor,Noah Okafor,2,4,2
0,0,2,1,3,12.3,11,698,0.02,0.2,0.18,0.12,37,0,0,3.4,4.2,2025-09-13,67,False,10,0,0,0,7,0,4,0,2118,1,1,0,1,17.0,2,337,842,505,55,False,1,698,0,2,0.17076076567173,68,MID,Fulham,Leeds,1,0,28813,2025,737016,0.0343276411294937,0,1,0,0.17076076567173,0.5930864810943604,0.3879980444908142,11966,Leeds,Noah Okafor,Noah Okafor,2,3,4
0,1,25,0,1,7.8,5,698,0.02,0.17,0.15,1.28,50,1,1,6.9,38.6,2025-09-20,69,False,20,0,0,0,4,0,5,0,3420,1,0,3,1,23.0,8,900,1358,458,55,False,0,698,1,1,0.2599199414253235,73,MID,Wolverhampton Wanderers,Leeds,1,3,28820,2025,738609,0.0,0,0,1,0.2599199414253235,0.3038977980613708,0.0439778491854667,11966,Leeds,Noah Okafor,Noah Okafor,2,3,5
