assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,1,30,1,10,1.2,11,476,0.01,0.01,0.0,0.2,2,0,0,2.2,18.6,2025-08-16,90,False,2,0,0,0,5,0,1,0,329806,1,1,0,0,2.0,9,0,0,0,50,False,0,476,,,Dan Burn,0,0,0.0,90,DC,Aston Villa,Newcastle United,0,0,28779,2025,731712,0.0,0,0,0,0.0,0.4927507042884826,0.4927507042884826,28779,Newcastle United,Dan Burn,Dan Burn,DEF,3,4,1
0,0,-2,0,11,14.3,12,476,0.07,0.08,0.01,0.7,19,3,0,4.7,20.4,2025-08-25,90,False,12,0,0,0,2,0,2,0,442840,1,1,3,2,12.0,2,28184,54443,26259,50,True,1,476,,,Dan Burn,0,1,0.0113069508224725,90,DC,Newcastle United,Liverpool,2,3,28797,2025,734517,0.0156189622357487,0,1,0,0.0113069508224725,0.0,0.0,28797,Newcastle United,Dan Burn,Dan Burn,DEF,4,4,2
0,0,24,1,1,1.3,1,476,0.01,0.01,0.0,0.69,24,0,0,0.8,6.4,2025-08-30,90,False,11,0,0,0,4,0,3,0,605784,1,0,0,0,0.0,6,93658,126653,32995,50,False,0,476,,,Dan Burn,0,0,0.0,90,DC,Leeds,Newcastle United,0,0,28803,2025,735240,0.0,0,0,0,0.0,0.0689424350857734,0.0689424350857734,28803,Newcastle United,Dan Burn,Dan Burn,DEF,3,2,3
0,0,24,1,4,0.5,6,476,0.0,0.04,0.04,0.5,39,0,0,2.3,13.8,2025-09-13,90,False,20,0,0,0,3,0,4,0,667335,1,2,0,1,9.0,6,56855,94496,37641,50,True,0,476,,,Dan Burn,0,1,0.024346500635147,90,DC,Newcastle United,Wolverhampton Wanderers,1,0,28809,2025,736875,0.0,0,0,0,0.024346500635147,0.0783791989088058,0.0783791989088058,28809,Newcastle United,Dan Burn,Dan Burn,DEF,2,4,4
0,1,27,1,13,1.2,15,476,0.03,0.03,0.0,0.56,42,0,0,3.6,33.0,2025-09-21,90,False,4,0,0,0,5,0,5,0,671930,1,2,0,0,2.0,9,8913,37099,28186,50,False,0,476,,,Dan Burn,0,0,0.0,90,DC,Bournemouth,Newcastle United,0,0,28823,2025,739234,0.0,0,0,0,0.0,0.0,0.0,28823,Newcastle United,Dan Burn,Dan Burn,DEF,3,3,5
