assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position,team_h_difficulty,team_a_difficulty,event
0,0,-1,0,2,5.9,5,632,0.01,0.01,0.0,2.47,7,4,0,1.6,9.8,2025-08-16,90,False,13,0,0,0,6,0,1,0,18592,1,3,4,0,0.0,-1,0,0,0,45,True,1,632,,,Matt Doherty,0,0,0.0,90,DC,Wolverhampton Wanderers,Manchester City,0,4,28783,2025,732735,0.0,0,0,0,0.0,0.0795453637838363,0.0795453637838363,6852,Wolverhampton Wanderers,Matt Doherty,Matt Doherty,DEF,4,3,1
0,0,5,0,6,1.8,9,632,0.02,0.02,0.0,1.29,12,1,0,2.1,19.2,2025-08-23,90,False,4,0,0,0,2,0,2,0,20599,1,3,0,1,0.0,1,-952,1050,2002,45,False,1,632,,,Matt Doherty,0,0,0.0,90,DC,Bournemouth,Wolverhampton Wanderers,1,0,28792,2025,733212,0.0,0,0,0,0.0,0.0,0.0,6852,Wolverhampton Wanderers,Matt Doherty,Matt Doherty,DEF,2,3,2
