assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0.0,0.0,18.0,0.0,32.2,503.0,0.3,0.33,0.03,0.96,10.0,1.0,0.0,6.7,12.6,2024-08-19,90.0,False,11.0,0.0,0.0,0.0,0.0,1.0,0.0,871012.0,1.0,1.0,1.0,22.0,2.0,0.0,0.0,0.0,100.0,False,0.0,0.0,1.0,0.0261307433247566,90.0,Leicester,Tottenham,1.0,1.0,26611.0,2024.0,667465.0,0.240371823310852,0.0,2.0,0.0,0.0261307433247566,0.3055684268474579,0.2872703373432159,Tottenham,4.0,2.0,1.0,3.8,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,55.0,1.0,15.8,503.0,0.05,1.19,1.14,1.0,19.0,0.0,2.0,13.5,75.8,2024-08-24,90.0,False,8.0,0.0,0.0,0.0,0.0,2.0,0.0,871942.0,1.0,0.0,4.0,43.0,16.0,-67628.0,33013.0,100641.0,100.0,True,0.0,2.0,3.0,0.7459495067596436,90.0,Tottenham,Everton,4.0,0.0,26617.0,2024.0,667984.0,0.2627995908260345,0.0,1.0,2.0,0.7459495067596436,1.2509618997573853,0.5235897898674011,Tottenham,2.0,4.0,2.0,9.0,MID,0.0,0.3,0.33,0.03,0.96,1.0,0.0,6.7,12.6,32.2,22.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.03,0.24,0.0,2.0,0.0,0.03,0.31,0.29,3.8,871012.0
0.0,1.0,20.0,0.0,40.0,503.0,0.18,0.28,0.1,1.57,28.0,2.0,0.0,7.4,15.2,2024-09-01,90.0,False,15.0,0.0,0.0,0.0,0.0,3.0,0.0,1024528.0,1.0,1.0,2.0,19.0,3.0,91564.0,217600.0,126036.0,100.0,False,0.0,0.0,1.0,0.0747280344367027,90.0,Newcastle United,Tottenham,2.0,1.0,26629.0,2024.0,672480.0,0.1325102597475052,0.0,3.0,0.0,0.0747280344367027,0.2795158624649048,0.1040485501289367,Tottenham,4.0,4.0,3.0,6.5,MID,1.0,0.35,1.52,1.17,1.96,1.0,2.0,20.2,88.4,48.0,65.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,18.0,2.0,4.0,0.77,0.5,0.0,3.0,2.0,0.77,1.56,0.81,12.8,1742954.0
0.0,0.0,13.0,0.0,19.9,503.0,0.13,0.17,0.04,0.73,39.0,1.0,0.0,3.7,8.8,2024-09-15,90.0,False,1.0,0.0,0.0,0.0,0.0,4.0,0.0,885174.0,1.0,1.0,0.0,8.0,2.0,-150921.0,72874.0,223795.0,100.0,True,0.0,0.0,1.0,0.0266771297901868,90.0,Tottenham,Arsenal,0.0,1.0,26640.0,2024.0,674314.0,0.1050876453518867,0.0,1.0,0.0,0.0266771297901868,0.3191333711147308,0.1873686015605926,Tottenham,4.0,4.0,4.0,4.8,MID,1.0,0.53,1.8,1.27,3.53,3.0,2.0,27.6,103.6,88.0,84.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,7.0,21.0,2.0,5.0,0.85,0.64,0.0,6.0,2.0,0.85,1.84,0.91,19.3,2767482.0
2.0,2.0,43.0,0.0,77.0,503.0,0.45,0.52,0.07,0.8,49.0,1.0,0.0,14.7,49.4,2024-09-21,90.0,False,4.0,0.0,0.0,0.0,0.0,5.0,0.0,936643.0,1.0,1.0,3.0,21.0,10.0,24634.0,103713.0,79079.0,100.0,True,0.0,0.0,1.0,0.0402200184762477,90.0,Tottenham,Brentford,3.0,1.0,26648.0,2024.0,675786.0,1.138350248336792,2.0,7.0,0.0,0.0402200184762477,2.163238048553467,0.9846677780151368,Tottenham,2.0,4.0,5.0,7.8,MID,1.0,0.36,1.64,1.28,3.3,3.0,2.0,24.6,99.8,75.7,70.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,21.0,2.0,5.0,0.85,0.5,0.0,5.0,2.0,0.85,1.85,0.82,20.3,2781644.0
0.0,1.0,27.0,0.0,25.4,503.0,0.06,0.47,0.41,0.72,79.0,1.0,1.0,12.0,39.0,2024-10-19,69.0,False,19.0,0.0,0.0,0.0,0.0,8.0,0.0,510125.0,1.0,1.0,4.0,56.0,8.0,-29173.0,68830.0,98003.0,98.0,True,0.0,1.0,5.0,0.32474485039711,71.0,Tottenham,West Ham,4.0,1.0,26672.0,2024.0,680950.0,0.1313708275556564,0.0,2.0,1.0,0.32474485039711,0.797939658164978,0.3599887490272522,Tottenham,2.0,4.0,8.0,3.2,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,19.0,0.0,31.6,503.0,0.54,0.54,0.0,1.39,99.0,1.0,0.0,5.9,27.0,2024-11-03,55.0,False,2.0,0.0,0.0,0.0,0.0,10.0,0.0,604337.0,1.0,1.0,4.0,0.0,4.0,-183553.0,16881.0,200434.0,99.0,True,0.0,0.0,0.0,0.0,57.0,Tottenham,Aston Villa,4.0,1.0,26700.0,2024.0,685524.0,0.6118038892745972,1.0,2.0,0.0,0.0,0.7371665239334106,0.1504041701555252,Tottenham,3.0,4.0,10.0,3.4,MID,0.0,0.06,0.47,0.41,0.72,1.0,1.0,12.0,39.0,25.4,56.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,8.0,1.0,5.0,0.32,0.13,0.0,2.0,1.0,0.32,0.8,0.36,3.2,510125.0
0.0,0.0,19.0,0.0,35.1,503.0,0.48,0.59,0.11,1.74,108.0,2.0,0.0,9.3,13.4,2024-11-10,90.0,False,10.0,0.0,0.0,0.0,0.0,11.0,0.0,827283.0,1.0,2.0,1.0,44.0,2.0,189015.0,213043.0,24028.0,99.0,True,0.0,0.0,4.0,0.1629077494144439,90.0,Tottenham,Ipswich,1.0,2.0,26709.0,2024.0,687292.0,0.7252818942070007,0.0,2.0,0.0,0.1629077494144439,0.7895775437355042,0.605426549911499,Tottenham,2.0,4.0,11.0,2.5,MID,0.0,0.6,1.01,0.41,2.11,2.0,1.0,17.9,66.0,57.0,56.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,12.0,1.0,5.0,0.32,0.74,1.0,4.0,1.0,0.32,1.54,0.51,6.6,1114462.0
1.0,0.0,26.0,1.0,31.5,503.0,0.16,0.18,0.02,1.43,118.0,0.0,0.0,7.2,27.4,2024-11-23,62.0,False,13.0,0.0,0.0,0.0,0.0,12.0,0.0,653803.0,1.0,4.0,0.0,13.0,6.0,-153012.0,28769.0,181781.0,99.0,False,0.0,0.0,1.0,0.0253227278590202,66.0,Manchester City,Tottenham,0.0,4.0,26720.0,2024.0,688691.0,0.5518358945846558,1.0,2.0,0.0,0.0253227278590202,1.0270622968673706,0.5524340271949768,Tottenham,4.0,4.0,12.0,3.5,MID,0.0,1.02,1.13,0.11,3.13,3.0,0.0,15.2,40.4,66.7,44.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,6.0,0.0,4.0,0.16,1.34,1.0,4.0,0.0,0.16,1.53,0.76,5.9,1431620.0
0.0,0.0,9.0,0.0,15.9,503.0,0.03,0.21,0.18,1.38,128.0,1.0,0.0,4.5,8.0,2024-12-01,90.0,False,9.0,0.0,0.0,0.0,0.0,13.0,0.0,710485.0,1.0,1.0,1.0,21.0,2.0,36924.0,69547.0,32623.0,99.0,True,0.0,0.0,1.0,0.3531325459480285,90.0,Tottenham,Fulham,1.0,1.0,26729.0,2024.0,690620.0,0.0269283186644315,0.0,1.0,0.0,0.3531325459480285,0.7753521800041199,0.3952912986278534,Tottenham,3.0,4.0,13.0,4.0,MID,1.0,1.18,1.31,0.13,4.56,3.0,0.0,22.4,67.8,98.2,57.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,5.0,12.0,0.0,5.0,0.19,1.89,2.0,6.0,0.0,0.19,2.55,1.31,9.4,2085423.0
0.0,0.0,4.0,0.0,10.5,503.0,0.12,0.16,0.04,2.21,133.0,0.0,0.0,1.8,5.8,2024-12-05,33.0,False,3.0,0.0,0.0,0.0,0.0,14.0,0.0,640453.0,0.0,0.0,1.0,2.0,1.0,-63272.0,21848.0,85120.0,99.0,False,0.0,0.0,1.0,0.0167026482522487,32.0,Bournemouth,Tottenham,1.0,0.0,26732.0,2024.0,691661.0,0.1009350195527076,0.0,1.0,0.0,0.0167026482522487,0.1176376640796661,0.0,Tottenham,4.0,3.0,14.0,3.3,MID,1.0,0.67,0.98,0.31,4.55,3.0,0.0,21.0,48.8,82.5,78.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,10.0,0.0,6.0,0.54,1.3,1.0,5.0,0.0,0.54,2.59,1.55,10.0,2191571.0
0.0,0.0,26.0,0.0,27.8,503.0,0.47,1.55,1.08,2.83,149.0,4.0,1.0,11.7,41.0,2024-12-08,90.0,False,6.0,0.0,0.0,0.0,0.0,15.0,0.0,561898.0,1.0,4.0,3.0,48.0,7.0,-80422.0,10327.0,90749.0,98.0,True,0.0,1.0,4.0,1.227458953857422,90.0,Tottenham,Chelsea,3.0,4.0,26745.0,2024.0,693024.0,1.149858832359314,0.0,2.0,1.0,1.227458953857422,1.362829089164734,0.0,Tottenham,4.0,4.0,15.0,4.0,MID,1.0,0.31,0.55,0.24,5.02,1.0,0.0,13.5,41.2,57.9,36.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,9.0,0.0,3.0,0.4,0.68,1.0,4.0,0.0,0.4,1.92,0.95,10.8,2004741.0
2.0,2.0,51.0,0.0,40.3,503.0,0.3,0.67,0.37,0.54,159.0,0.0,1.0,19.6,76.0,2024-12-15,45.0,False,17.0,0.0,0.0,0.0,0.0,16.0,0.0,555994.0,1.0,5.0,0.0,80.0,14.0,-13084.0,26044.0,39128.0,98.0,False,0.0,1.0,7.0,0.818854033946991,50.0,Southampton,Tottenham,0.0,5.0,26759.0,2024.0,694640.0,1.3934333324432373,2.0,3.0,1.0,0.818854033946991,2.203297615051269,0.6173252463340759,Tottenham,4.0,2.0,16.0,7.0,MID,0.0,0.62,1.92,1.3,6.42,5.0,1.0,18.0,54.8,54.2,71.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,10.0,1.0,6.0,1.6,1.28,0.0,4.0,1.0,1.6,2.26,0.4,11.3,1912836.0
0.0,0.0,2.0,0.0,3.0,503.0,0.09,0.12,0.03,4.25,169.0,5.0,0.0,1.2,0.0,2024-12-22,81.0,False,12.0,0.0,0.0,0.0,0.0,17.0,0.0,559989.0,1.0,6.0,3.0,10.0,2.0,243.0,29363.0,29120.0,98.0,True,0.0,0.0,1.0,0.0340388529002666,84.0,Tottenham,Liverpool,3.0,6.0,26768.0,2024.0,695851.0,0.0,0.0,0.0,0.0,0.0340388529002666,0.0340388529002666,0.0,Tottenham,5.0,4.0,17.0,4.8,MID,0.0,0.89,2.38,1.49,5.58,4.0,2.0,33.1,122.8,78.6,130.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.0,22.0,2.0,12.0,2.06,2.64,2.0,6.0,2.0,2.06,3.68,0.62,14.3,1758345.0
0.0,0.0,16.0,0.0,37.1,503.0,0.08,0.28,0.2,1.09,178.0,1.0,0.0,7.6,10.8,2024-12-26,80.0,False,16.0,0.0,0.0,0.0,0.0,18.0,0.0,692165.0,1.0,0.0,1.0,28.0,2.0,127067.0,167231.0,40164.0,98.0,False,0.0,0.0,2.0,0.1527605354785919,82.0,Nottingham Forest,Tottenham,1.0,0.0,26779.0,2024.0,696262.0,0.0883363559842109,0.0,3.0,0.0,0.1527605354785919,0.186330959200859,0.0185110494494438,Tottenham,4.0,3.0,18.0,5.2,MID,0.0,0.86,2.34,1.48,7.62,9.0,2.0,32.5,117.0,71.1,138.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,6.0,23.0,2.0,12.0,2.08,2.54,2.0,5.0,2.0,2.08,3.6,0.62,15.8,1677881.0
0.0,0.0,3.0,0.0,13.3,503.0,0.02,0.88,0.86,0.28,189.0,1.0,0.0,4.1,8.8,2024-12-29,63.0,False,20.0,0.0,1.0,0.0,0.0,19.0,0.0,757290.0,1.0,2.0,2.0,19.0,0.0,62034.0,104844.0,42810.0,99.0,True,0.0,0.0,2.0,0.8335294127464294,67.0,Tottenham,Wolverhampton Wanderers,2.0,2.0,26790.0,2024.0,696741.0,0.0154297379776835,0.0,1.0,0.0,0.0723605826497078,0.0877903178334236,0.0,Tottenham,2.0,4.0,19.0,4.8,MID,0.0,0.47,1.07,0.6,5.88,6.0,1.0,28.4,86.8,80.4,118.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,4.0,18.0,1.0,10.0,1.01,1.48,2.0,6.0,1.0,1.01,2.42,0.64,17.0,1808148.0
0.0,0.0,5.0,0.0,15.1,503.0,0.06,0.06,0.0,0.24,199.0,0.0,0.0,2.4,2.4,2025-01-04,28.0,False,15.0,0.0,0.0,0.0,0.0,20.0,0.0,659394.0,0.0,2.0,1.0,6.0,1.0,-97961.0,30420.0,128381.0,99.0,True,0.0,0.0,0.0,0.0,24.0,Tottenham,Newcastle United,1.0,2.0,26800.0,2024.0,697115.0,0.0232727564871311,0.0,1.0,0.0,0.0,0.1812061220407486,0.1812061220407486,Tottenham,3.0,4.0,20.0,4.8,MID,0.0,0.19,1.28,1.09,5.62,7.0,0.0,12.9,19.6,53.4,57.0,224.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,6.0,4.0,0.0,5.0,1.02,0.1,0.0,4.0,0.0,0.26,0.31,0.02,14.8,2009444.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,0.0,0.08,0.94,0.86,0.52,1.0,0.0,6.5,11.2,28.4,25.0,91.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,2.0,0.83,0.04,0.0,2.0,0.0,0.07,0.27,0.18,9.6,1416684.0
