assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0.0,0.0,12.0,1.0,12.8,398.0,0.02,0.02,0.0,1.33,5.0,0.0,0.0,1.7,2.4,2024-08-17,69.0,False,17.0,0.0,0.0,0.0,0.0,1.0,0.0,2328887.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,75.0,True,0.0,0.0,0.0,0.0,74.0,Newcastle United,Southampton,1.0,0.0,26606.0,2024.0,666365.0,0.0368984937667846,0.0,1.0,0.0,0.0,0.0,0.0,Newcastle United,2.0,4.0,1.0,3.6,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,38.0,0.0,59.8,398.0,0.38,1.03,0.65,2.15,12.0,1.0,1.0,14.6,45.8,2024-08-25,88.0,False,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2231462.0,1.0,1.0,1.0,40.0,10.0,-179422.0,40305.0,219727.0,75.0,False,0.0,1.0,2.0,0.5343578457832336,90.0,Bournemouth,Newcastle United,1.0,1.0,26620.0,2024.0,668726.0,0.5637447834014893,0.0,4.0,1.0,0.5343578457832336,0.5099177360534668,0.0,Newcastle United,3.0,3.0,2.0,7.0,MID,1.0,0.02,0.02,0.0,1.33,0.0,0.0,1.7,2.4,12.8,2.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,3.6,2328887.0
0.0,0.0,5.0,0.0,43.3,398.0,0.31,0.31,0.0,1.26,28.0,1.0,0.0,5.8,12.2,2024-09-01,90.0,False,18.0,0.0,0.0,0.0,0.0,3.0,0.0,2046235.0,1.0,1.0,2.0,2.0,2.0,-219993.0,89287.0,309280.0,75.0,True,0.0,0.0,0.0,0.0,90.0,Newcastle United,Tottenham,2.0,1.0,26629.0,2024.0,672463.0,0.312771201133728,0.0,3.0,0.0,0.0,0.1820862740278244,0.0,Newcastle United,4.0,4.0,3.0,5.5,MID,1.0,0.4,1.05,0.65,3.48,1.0,1.0,16.3,48.2,72.6,42.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,13.0,1.0,2.0,0.53,0.6,0.0,5.0,1.0,0.53,0.51,0.0,10.6,4560349.0
0.0,0.0,17.0,0.0,28.9,398.0,0.18,0.36,0.18,0.99,40.0,1.0,0.0,5.5,11.8,2024-09-15,90.0,False,20.0,0.0,0.0,0.0,0.0,4.0,0.0,1699237.0,1.0,2.0,1.0,14.0,2.0,-370776.0,76891.0,447667.0,74.0,False,0.0,0.0,2.0,0.3750071823596954,90.0,Wolverhampton Wanderers,Newcastle United,1.0,2.0,26641.0,2024.0,674636.0,0.1644518226385116,0.0,2.0,0.0,0.3750071823596954,0.54770427942276,0.1726970672607422,Newcastle United,3.0,2.0,4.0,4.7,MID,1.0,0.71,1.36,0.65,4.74,2.0,1.0,22.1,60.4,115.9,44.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,15.0,1.0,2.0,0.53,0.91,0.0,8.0,1.0,0.53,0.69,0.0,16.1,6606584.0
0.0,0.0,11.0,0.0,33.8,398.0,0.08,0.47,0.39,1.83,44.0,2.0,0.0,6.7,8.6,2024-09-21,82.0,False,9.0,0.0,0.0,0.0,0.0,5.0,0.0,1583890.0,1.0,1.0,3.0,25.0,2.0,-129739.0,48135.0,177874.0,74.0,False,0.0,0.0,2.0,0.2457617372274398,84.0,Fulham,Newcastle United,3.0,1.0,26646.0,2024.0,675737.0,0.0435962788760662,0.0,2.0,0.0,0.2457617372274398,0.3754583597183227,0.0969265028834343,Newcastle United,3.0,3.0,5.0,4.5,MID,0.0,0.87,1.7,0.83,4.4,3.0,1.0,25.9,69.8,132.0,56.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,14.0,1.0,4.0,0.91,1.04,0.0,9.0,1.0,0.91,1.24,0.17,17.2,5976934.0
0.0,2.0,29.0,0.0,32.3,398.0,0.1,0.89,0.79,0.91,58.0,1.0,1.0,9.8,42.6,2024-09-28,90.0,False,13.0,0.0,0.0,0.0,0.0,6.0,0.0,1120695.0,1.0,1.0,1.0,23.0,9.0,-463262.0,12631.0,475893.0,73.0,True,0.0,1.0,1.0,0.7611688375473022,90.0,Newcastle United,Manchester City,1.0,1.0,26652.0,2024.0,677441.0,0.0928262025117874,0.0,2.0,0.0,0.0,0.1998106241226196,0.1069844216108322,Newcastle United,4.0,4.0,6.0,3.3,MID,0.0,0.57,1.14,0.57,4.08,4.0,0.0,18.0,32.6,106.0,41.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,6.0,0.0,4.0,0.62,0.52,0.0,7.0,0.0,0.62,1.11,0.27,14.7,5329362.0
0.0,0.0,5.0,1.0,21.1,398.0,0.14,1.11,0.97,0.67,67.0,0.0,0.0,6.5,9.0,2024-10-05,90.0,False,8.0,0.0,1.0,0.0,0.0,7.0,0.0,1146142.0,1.0,0.0,0.0,35.0,1.0,6383.0,82358.0,75975.0,73.0,False,0.0,0.0,2.0,0.8804041147232056,90.0,Everton,Newcastle United,0.0,0.0,26669.0,2024.0,679750.0,0.1188708394765853,0.0,1.0,0.0,0.1192352399230003,0.4452575147151947,0.3260222673416137,Newcastle United,3.0,3.0,7.0,4.0,MID,0.0,0.36,1.72,1.36,3.73,4.0,1.0,22.0,63.0,95.0,62.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,13.0,1.0,5.0,1.38,0.3,0.0,6.0,0.0,0.62,1.12,0.38,12.5,4403822.0
0.0,0.0,11.0,0.0,39.7,398.0,0.17,0.66,0.49,0.9,76.0,1.0,0.0,11.6,13.6,2024-10-19,84.0,False,5.0,0.0,0.0,0.0,0.0,8.0,0.0,1110085.0,1.0,1.0,0.0,63.0,2.0,-43319.0,45681.0,89000.0,73.0,True,0.0,0.0,4.0,0.5518963932991028,86.0,Newcastle United,Brighton,0.0,1.0,26676.0,2024.0,681359.0,0.2945105731487274,0.0,3.0,0.0,0.5518963932991028,1.0544238090515137,0.4922047555446625,Newcastle United,3.0,4.0,8.0,4.0,MID,1.0,0.32,2.47,2.15,3.41,3.0,1.0,23.0,60.2,87.2,83.0,262.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,12.0,1.0,5.0,1.89,0.26,0.0,5.0,0.0,0.36,1.02,0.53,11.8,3850727.0
1.0,0.0,24.0,1.0,27.6,398.0,0.16,0.16,0.0,0.72,96.0,0.0,0.0,6.0,28.0,2024-11-02,84.0,False,1.0,0.0,0.0,0.0,0.0,10.0,0.0,892404.0,1.0,0.0,1.0,4.0,6.0,-135108.0,17578.0,152686.0,72.0,True,0.0,0.0,0.0,0.0,88.0,Newcastle United,Arsenal,1.0,0.0,26694.0,2024.0,684660.0,0.4606033563613891,1.0,2.0,0.0,0.0,0.6323693990707397,0.1717660427093505,Newcastle United,4.0,4.0,10.0,1.7,MID,1.0,0.31,1.77,1.46,1.57,1.0,0.0,18.1,22.6,60.8,98.0,174.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,6.0,1.43,0.41,0.0,4.0,0.0,0.67,1.5,0.82,8.0,2256227.0
0.0,0.0,14.0,0.0,44.7,398.0,0.39,0.62,0.23,0.6,107.0,1.0,0.0,9.4,11.8,2024-11-10,79.0,False,16.0,0.0,0.0,0.0,0.0,11.0,0.0,953853.0,1.0,3.0,1.0,37.0,2.0,51570.0,85648.0,34078.0,72.0,False,0.0,0.0,2.0,0.1129785776138305,83.0,Nottingham Forest,Newcastle United,1.0,3.0,26704.0,2024.0,687334.0,0.2223497182130813,0.0,3.0,0.0,0.1129785776138305,0.6192214488983154,0.4863510131835937,Newcastle United,3.0,3.0,11.0,2.7,MID,1.0,0.33,0.82,0.49,1.62,1.0,0.0,17.6,41.6,67.3,67.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,8.0,0.0,4.0,0.55,0.76,1.0,5.0,0.0,0.55,1.69,0.66,5.7,2002489.0
