id,xP
187,1.4
189,0.0
386,2.8
560,3.8
575,0.0
581,0.0
621,0.0
695,0.0
696,1.4
697,0.0
740,7.2
771,0.0
774,0.0
781,0.0
782,0.0
787,0.0
11,0.0
160,0.0
190,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
445,0.0
585,0.0
644,0.0
645,0.0
646,0.0
647,0.0
650,0.0
666,0.0
676,0.0
730,0.0
741,0.0
156,0.0
217,3.6
218,1.4
219,2.4
220,0.0
221,0.0
222,2.0
223,2.0
224,3.2
225,0.0
226,0.6
227,0.0
228,-0.2
229,0.0
230,1.4
231,2.2
232,3.0
234,0.8
235,4.0
236,0.0
237,0.4
238,0.6
450,1.0
577,0.0
582,2.4
603,0.0
614,0.0
624,0.0
627,0.0
651,0.0
678,0.0
724,0.0
742,5.6
773,0.0
775,0.0
10,0.0
19,2.0
191,1.7
239,2.5
240,1.9
241,1.5
242,0.5
243,0.9
244,1.3
245,0.7
246,0.0
247,6.3
248,2.3
249,2.1
250,0.0
251,0.8
252,1.9
253,0.0
254,0.7
255,1.3
256,0.0
257,2.3
258,0.9
259,1.1
579,7.3
586,0.7
604,0.5
605,0.5
622,2.1
690,0.5
753,6.3
772,1.3
121,3.4
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,-0.4
266,0.0
267,0.0
268,3.0
269,0.0
270,-1.0
271,0.0
272,0.4
273,0.0
274,-0.5
275,1.4
276,0.0
277,-0.6
278,0.8
279,0.0
280,-1.0
281,0.2
282,-0.4
283,-1.0
284,-0.8
359,0.0
568,0.0
569,0.0
583,0.0
611,0.0
619,0.6
630,0.6
631,0.0
632,0.0
715,-1.0
743,4.8
764,0.6
799,-1.0
800,0.2
117,0.3
192,-0.1
198,-0.5
285,1.3
286,0.0
287,0.0
288,0.5
289,0.5
290,0.5
291,0.3
292,-0.5
293,1.3
294,-0.5
295,-0.1
296,-0.5
297,0.0
298,0.0
299,-0.1
300,0.9
301,0.9
302,0.7
303,0.0
304,-0.5
305,0.5
306,0.7
307,-0.5
308,-0.5
309,-0.5
501,-0.3
570,0.0
606,0.0
616,0.0
635,1.9
694,-0.5
708,0.0
726,-0.5
754,1.5
792,0.3
796,-0.5
797,-0.2
310,3.2
311,3.2
312,0.0
313,4.6
315,0.0
316,1.4
317,3.4
318,0.0
319,1.4
320,1.6
321,3.2
322,0.0
323,4.6
324,3.0
325,2.6
326,5.0
327,7.8
328,5.4
329,7.0
330,1.0
331,1.0
332,0.0
333,1.2
334,0.0
335,2.8
336,4.4
337,2.8
339,6.4
636,1.2
660,1.0
669,1.0
688,1.0
692,1.0
709,0.0
744,8.8
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
360,0.0
361,0.0
362,0.0
363,0.0
571,0.0
607,0.0
625,0.0
626,0.0
671,0.0
672,0.0
675,0.0
698,0.0
703,0.0
704,0.0
732,0.0
733,0.0
736,0.0
755,0.0
765,0.0
785,0.0
364,0.0
365,0.0
366,2.4
367,0.0
368,1.0
369,0.0
370,0.8
371,0.0
372,2.8
373,0.0
374,0.0
375,3.0
376,0.8
377,0.8
378,0.8
379,0.0
380,0.0
381,0.0
382,0.8
383,3.4
384,0.0
387,0.4
389,0.0
572,1.8
593,0.2
594,2.6
613,0.0
648,0.0
652,2.0
658,0.0
667,0.0
670,0.4
673,0.0
691,0.0
745,4.0
761,0.0
766,1.8
776,0.4
777,0.4
778,0.0
779,0.0
783,0.0
788,0.0
390,0.0
391,0.0
392,9.0
393,0.6
394,4.2
395,5.3
396,1.0
398,1.7
399,0.0
400,0.0
401,5.8
402,9.0
403,4.3
404,0.0
405,1.8
406,1.0
407,0.0
408,0.0
409,5.5
410,1.5
411,1.7
412,1.0
413,6.2
414,1.0
415,5.5
416,1.2
417,6.5
418,6.8
419,0.0
420,2.0
421,2.0
574,0.0
590,2.2
746,10.0
789,1.0
26,1.1
422,0.3
423,3.9
424,1.1
425,0.7
426,0.0
427,0.5
428,0.5
429,0.9
430,0.0
431,2.5
432,3.9
433,2.1
434,1.5
435,0.0
436,3.3
437,3.1
438,0.0
439,0.0
440,0.0
441,0.0
442,0.7
443,3.7
444,0.7
446,0.0
447,2.5
448,0.0
449,2.3
573,2.7
596,1.7
620,1.1
653,0.9
706,0.5
721,0.5
747,4.1
14,4.5
27,0.9
188,3.1
397,-0.5
451,0.0
452,0.1
453,0.0
454,0.0
455,0.5
456,-0.5
457,-0.3
458,0.0
459,0.0
460,0.0
461,0.7
462,2.3
463,-0.5
464,-0.5
465,0.0
466,-0.5
467,2.3
468,0.0
469,-0.5
470,1.5
471,-0.1
472,1.9
473,0.5
474,0.1
475,-0.1
476,1.5
477,-0.5
515,0.0
518,0.7
584,0.0
608,0.7
623,3.9
693,0.0
718,0.1
719,-0.5
734,-0.1
748,2.5
798,-0.2
82,1.6
478,0.0
479,-1.0
480,0.2
481,0.8
482,-0.8
483,0.0
484,-0.6
485,0.0
486,0.0
487,0.0
488,-1.0
489,-0.2
490,0.0
491,4.2
492,-0.2
493,0.0
494,2.0
495,0.2
496,-1.0
497,1.2
498,0.0
499,0.0
500,-1.0
502,0.0
503,0.0
504,0.0
505,-1.0
506,-0.6
507,0.0
508,0.4
509,-1.0
510,-1.0
609,0.0
610,-1.0
612,0.2
683,-1.0
684,-1.0
689,0.0
699,0.0
700,-1.0
716,-1.0
717,0.0
729,-1.0
749,1.6
760,-1.0
767,-0.8
768,3.0
123,0.0
388,0.8
511,0.1
512,0.0
513,2.4
514,5.8
516,0.2
517,0.2
519,0.0
520,2.4
521,0.0
522,0.0
523,0.0
524,1.2
525,3.2
526,0.8
527,1.8
528,0.8
529,0.0
530,2.0
531,2.4
532,0.0
576,0.0
587,0.0
588,0.0
589,2.8
591,1.2
643,0.0
654,1.2
677,1.0
686,0.0
701,0.0
750,3.4
204,0.1
533,8.5
534,0.7
535,1.4
536,1.9
537,0.0
538,0.0
539,0.0
540,0.0
541,6.5
542,0.5
543,3.9
544,0.5
545,0.0
546,0.0
547,0.0
548,0.7
549,0.0
550,0.5
551,0.0
552,0.0
553,2.9
554,4.5
555,0.0
556,0.5
557,0.0
558,0.0
559,4.7
561,0.4
562,0.0
563,2.3
564,2.3
565,4.5
566,6.3
567,4.9
637,0.5
642,2.5
655,0.7
664,0.5
682,0.5
711,0.5
720,4.9
751,9.9
769,0.9
770,3.7
784,0.5
