player_id,first_name,second_name,position_id,position,team_id,team,team_code,web_name
281,Tim,Ream,2,DEF,10,Fulham,54,Ream
282,Harrison,Reed,3,MID,10,Fulham,54,Reed
283,Antonee,Robinson,2,DEF,10,Fulham,54,Robinson
284,Marek,Rodák,1,GKP,10,Fulham,54,Rodák
285,Kenny,Tete,2,DEF,10,Fulham,54,Tete
286,Tosin,Adarabioyo,2,DEF,10,Fulham,54,Tosin
287,Carlos Vinícius,Alves Morais,4,FWD,10,Fulham,54,Vinícius
288,Harry,Wilson,3,MID,10,Fulham,54,Wilson
558,Raúl,Jiménez,4,FWD,10,Fulham,54,Raúl
591,Willian,Borges da Silva,3,MID,10,Fulham,54,Willian
610,Calvin,Bassey,2,DEF,10,Fulham,54,Bassey
625,Luc,De Fougerolles,2,DEF,10,Fulham,54,De Fougerolles
651,Jay,Stansfield,4,FWD,10,Fulham,54,Stansfield
652,Matthew,Dibley-Dias,3,MID,10,Fulham,54,Dibley-Dias
662,Adama,Traoré,3,MID,10,Fulham,54,Adama
683,Luke,Harris,3,MID,10,Fulham,54,Harris
688,Timothy,Castagne,2,DEF,10,Fulham,54,Castagne
692,Steven,Benda,1,GKP,10,Fulham,54,Benda
707,Fodé,Ballo-Touré,2,DEF,10,Fulham,54,Ballo-Touré
732,Devan,Tanton,2,DEF,10,Fulham,54,Tanton
796,Kristian,Sekularac,3,MID,10,Fulham,54,Sekularac
810,Joshua,King,3,MID,10,Fulham,54,King
289,Adrián,San Miguel del Castillo,1,GKP,11,Liverpool,14,Adrián
290,Trent,Alexander-Arnold,2,DEF,11,Liverpool,14,Alexander-Arnold
291,Alisson,Ramses Becker,1,GKP,11,Liverpool,14,A.Becker
292,Stefan,Bajcetic,3,MID,11,Liverpool,14,Bajcetic
293,Darwin,Núñez Ribeiro,4,FWD,11,Liverpool,14,Darwin
294,Diogo,Teixeira da Silva,3,MID,11,Liverpool,14,Diogo J.
295,Harvey,Elliott,3,MID,11,Liverpool,14,Elliott
296,Fabio Henrique,Tavares,3,MID,11,Liverpool,14,Fabinho
297,Cody,Gakpo,4,FWD,11,Liverpool,14,Gakpo
298,Joe,Gomez,2,DEF,11,Liverpool,14,Gomez
299,Jordan,Henderson,3,MID,11,Liverpool,14,Henderson
300,Curtis,Jones,3,MID,11,Liverpool,14,Jones
301,Caoimhin,Kelleher,1,GKP,11,Liverpool,14,Kelleher
302,Ibrahima,Konaté,2,DEF,11,Liverpool,14,Konaté
303,Luis,Díaz,3,MID,11,Liverpool,14,Luis Díaz
304,Alexis,Mac Allister,3,MID,11,Liverpool,14,Mac Allister
305,Joel,Matip,2,DEF,11,Liverpool,14,Matip
306,Nathaniel,Phillips,2,DEF,11,Liverpool,14,Phillips
307,Andrew,Robertson,2,DEF,11,Liverpool,14,Robertson
308,Mohamed,Salah,3,MID,11,Liverpool,14,Salah
309,Dominik,Szoboszlai,3,MID,11,Liverpool,14,Szoboszlai
310,Thiago,Alcántara do Nascimento,3,MID,11,Liverpool,14,Thiago
311,Konstantinos,Tsimikas,2,DEF,11,Liverpool,14,Tsimikas
312,Sepp,van den Berg,2,DEF,11,Liverpool,14,Van den Berg
313,Virgil,van Dijk,2,DEF,11,Liverpool,14,Virgil
626,Jarell,Quansah,2,DEF,11,Liverpool,14,Quansah
627,Bobby,Clark,3,MID,11,Liverpool,14,Clark
628,Ben,Doak,3,MID,11,Liverpool,14,Doak
629,James,McConnell,3,MID,11,Liverpool,14,McConnell
668,Wataru,Endo,3,MID,11,Liverpool,14,Endo
708,Ryan,Gravenberch,3,MID,11,Liverpool,14,Gravenberch
726,Luke,Chambers,2,DEF,11,Liverpool,14,Chambers
728,Callum,Scanlon,2,DEF,11,Liverpool,14,Scanlon
743,Treymaurice,Nyoni,3,MID,11,Liverpool,14,Nyoni
756,Marcelo,de Araújo Pitaluga Filho,1,GKP,11,Liverpool,14,Pitaluga
757,Conor,Bradley,2,DEF,11,Liverpool,14,Bradley
782,Owen,Beck,2,DEF,11,Liverpool,14,Beck
783,Kaide,Gordon,3,MID,11,Liverpool,14,Gordon
812,Lewis,Koumas,4,FWD,11,Liverpool,14,Koumas
813,Fabian,Mrozek,1,GKP,11,Liverpool,14,Mrozek
824,Jayden,Danns,4,FWD,11,Liverpool,14,Danns
837,Amara,Nallo,2,DEF,11,Liverpool,14,Nallo
21,Albert,Sambi Lokonga,3,MID,12,Luton,102,Sambi
52,Marvelous,Nakamba,3,MID,12,Luton,102,Nakamba
314,Elijah,Adebayo,4,FWD,12,Luton,102,Adebayo
315,Mads Juel,Andersen,2,DEF,12,Luton,102,Andersen
316,Amari'i,Bell,2,DEF,12,Luton,102,Bell
317,Luke,Berry,3,MID,12,Luton,102,Berry
318,Reece,Burke,2,DEF,12,Luton,102,Burke
319,Allan,Campbell,3,MID,12,Luton,102,Campbell
320,Jordan,Clark,3,MID,12,Luton,102,Clark
321,Alfie,Doughty,2,DEF,12,Luton,102,Doughty
322,Luke,Freeman,3,MID,12,Luton,102,Freeman
323,Matt,Macey,1,GKP,12,Luton,102,Macey
324,John,McAtee,4,FWD,12,Luton,102,McAtee
325,Carlos,Mendes Gomes,3,MID,12,Luton,102,Mendes
326,Carlton,Morris,4,FWD,12,Luton,102,Morris
327,Admiral,Muskwe,4,FWD,12,Luton,102,Muskwe
328,Chiedozie,Ogbene,4,FWD,12,Luton,102,Ogbene
329,Fred,Onyedinma,3,MID,12,Luton,102,Onyedinma
330,Gabriel,Osho,2,DEF,12,Luton,102,Osho
331,Aribim,Pepple,4,FWD,12,Luton,102,Pepple
332,Dion,Pereira,3,MID,12,Luton,102,Pereira
333,Dan,Potts,2,DEF,12,Luton,102,Potts
334,Glen,Rea,3,MID,12,Luton,102,Rea
335,James,Shea,1,GKP,12,Luton,102,Shea
336,Joe,Taylor,4,FWD,12,Luton,102,Taylor
337,Elliot,Thorpe,3,MID,12,Luton,102,Thorpe
338,Jack,Walton,1,GKP,12,Luton,102,Walton
339,Louie,Watson,3,MID,12,Luton,102,Watson
340,Cauley,Woodrow,4,FWD,12,Luton,102,Woodrow
393,Teden,Mengi,2,DEF,12,Luton,102,Mengi
553,Ryan,Giles,2,DEF,12,Luton,102,Giles
575,Tom,Lockyer,2,DEF,12,Luton,102,Lockyer
582,Pelly Ruddock,Mpanzu,3,MID,12,Luton,102,Mpanzu
586,Tahith,Chong,3,MID,12,Luton,102,Chong
602,Issa,Kaboré,2,DEF,12,Luton,102,Kaboré
614,Thomas,Kaminski,1,GKP,12,Luton,102,Kaminski
630,Ross,Barkley,3,MID,12,Luton,102,Barkley
631,Jacob,Brown,4,FWD,12,Luton,102,Brown
648,Aidan,Francis-Clarke,2,DEF,12,Luton,102,Francis-Clarke
665,Tim,Krul,1,GKP,12,Luton,102,Krul
682,Joseph,Johnson,2,DEF,12,Luton,102,Johnson
727,Andros,Townsend,3,MID,12,Luton,102,Townsend
729,Jayden,Luker,3,MID,12,Luton,102,Luker
734,Zack,Nelson,3,MID,12,Luton,102,Nelson
798,Daiki,Hashioka,2,DEF,12,Luton,102,Hashioka
831,Axel,Piesold,3,MID,12,Luton,102,Piesold
839,Dominic,Dos Santos Martins,3,MID,12,Luton,102,Martins
844,Christian,Chigozie,2,DEF,12,Luton,102,Chigozie
848,Taylan,Harris,4,FWD,12,Luton,102,Harris
341,Manuel,Akanji,2,DEF,13,Man City,43,Akanji
342,Nathan,Aké,2,DEF,13,Man City,43,Aké
343,Julián,Álvarez,4,FWD,13,Man City,43,J.Alvarez
344,Bernardo,Veiga de Carvalho e Silva,3,MID,13,Man City,43,Bernardo
345,Oscar,Bobb,3,MID,13,Man City,43,Bobb
346,João,Cancelo,2,DEF,13,Man City,43,Cancelo
347,Scott,Carson,1,GKP,13,Man City,43,Carson
348,Shea,Charles,3,MID,13,Man City,43,Charles
349,Kevin,De Bruyne,3,MID,13,Man City,43,De Bruyne
350,Rúben,Gato Alves Dias,2,DEF,13,Man City,43,Rúben
352,Ederson,Santana de Moraes,1,GKP,13,Man City,43,Ederson M.
353,Phil,Foden,3,MID,13,Man City,43,Foden
354,Jack,Grealish,3,MID,13,Man City,43,Grealish
355,Erling,Haaland,4,FWD,13,Man City,43,Haaland
