assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position,team,fpl_name
15,0,0,0,0,0.0,645,0.0,0.0,0.0,0.0,154,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,7,0,0,0,0,16,0,5255,0,0,2,0.0,0,-74,98,172,49,True,0,645,,,Youssef Ramalho Chermiti
16,0,0,0,0,0.0,645,0.0,0.0,0.0,0.0,164,0,0,0.0,0.0,2023-12-16T17:30:00Z,0,6,0,0,0,0,17,0,5348,0,2,0,0.0,0,-22,213,235,48,False,0,645,,,Youssef Ramalho Chermiti
17,0,0,0,0,0.0,645,0.0,0.0,0.0,0.0,178,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,18,0,0,0,0,18,0,5359,0,1,2,0.0,0,-57,136,193,48,False,0,645,,,Youssef Ramalho Chermiti
18,0,0,0,0,0.0,645,0.0,0.0,0.0,0.0,187,0,0,0.0,0.0,2023-12-27T20:15:00Z,0,13,0,0,0,0,19,0,5349,0,3,1,0.0,0,-55,98,153,48,True,0,645,,,Youssef Ramalho Chermiti
19,0,0,0,0,0.0,645,0.0,0.0,0.0,0.0,200,0,0,0.0,0.0,2023-12-30T15:00:00Z,0,20,0,0,0,0,20,0,5309,0,0,3,0.0,0,-84,82,166,48,False,0,645,,,Youssef Ramalho Chermiti
20,0,0,0,0,0.0,645,0.0,0.0,0.0,0.0,207,0,0,0.0,0.0,2024-01-14T14:00:00Z,0,2,0,0,0,0,21,0,5272,0,0,0,0.0,0,-132,165,297,48,True,0,645,,,Youssef Ramalho Chermiti
21,0,0,0,0,0.0,645,0.0,0.0,0.0,0.0,213,0,0,0.0,0.0,2024-01-30T19:45:00Z,0,10,0,0,0,0,22,0,5351,0,0,0,0.0,0,-16,147,163,48,False,0,645,,,Youssef Ramalho Chermiti
22,0,0,-1,0,0.3,645,0.0,0.29,0.29,0.0,227,0,0,2.1,3.2,2024-02-03T12:30:00Z,10,18,0,0,0,0,23,0,5359,0,2,2,17.0,1,-8,102,110,48,True,0,645,,,Youssef Ramalho Chermiti
23,0,0,2,0,0.0,645,0.0,0.0,0.0,0.32,236,0,0,0.0,0.0,2024-02-10T12:30:00Z,1,13,0,0,0,0,24,0,5518,0,0,2,0.0,1,81,260,179,48,False,0,645,,,Youssef Ramalho Chermiti
24,0,0,0,0,0.0,645,0.0,0.0,0.0,0.0,243,0,0,0.0,0.0,2024-02-19T20:00:00Z,0,8,0,0,0,0,25,0,5865,0,1,1,0.0,0,237,479,242,48,True,0,645,,,Youssef Ramalho Chermiti
25,0,0,0,0,0.0,645,0.0,0.0,0.0,0.0,254,0,0,0.0,0.0,2024-02-24T15:00:00Z,0,5,0,0,0,0,26,0,6107,0,1,1,0.0,0,134,398,264,48,False,0,645,,,Youssef Ramalho Chermiti
26,0,0,2,0,0.0,645,0.0,0.0,0.0,0.6,263,1,0,0.4,0.0,2024-03-02T15:00:00Z,1,19,0,0,0,0,27,0,6214,0,3,1,4.0,1,71,310,239,48,True,0,645,,,Youssef Ramalho Chermiti
27,0,0,3,0,0.5,645,0.01,0.01,0.0,0.08,278,0,0,0.1,0.4,2024-03-09T12:30:00Z,2,14,0,0,0,0,28,0,6242,0,0,2,0.0,1,-29,217,246,48,False,0,645,,,Youssef Ramalho Chermiti
28,0,0,0,0,0.0,645,0.0,0.0,0.0,0.0,292,0,0,0.0,0.0,2024-03-30T15:00:00Z,0,3,0,0,0,0,30,0,6298,0,1,2,0.0,0,-5,88,93,48,False,0,645,,,Youssef Ramalho Chermiti
29,0,0,-2,0,0.1,645,0.0,0.0,0.0,0.05,310,0,0,0.3,3.2,2024-04-02T18:30:00Z,8,15,0,0,0,0,31,0,6296,0,1,1,0.0,0,-32,73,105,48,False,1,645,,,Youssef Ramalho Chermiti
30,0,0,0,0,0.0,645,0.0,0.0,0.0,0.0,314,0,0,0.0,0.0,2024-04-06T14:00:00Z,0,6,0,0,0,0,32,0,6306,0,0,1,0.0,0,-29,83,112,48,True,0,645,,,Youssef Ramalho Chermiti
31,0,0,0,0,0.0,645,0.0,0.0,0.0,0.0,325,0,0,0.0,0.0,2024-04-15T19:00:00Z,0,7,0,0,0,0,33,0,6330,0,0,6,0.0,0,-24,94,118,48,False,0,645,,,Youssef Ramalho Chermiti
33,0,0,1,0,0.0,645,0.0,0.0,0.0,0.06,285,0,0,0.0,0.0,2024-04-24T19:00:00Z,1,11,0,0,0,0,34,0,6499,0,0,2,0.0,1,65,218,153,48,True,0,645,,,Youssef Ramalho Chermiti
34,0,0,7,1,26.2,645,0.11,0.15,0.04,0.84,343,0,0,4.3,4.2,2024-04-27T16:30:00Z,90,4,0,0,0,0,35,0,6479,1,0,1,13.0,2,-15,153,168,48,True,0,645,,,Youssef Ramalho Chermiti
35,0,0,0,0,0.3,645,0.01,0.01,0.0,0.25,358,0,0,0.7,2.2,2024-05-03T19:00:00Z,10,12,0,0,0,0,36,0,6720,0,1,1,4.0,1,182,338,156,48,False,0,645,,,Youssef Ramalho Chermiti
36,0,0,4,0,10.3,645,0.14,0.26,0.12,0.21,363,0,0,3.9,4.0,2024-05-11T14:00:00Z,11,17,0,0,0,0,37,0,6640,0,0,1,25.0,1,-126,130,256,48,True,0,645,,,Youssef Ramalho Chermiti
37,0,0,0,0,0.0,645,0.0,0.0,0.0,1.16,371,1,0,0.4,2.0,2024-05-19T15:00:00Z,15,1,0,0,0,0,38,0,6700,0,1,2,2.0,1,13,188,175,48,False,0,645,,,Youssef Ramalho Chermiti
