assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position,team,fpl_name
0,0,0,0,0,0,0.0,0,214,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,18,0,0,0,0,0,1,0,7318,0,0,0,3,0.0,0,0,0,0,45,False,0,214,,,Mike Trésor Ndayishimiye
1,0,0,0,0,0,0.0,0,214,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,2025-08-23T14:00:00Z,0,False,17,0,0,0,0,0,2,0,7938,0,0,0,2,0.0,0,-633,425,1058,45,True,0,214,,,Mike Trésor Ndayishimiye
2,0,0,0,0,0,0.0,0,214,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,14,0,0,0,0,0,3,0,7355,0,0,2,3,0.0,0,-845,378,1223,45,False,0,214,,,Mike Trésor Ndayishimiye
3,0,0,0,0,0,0.0,0,214,0.0,0.0,0.0,0.0,34,0,0,0.0,0.0,2025-09-14T13:00:00Z,0,False,12,0,0,0,0,0,4,0,7193,0,0,1,0,0.0,0,-550,536,1086,45,True,0,214,,,Mike Trésor Ndayishimiye
4,0,0,0,0,0,0.0,0,214,0.0,0.0,0.0,0.0,44,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,16,0,0,0,0,0,5,0,7525,0,0,1,1,0.0,0,74,727,653,44,True,0,214,,,Mike Trésor Ndayishimiye
