assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position,team,fpl_name
0,0,0,0,0,0,0.0,0,149,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,10,0,0,0,0,0,1,0,3843,0,0,1,1,0.0,0,0,0,0,45,True,0,149,,,Igor Julio dos Santos de Paulo
1,0,0,0,0,0,0.0,0,149,0.0,0.0,0.0,0.0,16,0,0,0.0,0.0,2025-08-24T13:00:00Z,0,False,9,0,0,0,0,0,2,0,5430,0,0,0,2,0.0,0,-264,344,608,45,False,0,149,,,Igor Julio dos Santos de Paulo
2,0,0,0,0,0,0.0,0,149,0.0,0.0,0.0,0.0,22,0,0,0.0,0.0,2025-08-31T13:00:00Z,0,False,13,0,0,0,0,0,3,0,5568,0,0,1,2,0.0,0,-494,223,717,45,True,0,149,,,Igor Julio dos Santos de Paulo
3,0,0,0,0,0,0.0,0,149,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2025-09-13T16:30:00Z,0,False,18,0,0,0,0,0,4,0,6253,0,0,3,0,0.0,0,-15,592,607,45,True,0,149,,,Igor Julio dos Santos de Paulo
4,0,0,0,0,0,0.0,0,149,0.0,0.0,0.0,0.0,49,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,8,0,0,0,0,0,5,0,6640,0,0,2,1,0.0,0,-25,447,472,45,True,0,149,,,Igor Julio dos Santos de Paulo
