assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position,team
0,0,0,0,0,0,0.0,0,571,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,3,0,0,0,0,0,1,0,8957,0,0,0,3,0.0,0,0,0,0,45,True,0,571,,
1,0,0,0,0,0,0.0,0,571,0.0,0.0,0.0,0.0,18,0,0,0.0,0.0,2025-08-23T11:30:00Z,0,False,13,0,0,0,0,0,2,0,10317,0,0,2,0,0.0,0,-1275,353,1628,45,False,0,571,,
2,0,0,0,0,0,0.0,0,571,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2025-08-30T14:00:00Z,0,False,4,0,0,0,0,0,3,0,10507,0,0,1,0,0.0,0,-1043,493,1536,45,True,0,571,,
3,0,0,0,0,0,0.0,0,571,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2025-09-13T16:30:00Z,0,False,19,0,0,0,0,0,4,0,10920,0,0,3,0,0.0,0,-551,513,1064,44,False,0,571,,
4,0,0,0,0,0,0.0,0,571,0.0,0.0,0.0,0.0,43,0,0,0.0,0.0,2025-09-20T14:00:00Z,0,False,6,0,0,0,0,0,5,0,10859,0,0,2,2,0.0,0,-492,328,820,44,False,0,571,,
