h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
0,a,1.40098,0.318601,1.40098,0.318601,"{'att': 146, 'def': 24}","{'att': 227, 'def': 12}",6,2,0,0,2.3370999999999995,d,2025-08-16 11:30:00,0,1,0,1,1.082379
1,h,1.96342,0.646559,1.96342,0.646559,"{'att': 265, 'def': 22}","{'att': 106, 'def': 14}",3,6,2,3,2.4272,l,2025-08-25 19:00:00,0,0,1,0,1.3168609999999998
2,a,0.303635,0.6773,0.303635,0.6773,"{'att': 236, 'def': 21}","{'att': 327, 'def': 22}",5,5,0,0,0.8724,d,2025-08-30 16:30:00,0,1,0,1,-0.373665
3,h,1.19186,0.375942,1.19186,0.375942,"{'att': 169, 'def': 16}","{'att': 217, 'def': 24}",12,3,1,0,2.1553,w,2025-09-13 14:00:00,1,0,0,3,0.8159179999999999
4,a,0.153629,0.55066,0.153629,0.55066,"{'att': 279, 'def': 17}","{'att': 184, 'def': 22}",6,4,0,0,0.7742,d,2025-09-21 13:00:00,0,1,0,1,-0.397031
