assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0.0,0.0,-4.0,0.0,3.0,0.8,4.0,682.0,0.0,0.0,0.0,2.22,7.0,3.0,0.0,1.0,7.2,2025-08-16,71.0,False,13.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,7272.0,1.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,45.0,True,0.0,682.0,,,David Møller Wolfe,0.0,0.0,0.0,77.0,DML,Wolverhampton Wanderers,Manchester City,0.0,4.0,28783.0,2025.0,732739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13740.0,Wolverhampton Wanderers,David Møller Wolfe,David Møller Wolfe,4.0,3.0,1.0,1.4,DEF
0.0,0.0,3.0,0.0,0.0,0.3,1.0,682.0,0.0,0.0,0.0,0.72,12.0,1.0,0.0,0.5,2.2,2025-08-23,45.0,False,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,9686.0,1.0,1.0,0.0,1.0,2.0,1.0,297.0,932.0,635.0,45.0,False,0.0,682.0,,,David Møller Wolfe,0.0,0.0,0.0,51.0,DML,Bournemouth,Wolverhampton Wanderers,1.0,0.0,28792.0,2025.0,733216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13740.0,Wolverhampton Wanderers,David Møller Wolfe,David Møller Wolfe,2.0,3.0,2.0,1.0,DEF
1.0,0.0,17.0,0.0,1.0,15.0,1.0,682.0,0.12,0.12,0.0,0.1,30.0,0.0,0.0,3.6,21.2,2025-08-30,15.0,False,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9533.0,0.0,0.0,3.0,2.0,0.0,4.0,-680.0,384.0,1064.0,45.0,True,0.0,682.0,,,David Møller Wolfe,0.0,0.0,0.0,12.0,Sub,Wolverhampton Wanderers,Everton,2.0,3.0,28800.0,2025.0,735052.0,0.3058866262435913,1.0,1.0,0.0,0.0,0.3241066038608551,0.0182199608534574,13740.0,Wolverhampton Wanderers,David Møller Wolfe,David Møller Wolfe,2.0,3.0,3.0,2.0,DEF
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,682.0,,,David Møller Wolfe,,,,,,,,,,,,,,,,,,,,13740.0,20,,,,,6.0,,2
