assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps
0,2,24,1,0,44.3,3,164,0.14,0.93,0.79,0.52,3,0,1,11.5,45.8,2025-08-16,87,False,10,0,0,0,0,0,1,0,11290,1,3,1,1,25.0,10,0,0,0,55,True,0,164,,,Matt O'Riley,1,1,0.7611688375473022,89,AMC,Brighton,Fulham,1,1,28780,2025,732710,0.1361839026212692,0,3,0,0.0,0.138609692454338,0.1139591410756111,28780,Brighton,Matt O'Riley,Matt O&#039;Riley,3,3,1,2.0,MID,8
0,0,12,0,3,22.3,6,164,0.03,0.45,0.42,1.6,16,2,0,7.5,15.0,2025-08-24,90,False,9,0,0,0,2,0,2,0,201451,1,1,0,2,38.0,2,92054,115247,23193,55,False,0,164,,,Matt O'Riley,0,3,0.3785520195960998,90,AMC,Everton,Brighton,2,0,28795,2025,733847,0.0134155927225947,0,1,0,0.3785520195960998,0.3919675946235657,0.0,28795,Brighton,Matt O'Riley,Matt O&#039;Riley,3,3,2,6.0,MID,2
