assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
1.0,0.0,23.0,1.0,0.0,19.7,3.0,717.0,0.08,0.11,0.03,0.6,40.0,0.0,0.0,3.9,18.4,2025-09-13,70.0,False,19.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,140567.0,1.0,1.0,3.0,0.0,1.0,6.0,119330.0,151268.0,31938.0,70.0,False,0.0,717.0,0.0,1.0,0.0233019609004259,74.0,West Ham,Tottenham,0.0,3.0,28814.0,2025.0,737170.0,0.2315839082002639,1.0,1.0,0.0,0.0233019609004259,0.2431790381669998,0.2431790381669998,8700.0,Tottenham,Xavi Simons,Xavi Simons,3.0,2.0,4.0,2.4,MID
0.0,0.0,4.0,0.0,0.0,12.3,1.0,717.0,0.06,0.31,0.25,0.42,43.0,0.0,0.0,4.0,3.2,2025-09-20,29.0,False,6.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,448496.0,0.0,0.0,2.0,2.0,24.0,1.0,280208.0,311225.0,31017.0,70.0,False,0.0,717.0,0.0,3.0,0.1576092541217804,26.0,Brighton,Tottenham,2.0,2.0,28821.0,2025.0,738642.0,0.0735019370913505,0.0,1.0,0.0,0.1576092541217804,0.2311111837625503,0.0,8700.0,Tottenham,Xavi Simons,Xavi Simons,3.0,3.0,5.0,3.5,MID
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,,,717.0,,,,,,,,,,,,,,,,,,,8700.0,18,,,,,6.0,,3
