assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0.0,0.0,8.0,0.0,3.0,15.6,4.0,709.0,0.16,0.16,0.0,1.55,39.0,1.0,0.0,2.4,8.2,2025-09-13,90.0,False,15.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1093.0,1.0,1.0,0.0,1.0,0.0,1.0,368.0,446.0,78.0,45.0,False,1.0,709.0,0.0,0.0,0.0,90.0,Newcastle United,Wolverhampton Wanderers,1.0,0.0,28809.0,2025.0,736895.0,0.0721426904201507,0.0,1.0,0.0,0.0,0.1358256638050079,0.0636829733848571,12721.0,Wolverhampton Wanderers,Ladislav Krejcí,Ladislav Krejcí,2.0,4.0,4.0,0.0,DEF
0.0,0.0,8.0,0.0,3.0,13.6,8.0,709.0,0.04,0.72,0.68,0.48,50.0,3.0,1.0,8.0,49.4,2025-09-20,90.0,False,11.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,1884.0,1.0,5.0,3.0,1.0,17.0,7.0,513.0,601.0,88.0,45.0,True,0.0,709.0,1.0,1.0,0.4291704893112182,90.0,Wolverhampton Wanderers,Leeds,1.0,3.0,28820.0,2025.0,738590.0,0.0082027167081832,0.0,1.0,1.0,0.4291704893112182,0.5759537816047668,0.1385805457830429,12721.0,Wolverhampton Wanderers,Ladislav Krejcí,Ladislav Krejcí,2.0,3.0,5.0,3.2,DEF
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,709.0,,,,,,,,,,,,,,,,,,,12721.0,20,,,,,6.0,,2
