assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position
0.0,0.0,5.0,0.0,0.0,10.7,3.0,728.0,0.0,0.03,0.03,0.0,36.0,0.0,0.0,1.5,3.0,2025-09-13,24.0,False,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,316.0,0.0,2.0,0.0,0.0,1.0,1.0,109.0,129.0,20.0,50.0,True,0.0,728.0,0.0,1.0,0.0187282208353281,22.0,Everton,Aston Villa,0.0,0.0,28812.0,2025.0,736974.0,0.08966526389122,0.0,1.0,0.0,0.0187282208353281,0.08966526389122,0.0,11331.0,Everton,Merlin Röhl,Merlin Röhl,3.0,3.0,4.0,1.6,MID
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,728.0,,,,,,,,,,,,,,,,,,,11331.0,9,,,,,6.0,,3
