assists_x,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,fpl_name,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,team_h_difficulty,team_a_difficulty,event,xP,position,pts_bps
0,0,15,1,3,1.1,3,38,0.01,0.01,0.0,1.11,2,0,0,0.3,1.8,2025-08-16,65,False,15,0,0,0,1,1,1,0,2210503,1,0,0,0,0.0,3,0,0,0,45,True,0,38,,,Ezri Konsa Ngoyo,0,0,0.0,66,DC,Aston Villa,Newcastle United,0,0,28779,2025,731699,0.0,0,0,0,0.0,0.0,0.0,28779,Aston Villa,Ezri Konsa Ngoyo,Ezri Konsa Ngoyo,3,4,1,1.4,DEF,3
0,0,3,0,5,14.3,5,38,0.03,0.03,0.0,2.67,21,3,0,3.7,18.4,2025-08-31,90,False,8,0,0,0,5,0,3,0,1624989,1,0,3,0,4.0,1,-98345,46903,145248,45,True,0,38,,,Ezri Konsa Ngoyo,0,0,0.0,90,DC,Aston Villa,Crystal Palace,0,3,28807,2025,736181,0.049629308283329,0,1,0,0.0,0.7131771445274353,0.6635478734970093,28807,Aston Villa,Ezri Konsa Ngoyo,Ezri Konsa Ngoyo,3,4,3,1.3,DEF,1
0,0,28,1,3,1.0,4,38,0.01,0.01,0.0,2.08,36,0,0,1.6,15.4,2025-09-13,90,False,9,0,0,0,2,0,4,0,1486987,1,1,0,0,0.0,6,-161024,36044,197068,45,False,0,38,,,Ezri Konsa Ngoyo,0,0,0.0,90,DC,Everton,Aston Villa,0,0,28812,2025,736978,0.0,0,0,0,0.0,0.0,0.0,28812,Aston Villa,Ezri Konsa Ngoyo,Ezri Konsa Ngoyo,3,3,4,2.3,DEF,6
0,0,10,0,5,3.0,6,38,0.02,0.02,0.0,1.05,48,1,0,2.9,26.2,2025-09-21,90,False,17,0,0,0,4,0,5,0,1507276,1,1,1,1,0.0,2,-9358,46561,55919,45,False,0,38,,,Ezri Konsa Ngoyo,0,0,0.0,90,DC,Sunderland,Aston Villa,1,1,28826,2025,739265,0.0,0,0,0,0.0,0.1115894690155983,0.1115894690155983,28826,Aston Villa,Ezri Konsa Ngoyo,Ezri Konsa Ngoyo,3,2,5,3.5,DEF,2
