assists_x,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,2,0,0.4,102,198,0,0,0.4,3.8,2021-12-30,32,13,0,0,0,0,20,0,1555,1,3,0.0,1,13,45,32,44,False,0,0,0,0.0,30,Sub,Manchester United,Burnley,3,1,16574,2021,505421,0.0,0,0,0,0.0,0.0,0.0
1,0,0,6,1,12.0,102,164,0,0,2.2,9.0,2022-02-05,90,18,0,0,0,0,23,0,1691,0,0,1.0,2,-7,78,85,44,True,1,0,1,0.0446143895387649,90,MC,Burnley,Watford,0,0,16539,2021,511308,0.0172725114971399,0,1,0,0.0446143895387649,0.06188690289855,0.0
2,0,0,3,0,0.0,102,348,0,0,0.0,0.0,2022-04-30,1,18,0,0,0,0,35,0,1852,2,1,0.0,1,8,53,45,44,False,0,0,0,0.0,1,Sub,Watford,Burnley,1,2,16718,2021,530523,0.0,0,0,0,0.0,0.0,0.0
