,assists_x,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup
0,1,0,30,1,53.2,138,18,0,0,12.0,32.4,2021-08-22,81,1,0,0,0,0,2,0,1449753,2,0,34.0,6,-90187,70363,160550,75,False,0,0,3,0.173637181520462,84,AMC,Arsenal,Chelsea,0,2,16394,2021,477850,1.410140872001648,1,4,0,0.173637181520462,1.729040265083313,0.7151673436164856
1,0,0,5,0,18.4,138,23,1,0,3.2,5.8,2021-08-28,90,11,0,0,0,0,3,0,1398037,1,1,8.0,2,-95895,73827,169722,75,False,0,0,1,0.1142570152878761,90,AMC,Liverpool,Chelsea,1,1,16402,2021,479078,0.1492165774106979,0,1,0,0.1142570152878761,0.3851314783096313,0.121657870709896
2,0,0,3,0,1.8,138,48,0,0,4.1,1.2,2021-09-19,45,17,0,0,0,0,5,0,1155080,3,0,38.0,1,-243917,33910,277827,74,False,0,0,2,0.1633527278900146,47,AMC,Tottenham,Chelsea,0,3,16425,2021,482938,0.0,0,0,0,0.1633527278900146,0.3503620624542236,0.3503620624542236
3,0,0,7,0,27.5,138,63,0,0,5.9,10.4,2021-10-02,25,16,0,0,0,0,7,0,738103,1,3,21.0,1,-129599,23380,152979,74,True,0,0,1,0.0910649001598358,22,Sub,Chelsea,Southampton,3,1,16438,2021,486475,0.7986506819725037,0,2,0,0.0910649001598358,0.8897155523300171,0.0626899823546409
4,0,0,4,0,1.0,138,73,0,0,1.4,7.0,2021-10-16,25,3,0,0,0,0,8,0,741995,1,0,6.0,1,-6399,51906,58305,74,False,0,0,0,0.0,22,Sub,Brentford,Chelsea,0,1,16448,2021,488360,0.0,0,0,0,0.0,0.0,0.0
5,1,3,80,1,41.3,138,84,0,3,22.6,123.8,2021-10-23,90,15,0,0,0,0,9,0,762255,0,7,61.0,24,15436,62304,46868,74,True,0,3,5,1.517725706100464,90,AMC,Chelsea,Norwich,7,0,16459,2021,489670,0.4413617551326751,1,3,2,0.7565569281578064,1.272650122642517,0.1065299212932586
6,0,0,4,0,18.3,138,104,0,0,2.1,2.2,2021-11-06,5,5,0,0,0,0,11,0,1366777,1,1,0.0,1,-189176,74614,263790,76,True,0,0,0,0.0,3,Sub,Chelsea,Burnley,1,1,16479,2021,493978,0.0120480200275778,0,1,0,0.0,0.0,0.0
7,0,0,5,1,2.6,138,113,0,0,0.6,2.0,2021-11-20,61,9,0,0,0,0,12,0,1224734,3,0,1.0,3,-152577,60849,213426,75,False,0,0,1,0.0761953890323638,65,AMC,Leicester,Chelsea,0,3,16488,2021,495391,0.0,0,0,0,0.0761953890323638,0.3058926165103912,0.3058926165103912
8,0,0,3,0,11.8,138,125,0,0,1.4,2.4,2021-11-28,12,13,0,0,0,0,13,0,1171202,1,1,0.0,1,-59318,53074,112392,75,True,0,0,0,0.0,12,Sub,Chelsea,Manchester United,1,1,16500,2021,498290,0.0786663144826889,0,1,0,0.0,0.2210739552974701,0.1424076408147812
9,1,2,34,0,16.4,138,135,1,1,9.7,57.6,2021-12-01,90,18,0,0,0,0,14,0,1111684,2,1,23.0,12,-62793,34584,97377,74,False,0,1,2,0.4928401708602905,90,AMC,Watford,Chelsea,1,2,16509,2021,499315,0.0967701524496078,1,1,1,0.4928401708602905,0.784223735332489,0.194613367319107
10,1,3,45,0,68.7,138,149,3,1,20.5,71.0,2021-12-04,90,19,0,0,0,0,15,0,1163520,2,3,65.0,13,45565,81222,35657,74,False,0,1,3,0.1532284766435623,90,AMC,West Ham,Chelsea,3,2,16524,2021,499635,0.4033196568489074,1,4,1,0.1532284766435623,0.3111900687217712,0.1579615920782089
11,0,0,26,0,26.8,138,155,2,1,11.0,45.2,2021-12-11,90,10,0,0,0,0,16,0,1609882,2,3,38.0,6,396437,415934,19497,75,True,1,1,2,0.3661978542804718,90,FWR,Chelsea,Leeds,3,2,16530,2021,501676,0.0150737380608916,0,1,1,0.3661978542804718,0.4456611573696136,0.0794633030891418
12,0,0,23,0,25.7,138,168,1,1,15.9,46.8,2021-12-16,90,8,0,0,0,0,17,0,1786330,1,1,86.0,7,188705,213788,25083,76,True,0,1,6,0.9944225549697876,90,AMC,Chelsea,Everton,1,1,16543,2021,503337,0.0309374090284109,0,1,1,0.9944225549697876,0.9791449308395386,0.3566390872001648
13,0,0,14,1,51.0,138,180,0,0,10.3,15.8,2021-12-19,90,20,0,0,0,0,18,0,2164307,0,0,36.0,3,252005,274749,22744,77,False,0,0,2,0.0942179411649704,90,AMC,Wolverhampton Wanderers,Chelsea,0,0,16555,2021,504018,0.188835471868515,0,3,0,0.0942179411649704,0.4744620621204376,0.3617724776268005
14,0,0,6,0,14.9,138,181,1,0,5.5,5.6,2021-12-26,90,2,0,0,0,0,19,0,2230999,3,1,34.0,2,82100,149742,67642,77,False,0,0,2,0.3140715360641479,90,AMC,Aston Villa,Chelsea,1,3,16556,2021,505168,0.1373879462480545,0,1,0,0.3140715360641479,0.4514594674110412,0.1373879462480545
15,1,0,16,0,60.1,138,193,1,0,13.0,35.0,2021-12-29,90,4,0,0,0,0,20,0,2064345,1,1,35.0,4,-34951,45500,80451,77,True,1,0,2,0.1226923316717147,90,AMC,Chelsea,Brighton,1,1,16568,2021,505349,0.2784297168254852,1,4,0,0.1226923316717147,0.1708611845970153,0.0481688492000103
16,0,0,8,0,34.8,138,203,2,0,8.3,9.6,2022-01-02,90,11,0,0,0,0,21,0,1836546,2,2,39.0,2,-169592,50744,220336,77,True,0,0,4,0.2547761499881744,90,AMC,Chelsea,Liverpool,2,2,16578,2021,505714,0.1402585804462433,0,2,0,0.2547761499881744,0.2393408119678497,0.0
17,0,0,4,0,0.8,138,215,0,0,0.4,3.2,2022-01-15,9,12,0,0,0,0,22,0,2643634,0,1,0.0,1,418870,532138,113268,77,False,0,0,0,0.0,8,Sub,Manchester City,Chelsea,1,0,16590,2021,507900,0.0,0,0,0,0.0,0.0,0.0
18,0,0,11,0,16.7,138,232,1,0,2.8,7.6,2022-01-18,90,4,0,0,0,0,22,0,2643634,1,1,4.0,2,418870,532138,113268,77,False,0,0,0,0.0,90,AMC,Brighton,Chelsea,1,1,16607,2021,508935,0.0624543651938438,0,1,0,0.0,0.1465601027011871,0.0841057375073432
19,1,0,23,1,65.2,138,223,0,0,13.6,29.0,2022-01-23,90,17,0,0,0,0,23,0,2019018,0,2,42.0,6,-312970,36964,349934,77,True,0,0,3,0.242432564496994,90,MC,Chelsea,Tottenham,2,0,16598,2021,510553,0.2066127210855484,1,4,0,0.242432564496994,0.6344214677810669,0.2891392111778259
