,assists_x,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,9,0,1.8,209,26,1,0,0.9,7.0,2021-08-28,79,15,0,0,0,0,3,0,61318,2,1,0.0,2,-6115,2948,9063,54,False,0,0,0,0.0,80,Sub,Norwich,Leicester,1,2,16398,2021,478883,0.0,0,0,0,0.0,0.0317808985710144,0.0317808985710144
1,0,0,6,0,1.2,209,37,1,0,1.2,10.6,2021-09-11,90,12,0,0,0,0,4,0,56576,1,0,0.0,2,-6183,3821,10004,54,True,0,0,0,0.0,90,DR,Leicester,Manchester City,0,1,16409,2021,480374,0.0,0,0,0,0.0,0.1238586381077766,0.1238586381077766
2,0,0,4,0,2.5,209,42,0,0,1.0,5.4,2021-09-19,22,4,0,0,0,0,5,0,58886,1,2,2.0,1,926,8041,7115,54,False,0,0,0,0.0,20,Sub,Brighton,Leicester,2,1,16423,2021,482603,0.0,0,0,0,0.0,0.0286219660192728,0.0286219660192728
3,0,0,7,0,16.1,209,57,0,0,3.2,11.8,2021-09-25,45,5,0,0,0,0,6,0,57710,2,2,4.0,1,-2028,3808,5836,54,True,0,0,0,0.0,40,Sub,Leicester,Burnley,2,2,16430,2021,484682,0.0913233906030654,0,1,0,0.0,0.2203487902879715,0.1290253847837448
4,0,0,12,0,0.6,209,64,2,0,2.8,27.8,2021-10-03,90,7,0,0,0,0,7,0,54727,2,2,0.0,1,-3315,2234,5549,53,False,0,0,0,0.0,90,DR,Crystal Palace,Leicester,2,2,16439,2021,487006,0.0,0,0,0,0.0,0.0,0.0
5,0,0,10,0,13.6,209,75,2,0,4.4,10.2,2021-10-16,90,13,0,0,0,0,8,0,52423,2,4,20.0,1,-2649,1656,4305,53,True,0,0,1,0.0542993023991584,90,ML,Leicester,Manchester United,4,2,16450,2021,488106,0.027789557352662,0,1,0,0.0542993023991584,0.2718565762042999,0.217557281255722
6,0,0,9,0,4.6,209,82,1,0,1.8,11.0,2021-10-24,90,3,0,0,0,0,9,0,51923,2,1,2.0,2,-914,2156,3070,53,False,0,0,0,0.0,90,ML,Brentford,Leicester,1,2,16457,2021,490465,0.0,0,0,0,0.0,0.0439927540719509,0.0439927540719509
7,0,0,15,0,20.0,209,93,2,0,4.3,19.4,2021-10-30,90,1,0,0,0,0,10,0,50967,2,0,4.0,1,-1216,2862,4078,53,True,0,0,0,0.0,90,MR,Leicester,Arsenal,0,2,16468,2021,491912,0.0161867011338472,0,1,0,0.0,0.3567562699317932,0.3405695855617523
8,0,0,9,0,0.9,209,107,1,0,1.5,13.8,2021-11-07,90,10,0,0,0,0,11,0,50394,1,1,0.0,2,-1064,2029,3093,53,False,0,0,0,0.0,90,DL,Leeds,Leicester,1,1,16482,2021,494630,0.0,0,0,0,0.0,0.1446236968040466,0.1446236968040466
9,0,0,10,0,1.3,209,113,3,0,1.2,10.6,2021-11-20,90,6,0,0,0,0,12,0,49478,3,0,0.0,1,-1128,1628,2756,53,True,0,0,0,0.0,90,DML,Leicester,Chelsea,0,3,16488,2021,495374,0.0,0,0,0,0.0,0.0098498305305838,0.0098498305305838
10,0,0,8,0,16.3,209,127,2,0,3.3,14.8,2021-11-28,90,18,0,0,0,0,13,0,51724,2,4,2.0,1,1775,4503,2728,53,True,0,0,0,0.0,90,DR,Leicester,Watford,4,2,16502,2021,498043,0.131053015589714,0,1,0,0.0,0.3602960705757141,0.3602960705757141
11,0,0,8,0,1.6,209,139,2,0,1.7,15.8,2021-12-01,90,16,0,0,0,0,14,0,53117,2,2,0.0,1,1322,3443,2121,53,False,0,0,0,0.0,90,DR,Southampton,Leicester,2,2,16514,2021,499103,0.0,0,0,0,0.0,0.1940197050571441,0.1940197050571441
12,0,0,13,0,8.0,209,141,2,0,2.8,16.0,2021-12-05,90,2,0,0,0,0,15,0,50558,1,2,4.0,1,-2639,1208,3847,53,False,0,0,0,0.0,90,DR,Aston Villa,Leicester,2,1,16516,2021,500875,0.0,0,0,0,0.0,0.1461347639560699,0.1461347639560699
13,0,0,25,1,1.3,209,157,0,0,1.5,13.2,2021-12-12,90,14,0,0,0,0,16,0,51842,0,4,0.0,5,671,2692,2021,53,True,1,0,0,0.0,90,DR,Leicester,Newcastle United,4,0,16532,2021,502246,0.0,0,0,0,0.0,0.0,0.0
14,0,0,5,0,0.0,209,185,2,0,1.1,10.6,2021-12-26,45,12,0,0,0,0,19,0,47326,3,6,0.0,0,-2143,766,2909,53,False,0,0,0,0.0,42,Sub,Manchester City,Leicester,6,3,16560,2021,505116,0.0,0,0,0,0.0,1.0813000202178955,1.0813000202178955
15,0,1,27,1,10.6,209,197,0,0,4.0,27.0,2021-12-28,90,11,0,0,0,0,20,0,48329,0,1,2.0,7,100,1101,1001,53,True,0,0,0,0.0,90,DR,Leicester,Liverpool,1,0,16573,2021,505314,0.0908086076378822,0,1,0,0.0,0.1641006916761398,0.0732920840382576
16,0,2,32,1,2.3,209,293,0,1,5.0,40.4,2022-03-20,63,3,0,0,0,0,30,0,40072,1,2,7.0,14,-452,74,526,53,True,0,1,1,0.0259358882904052,65,DL,Leicester,Brentford,2,1,16668,2021,521722,0.0,0,0,1,0.0259358882904052,0.1375239640474319,0.1375239640474319
17,0,0,15,0,12.8,209,307,1,0,3.2,19.2,2022-04-02,90,13,0,0,0,0,31,0,44057,1,1,0.0,2,3679,4402,723,53,False,0,0,0,0.0,90,DL,Manchester United,Leicester,1,1,16679,2021,523030,0.0826267004013061,0,1,0,0.0,0.219520628452301,0.1368939280509948
18,0,0,2,0,0.0,209,315,0,0,0.0,0.0,2022-04-10,1,7,0,0,0,0,32,0,75534,1,2,0.0,1,30851,31895,1044,53,True,0,0,0,0.0,1,Sub,Leicester,Crystal Palace,2,1,16691,2021,525191,0.0,0,0,0,0.0,0.0,0.0
19,0,0,6,0,4.5,209,172,1,0,1.7,12.6,2022-04-20,90,8,0,0,0,0,33,0,134444,1,1,0.0,2,45764,49726,3962,53,False,0,0,0,0.0,90,DL,Everton,Leicester,1,1,16547,2021,527875,0.0,0,0,0,0.0,0.2974958121776581,0.2974958121776581
20,0,1,25,1,3.1,209,337,0,0,1.3,9.6,2022-04-23,90,2,0,0,0,0,34,0,105790,0,0,0.0,7,-14300,4121,18421,53,True,0,0,0,0.0,90,DL,Leicester,Aston Villa,0,0,16709,2021,528672,0.0,0,0,0,0.0,0.0,0.0
21,0,0,18,0,17.3,209,347,3,0,4.1,24.0,2022-05-01,90,17,0,0,0,0,35,0,101394,1,3,0.0,1,-4971,6051,11022,53,False,0,0,0,0.0,90,DC,Tottenham,Leicester,3,1,16719,2021,531030,0.0810724198818206,0,1,0,0.0,0.1691669523715973,0.0880945399403572
22,0,0,22,0,41.8,209,357,2,0,9.0,27.6,2022-05-08,90,8,0,0,0,0,36,0,114903,2,1,21.0,1,11800,16580,4780,53,True,0,0,1,0.0175052043050527,90,MR,Leicester,Everton,1,2,16729,2021,533429,0.3517945110797882,0,3,0,0.0175052043050527,0.4949500560760498,0.1430080682039261
23,0,2,34,1,28.3,209,207,0,0,5.2,22.0,2022-05-11,90,15,0,0,0,0,36,0,114903,0,3,2.0,8,11800,16580,4780,53,True,0,0,0,0.0,90,DR,Leicester,Norwich,3,0,16582,2021,534829,0.0702647641301155,0,2,0,0.0,0.2398708611726761,0.2084191739559173
24,0,0,6,0,12.2,209,368,1,0,4.9,14.8,2022-05-15,90,18,0,0,0,0,37,0,174802,5,1,22.0,2,30896,35565,4669,53,False,0,0,3,0.4139061570167541,90,DR,Watford,Leicester,1,5,16738,2021,536067,0.0242426823824644,0,1,0,0.4139061570167541,0.6264702677726746,0.274605244398117
25,0,0,11,0,2.0,209,264,1,0,3.3,30.8,2022-05-19,90,6,0,0,0,0,37,0,174802,1,1,0.0,2,30896,35565,4669,53,False,0,0,0,0.0,90,MR,Chelsea,Leicester,1,1,16639,2021,536849,0.0,0,0,0,0.0,0.0,0.0
