assists_x,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup
0,0,1,26,0,5.6,202,26,1,1,6.4,39.6,2021-08-28,90,15,0,0,0,0,3,0,13185,2,1,19.0,7,-1800,776,2576,54,False,1,1,1,0.0595482662320137,90,MR,Norwich,Leicester,1,2,16398,2021,478877,0.0,0,0,1,0.0595482662320137,0.1729694753885269,0.1134212091565132
1,0,0,8,0,36.3,202,37,1,0,4.5,9.0,2021-09-11,90,12,0,0,0,0,4,0,18889,1,0,0.0,2,3448,6809,3361,54,True,0,0,0,0.0,90,MR,Leicester,Manchester City,0,1,16409,2021,480378,0.1274729073047638,0,2,0,0.0,0.6101638078689575,0.5214464664459229
2,0,0,4,0,0.0,202,64,0,0,0.2,2.0,2021-10-03,10,7,0,0,0,0,7,0,16792,2,2,0.0,1,-2347,383,2730,54,False,0,0,0,0.0,8,Sub,Crystal Palace,Leicester,2,2,16439,2021,487018,0.0,0,0,0,0.0,0.0,0.0
3,0,0,10,0,15.1,202,113,3,0,3.8,22.8,2021-11-20,90,6,0,0,0,0,12,0,10362,3,0,0.0,2,-696,37,733,52,True,0,0,0,0.0,90,DMR,Leicester,Chelsea,0,3,16488,2021,495373,0.0093456162139773,0,1,0,0.0,0.475517064332962,0.4661714434623718
4,0,0,4,0,0.5,202,127,0,0,0.6,5.0,2021-11-28,15,18,0,0,0,0,13,0,10696,2,4,0.0,1,253,460,207,52,True,0,0,0,0.0,13,Sub,Leicester,Watford,4,2,16502,2021,498053,0.0,0,0,0,0.0,0.0,0.0
5,0,0,2,0,3.9,202,157,0,0,0.9,5.4,2021-12-12,19,14,0,0,0,0,16,0,10533,0,4,0.0,1,-98,174,272,52,True,0,0,0,0.0,17,Sub,Leicester,Newcastle United,4,0,16532,2021,502257,0.0,0,0,0,0.0,0.1197888255119323,0.1197888255119323
6,0,0,8,0,14.2,202,185,6,0,3.4,9.8,2021-12-26,90,12,0,0,0,0,19,0,10445,3,6,10.0,2,17,213,196,52,False,0,0,2,0.3552189469337463,90,DR,Manchester City,Leicester,6,3,16560,2021,505106,0.0276583433151245,0,1,0,0.3552189469337463,0.4326052367687225,0.0773863121867179
7,0,0,6,0,0.1,202,197,0,0,0.4,3.4,2021-12-28,22,11,0,0,0,0,20,0,10667,0,1,0.0,1,113,232,119,52,True,0,0,0,0.0,21,Sub,Leicester,Liverpool,1,0,16573,2021,505325,0.0,0,0,0,0.0,0.0,0.0
8,0,0,9,0,1.7,202,166,3,0,1.5,13.4,2022-01-19,90,17,0,0,0,0,22,0,11025,3,2,0.0,2,161,602,441,52,True,0,0,0,0.0,90,DMR,Leicester,Tottenham,2,3,16540,2021,509161,0.0,0,0,0,0.0,0.3843560814857483,0.3843560814857483
9,0,0,4,0,0.3,202,227,1,0,0.8,7.4,2022-01-23,26,4,0,0,0,0,23,0,10784,1,1,0.0,1,-69,129,198,52,True,0,0,0,0.0,24,Sub,Leicester,Brighton,1,1,16602,2021,510215,0.0,0,0,0,0.0,0.0,0.0
10,0,0,10,0,1.1,202,237,2,0,1.5,13.4,2022-02-10,90,11,0,0,0,0,24,0,10690,0,2,0.0,2,-136,96,232,52,False,0,0,0,0.0,90,AMR,Liverpool,Leicester,2,0,16614,2021,512301,0.0,0,0,0,0.0,0.0536000840365886,0.0536000840365886
11,1,1,23,0,29.7,202,260,2,0,6.9,31.6,2022-02-20,90,20,0,0,0,0,26,0,10684,1,2,8.0,5,-40,143,183,52,False,1,0,0,0.0,90,FWR,Wolverhampton Wanderers,Leicester,2,1,16635,2021,514977,0.9245756268501282,1,2,0,0.0,0.982876181602478,0.9497591257095336
12,0,0,8,1,19.8,202,213,0,0,2.9,8.8,2022-03-01,90,5,0,0,0,0,27,0,11079,2,0,0.0,3,192,318,126,52,False,0,0,0,0.0,90,FWR,Burnley,Leicester,0,2,16588,2021,517088,0.0687070488929748,0,1,0,0.0,0.1285845637321472,0.059877511113882
13,0,0,9,1,28.9,202,273,0,0,4.9,17.6,2022-03-05,90,10,0,0,0,0,28,0,11232,0,1,2.0,3,250,470,220,52,True,0,0,0,0.0,90,FWR,Leicester,Leeds,1,0,16648,2021,517259,0.1152248531579971,0,2,0,0.0,0.1079176142811775,0.0866704061627388
14,0,0,17,0,27.6,202,281,2,0,4.8,12.4,2022-03-13,90,1,0,0,0,0,29,0,11430,0,2,8.0,2,155,603,448,52,False,0,0,1,0.0727980956435203,90,AMR,Arsenal,Leicester,2,0,16656,2021,520352,0.0989485681056976,0,1,0,0.0727980956435203,0.0727980956435203,0.0
15,0,0,6,0,9.0,202,347,3,0,1.9,6.0,2022-05-01,90,17,0,0,0,0,35,0,11004,1,3,4.0,1,-124,104,228,52,False,1,0,0,0.0,90,DMR,Tottenham,Leicester,3,1,16719,2021,531033,0.0,0,0,0,0.0,0.1377334147691726,0.1377334147691726
16,1,0,15,0,14.8,202,368,0,0,4.3,28.6,2022-05-15,45,18,0,0,0,0,37,0,11274,5,1,0.0,4,-3,215,218,52,False,0,0,0,0.0,40,Sub,Watford,Leicester,1,5,16738,2021,536079,0.3227835893630981,1,1,0,0.0,0.3227835893630981,0.0
