,assists_x,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,5,1,26.1,233,15,0,0,11.1,6.4,2021-08-21,90,5,0,0,0,0,2,0,4181298,0,2,78.0,3,227931,258463,30532,126,True,0,0,5,0.3506585657596588,90,FWR,Liverpool,Burnley,2,0,16386,2021,476671,0.1115166917443275,0,2,0,0.3506585657596588,0.9097570776939392,0.4969667792320251
1,0,3,27,0,45.1,233,23,1,1,14.0,46.8,2021-08-28,90,6,0,0,0,0,3,0,4031662,1,1,48.0,10,-203411,89165,292576,126,True,0,1,3,0.923999845981598,90,FWR,Liverpool,Chelsea,1,1,16402,2021,479063,0.1126943379640579,0,3,0,0.1628310233354568,0.5728214383125305,0.2972961068153381
2,0,0,28,1,53.2,233,36,0,1,17.7,47.0,2021-09-12,90,10,0,0,0,0,4,0,4316524,3,0,77.0,8,126513,335798,209285,125,False,0,1,3,1.2721673250198364,90,FWR,Leeds,Liverpool,0,3,16414,2021,481196,0.370734840631485,0,4,1,1.2721673250198364,2.697953224182129,1.985102891921997
3,1,2,29,1,28.9,233,44,0,1,19.7,53.0,2021-09-18,90,7,0,0,0,0,5,0,4498374,0,3,115.0,12,121907,221690,99783,125,True,1,1,6,0.7508842945098877,90,FWR,Liverpool,Crystal Palace,3,0,16420,2021,482094,0.149784505367279,0,2,1,0.7508842945098877,0.6342996954917908,0.358143538236618
4,0,0,19,0,14.5,233,52,3,1,9.8,36.8,2021-09-25,90,3,0,0,0,0,6,0,4808143,3,3,47.0,7,243759,271173,27414,126,False,0,1,3,1.0699002742767334,90,FWR,Brentford,Liverpool,3,3,16432,2021,484990,0.0269881449639797,0,1,1,1.0699002742767334,1.5151762962341309,0.4182878732681274
5,1,3,47,0,30.2,233,66,2,1,15.7,70.2,2021-10-03,90,12,0,0,0,0,7,0,4916925,2,2,57.0,13,96385,162954,66569,126,True,0,1,3,0.2433065623044967,90,FWR,Liverpool,Manchester City,2,2,16441,2021,487415,0.6339761018753052,1,2,1,0.2433065623044967,0.4954288899898529,0.3344335854053497
6,1,2,43,1,30.5,233,80,0,1,18.6,64.0,2021-10-16,90,18,0,0,0,0,8,0,5296809,5,0,91.0,13,306885,317190,10305,127,False,0,1,5,0.4020154476165771,90,FWR,Watford,Liverpool,0,5,16455,2021,487854,0.3588493168354034,1,2,1,0.4020154476165771,1.534351825714111,0.8367952108383179
7,1,3,76,1,33.3,233,88,0,3,24.5,121.2,2021-10-24,90,13,0,0,0,0,9,0,5565682,5,0,90.0,24,247160,269688,22528,128,False,0,3,7,2.2457597255706787,90,FWR,Manchester United,Liverpool,0,5,16463,2021,490859,0.5071887373924255,1,2,3,2.2457597255706787,2.8157646656036377,0.262042373418808
8,1,0,25,0,25.1,233,94,2,0,10.4,27.6,2021-10-30,90,4,0,0,0,0,10,0,6023450,2,2,51.0,5,386195,391578,5383,129,True,0,0,2,0.1541825085878372,90,FWR,Liverpool,Brighton,2,2,16469,2021,492274,0.4641358852386474,1,2,0,0.1541825085878372,0.6691256165504456,0.1026111990213394
9,1,0,16,0,25.2,233,110,3,0,8.3,19.6,2021-11-07,90,19,0,0,0,0,11,0,6116608,2,3,38.0,5,70355,89400,19045,129,False,0,0,2,0.15524822473526,90,FWR,West Ham,Liverpool,3,2,16485,2021,494961,0.0618883669376373,1,2,0,0.15524822473526,0.2924160659313202,0.0752794742584228
10,0,0,23,1,25.1,233,114,0,1,15.8,40.0,2021-11-20,90,1,0,0,0,0,12,0,6199228,0,4,93.0,8,46997,65451,18454,130,True,0,1,4,1.1190840005874634,90,FWR,Liverpool,Arsenal,4,0,16489,2021,495936,0.5039960145950317,0,2,1,1.1190840005874634,2.5959925651550293,0.972912609577179
11,1,0,13,1,25.3,233,128,0,0,10.3,16.8,2021-11-27,90,16,0,0,0,0,13,0,6294628,0,4,61.0,6,67466,74054,6588,130,True,0,0,4,0.2187964022159576,90,FWR,Liverpool,Southampton,4,0,16503,2021,497409,0.8358548879623413,1,2,0,0.2187964022159576,0.3784596621990204,0.1185314431786537
12,0,3,42,0,5.4,233,132,1,2,14.4,69.2,2021-12-01,90,8,0,0,0,0,14,0,6310003,4,1,69.0,15,4839,24856,20017,130,False,0,2,5,1.5849027633666992,90,FWR,Everton,Liverpool,1,4,16507,2021,499368,0.0,0,0,2,1.5849027633666992,1.9853050708770752,0.400402307510376
13,1,0,12,1,39.8,233,150,0,0,9.7,25.8,2021-12-04,90,20,0,0,0,0,15,0,6375874,1,0,31.0,6,44723,53975,9252,130,False,0,0,2,0.1104414090514183,90,FWR,Wolverhampton Wanderers,Liverpool,0,1,16525,2021,499936,0.7075071334838867,1,3,0,0.1104414090514183,0.7081094980239868,0.0653127431869506
14,0,0,21,1,10.2,233,158,0,1,15.2,39.2,2021-12-11,90,2,0,0,0,0,16,0,6414019,0,1,103.0,8,15912,35805,19893,131,True,0,1,6,1.0233900547027588,90,FWR,Liverpool,Aston Villa,1,0,16533,2021,501648,0.0,0,0,0,0.2622212171554565,0.9665035009384156,0.7042823433876038
15,0,1,23,0,20.2,233,169,1,1,10.5,31.2,2021-12-16,73,14,0,0,0,0,17,0,6467029,1,3,54.0,8,33457,38580,5123,131,True,0,1,4,0.8645061254501343,76,FWR,Liverpool,Newcastle United,3,1,16544,2021,503364,0.126937597990036,0,1,1,0.8645061254501343,1.0349363088607788,0.0729532614350318
16,0,0,8,0,35.3,233,177,2,0,8.6,10.4,2021-12-19,90,17,0,0,0,0,18,0,6483921,2,2,40.0,2,14144,29513,15369,131,False,0,0,2,0.0984027162194252,90,FWR,Tottenham,Liverpool,2,2,16552,2021,504163,0.0840377286076545,0,3,0,0.0984027162194252,0.1649326533079147,0.0
17,0,0,-5,0,27.2,233,197,1,0,10.9,12.6,2021-12-28,90,9,0,1,0,0,20,0,5847988,0,1,69.0,0,97503,139973,42470,130,False,0,0,5,1.9229819774627688,90,FWR,Leicester,Liverpool,1,0,16573,2021,505335,0.1583215296268463,0,2,0,1.1618131399154663,0.1970865279436111,0.0
18,0,0,25,0,28.5,233,203,2,1,14.0,46.0,2022-01-02,90,6,0,0,0,0,21,0,5447666,2,2,65.0,7,-259533,52331,311864,129,False,0,1,4,0.8584128022193909,90,FWR,Chelsea,Liverpool,2,2,16578,2021,505726,0.1400151997804641,0,2,1,0.8584128022193909,0.974542498588562,0.1161296814680099
19,0,0,0,0,12.8,233,237,0,0,10.3,11.6,2022-02-10,30,9,0,0,0,0,24,0,3394696,0,2,79.0,1,158539,299090,140551,127,True,0,0,4,0.6145926713943481,28,Sub,Liverpool,Leicester,2,0,16614,2021,512291,0.2845952212810516,0,1,0,0.6145926713943481,0.8991878628730774,0.0
