,assists_x,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup
0,0,0,-3,0,12.0,357,17,0,0,3.3,4.4,2021-08-22,18,20,0,0,0,0,2,0,612275,1,0,17.0,0,-394112,9677,403789,124,False,1,0,1,0.4530386328697204,13,Sub,Wolverhampton Wanderers,Tottenham,0,1,16393,2021,477584,0.1584671139717102,0,1,0,0.4530386328697204,0.6115057468414307,0.0
1,0,0,2,1,24.2,357,27,0,0,6.4,11.2,2021-08-29,90,18,0,0,0,0,3,0,664425,0,1,29.0,1,-317,138421,138738,123,True,1,0,1,0.1135134175419807,90,FW,Tottenham,Watford,1,0,16404,2021,479401,0.1751084178686142,0,2,0,0.1135134175419807,0.211899533867836,0.0367911197245121
2,0,0,8,0,2.3,357,34,3,0,1.6,13.8,2021-09-11,90,7,0,0,0,0,4,0,680349,0,3,0.0,2,-9460,180122,189582,123,False,0,0,0,0.0,90,FW,Crystal Palace,Tottenham,3,0,16406,2021,480044,0.0,0,0,0,0.0,0.0284286718815565,0.0284286718815565
3,0,0,6,0,3.8,357,48,3,0,3.0,7.2,2021-09-19,90,6,0,0,0,0,5,0,497833,3,0,19.0,2,-178607,10314,188921,122,True,0,0,2,0.1313477605581283,90,AMC,Tottenham,Chelsea,0,3,16425,2021,482924,0.0,0,0,0,0.1313477605581283,0.0267321001738309,0.0
4,0,0,-6,0,1.4,357,51,3,0,3.2,0.0,2021-09-26,90,1,0,0,0,0,6,0,448603,1,3,34.0,2,-59639,12665,72304,121,False,0,0,5,0.4531903862953186,90,FW,Arsenal,Tottenham,3,1,16434,2021,485636,0.0,0,0,0,0.4531903862953186,0.374123752117157,0.0
5,0,0,0,0,16.0,357,68,1,0,9.8,13.6,2021-10-03,90,2,0,0,0,0,7,0,422877,1,2,68.0,2,-31361,15642,47003,121,True,0,0,6,0.3855188488960266,90,FW,Tottenham,Aston Villa,2,1,16443,2021,487029,0.4056349396705627,0,1,0,0.3855188488960266,0.8623443245887756,0.152643620967865
6,1,3,42,0,28.4,357,77,2,1,11.7,53.6,2021-10-17,90,14,0,0,0,0,8,0,419835,3,2,35.0,12,-6630,23217,29847,121,False,0,1,2,0.3742572963237762,90,FW,Newcastle United,Tottenham,2,3,16452,2021,489087,0.7483238577842712,1,2,1,0.3742572963237762,1.0811268091201782,0.0385827608406543
7,0,0,5,0,4.5,357,90,1,0,3.8,8.0,2021-10-24,90,19,0,0,0,0,9,0,563973,0,1,25.0,2,137495,152065,14570,121,False,0,0,1,0.0497316867113113,90,FW,West Ham,Tottenham,1,0,16465,2021,490527,0.0,0,0,0,0.0497316867113113,0.0497316867113113,0.0
8,0,0,2,0,3.9,357,98,3,0,3.3,5.2,2021-10-30,90,13,0,0,0,0,10,0,556568,3,0,24.0,2,-4202,44187,48389,121,True,0,0,1,0.0603380687534809,90,FW,Tottenham,Manchester United,0,3,16473,2021,492542,0.0,0,0,0,0.0603380687534809,0.0603380687534809,0.0
9,0,0,11,1,19.7,357,106,0,0,5.3,5.4,2021-11-07,90,8,0,0,0,0,11,0,615973,0,0,28.0,2,50557,85704,35147,121,False,0,0,2,0.1116787940263748,90,FW,Everton,Tottenham,0,0,16481,2021,494609,0.3463995158672333,0,1,0,0.1116787940263748,0.5811830759048462,0.1231047883629798
10,0,0,-2,0,3.9,357,118,1,0,10.4,17.4,2021-11-21,90,10,0,0,0,0,12,0,926879,1,2,83.0,2,298279,322041,23762,122,True,0,0,4,0.6406407356262207,90,FW,Tottenham,Leeds,2,1,16493,2021,496607,0.0,0,0,0,0.6406407356262207,0.6406407356262207,0.0
