scoreline,scoreline_odds,contest,Outcome
4-4,100/1,Chelsea v Bournemouth,Draw
1-0,40/1,Chelsea v Bournemouth,Bournemouth Win
2-0,55/1,Chelsea v Bournemouth,Bournemouth Win
2-1,22/1,Chelsea v Bournemouth,Bournemouth Win
3-0,100/1,Chelsea v Bournemouth,Bournemouth Win
3-1,45/1,Chelsea v Bournemouth,Bournemouth Win
3-2,33/1,Chelsea v Bournemouth,Bournemouth Win
4-0,200/1,Chelsea v Bournemouth,Bournemouth Win
4-1,100/1,Chelsea v Bournemouth,Bournemouth Win
4-2,80/1,Chelsea v Bournemouth,Bournemouth Win
4-3,90/1,Chelsea v Bournemouth,Bournemouth Win
5-0,300/1,Chelsea v Bournemouth,Bournemouth Win
5-1,200/1,Chelsea v Bournemouth,Bournemouth Win
5-2,200/1,Chelsea v Bournemouth,Bournemouth Win
6-0,300/1,Chelsea v Bournemouth,Bournemouth Win
6-1,300/1,Chelsea v Bournemouth,Bournemouth Win
6-2,300/1,Chelsea v Bournemouth,Bournemouth Win
7-0,400/1,Chelsea v Bournemouth,Bournemouth Win
7-1,400/1,Chelsea v Bournemouth,Bournemouth Win
8-0,400/1,Chelsea v Bournemouth,Bournemouth Win
9-0,300/1,Chelsea v Bournemouth,Bournemouth Win
1-0,18/1,Liverpool v Wolves,Liverpool Win
2-0,10/1,Liverpool v Wolves,Liverpool Win
2-1,11/1,Liverpool v Wolves,Liverpool Win
3-0,17/2,Liverpool v Wolves,Liverpool Win
3-1,10/1,Liverpool v Wolves,Liverpool Win
3-2,22/1,Liverpool v Wolves,Liverpool Win
4-0,10/1,Liverpool v Wolves,Liverpool Win
4-1,11/1,Liverpool v Wolves,Liverpool Win
4-2,25/1,Liverpool v Wolves,Liverpool Win
4-3,70/1,Liverpool v Wolves,Liverpool Win
5-0,16/1,Liverpool v Wolves,Liverpool Win
5-1,16/1,Liverpool v Wolves,Liverpool Win
5-2,35/1,Liverpool v Wolves,Liverpool Win
6-0,28/1,Liverpool v Wolves,Liverpool Win
6-1,28/1,Liverpool v Wolves,Liverpool Win
6-2,60/1,Liverpool v Wolves,Liverpool Win
7-0,50/1,Liverpool v Wolves,Liverpool Win
7-1,55/1,Liverpool v Wolves,Liverpool Win
8-0,100/1,Liverpool v Wolves,Liverpool Win
9-0,200/1,Liverpool v Wolves,Liverpool Win
10-0,250/1,Liverpool v Wolves,Liverpool Win
0-0,60/1,Liverpool v Wolves,Draw
1-1,20/1,Liverpool v Wolves,Draw
2-2,28/1,Liverpool v Wolves,Draw
3-3,70/1,Liverpool v Wolves,Draw
4-4,200/1,Liverpool v Wolves,Draw
1-0,66/1,Liverpool v Wolves,Wolves Win
2-0,125/1,Liverpool v Wolves,Wolves Win
2-1,45/1,Liverpool v Wolves,Wolves Win
3-0,250/1,Liverpool v Wolves,Wolves Win
3-1,125/1,Liverpool v Wolves,Wolves Win
3-2,80/1,Liverpool v Wolves,Wolves Win
4-0,300/1,Liverpool v Wolves,Wolves Win
4-1,250/1,Liverpool v Wolves,Wolves Win
4-2,200/1,Liverpool v Wolves,Wolves Win
4-3,200/1,Liverpool v Wolves,Wolves Win
5-0,300/1,Liverpool v Wolves,Wolves Win
5-1,300/1,Liverpool v Wolves,Wolves Win
5-2,300/1,Liverpool v Wolves,Wolves Win
6-0,300/1,Liverpool v Wolves,Wolves Win
6-1,300/1,Liverpool v Wolves,Wolves Win
6-2,300/1,Liverpool v Wolves,Wolves Win
7-0,300/1,Liverpool v Wolves,Wolves Win
7-1,300/1,Liverpool v Wolves,Wolves Win
8-0,300/1,Liverpool v Wolves,Wolves Win
1-0,16/1,Luton v Fulham,Luton Win
2-0,20/1,Luton v Fulham,Luton Win
2-1,11/1,Luton v Fulham,Luton Win
3-0,35/1,Luton v Fulham,Luton Win
3-1,20/1,Luton v Fulham,Luton Win
3-2,22/1,Luton v Fulham,Luton Win
4-0,80/1,Luton v Fulham,Luton Win
4-1,50/1,Luton v Fulham,Luton Win
4-2,50/1,Luton v Fulham,Luton Win
4-3,80/1,Luton v Fulham,Luton Win
5-0,200/1,Luton v Fulham,Luton Win
5-1,125/1,Luton v Fulham,Luton Win
5-2,125/1,Luton v Fulham,Luton Win
6-0,300/1,Luton v Fulham,Luton Win
6-1,250/1,Luton v Fulham,Luton Win
6-2,250/1,Luton v Fulham,Luton Win
7-0,300/1,Luton v Fulham,Luton Win
7-1,300/1,Luton v Fulham,Luton Win
8-0,400/1,Luton v Fulham,Luton Win
9-0,400/1,Luton v Fulham,Luton Win
10-0,400/1,Luton v Fulham,Luton Win
0-0,25/1,Luton v Fulham,Draw
1-1,15/2,Luton v Fulham,Draw
2-2,10/1,Luton v Fulham,Draw
3-3,33/1,Luton v Fulham,Draw
4-4,125/1,Luton v Fulham,Draw
1-0,14/1,Luton v Fulham,Fulham Win
2-0,16/1,Luton v Fulham,Fulham Win
2-1,9/1,Luton v Fulham,Fulham Win
3-0,25/1,Luton v Fulham,Fulham Win
3-1,16/1,Luton v Fulham,Fulham Win
3-2,20/1,Luton v Fulham,Fulham Win
4-0,50/1,Luton v Fulham,Fulham Win
4-1,33/1,Luton v Fulham,Fulham Win
4-2,40/1,Luton v Fulham,Fulham Win
4-3,70/1,Luton v Fulham,Fulham Win
5-0,100/1,Luton v Fulham,Fulham Win
5-1,80/1,Luton v Fulham,Fulham Win
5-2,90/1,Luton v Fulham,Fulham Win
6-0,200/1,Luton v Fulham,Fulham Win
6-1,150/1,Luton v Fulham,Fulham Win
6-2,200/1,Luton v Fulham,Fulham Win
7-0,300/1,Luton v Fulham,Fulham Win
7-1,250/1,Luton v Fulham,Fulham Win
8-0,400/1,Luton v Fulham,Fulham Win
9-0,400/1,Luton v Fulham,Fulham Win
10-0,400/1,Luton v Fulham,Fulham Win
1-0,18/1,Man City v West Ham,Man City Win
2-0,10/1,Man City v West Ham,Man City Win
2-1,12/1,Man City v West Ham,Man City Win
3-0,15/2,Man City v West Ham,Man City Win
3-1,10/1,Man City v West Ham,Man City Win
3-2,28/1,Man City v West Ham,Man City Win
4-0,17/2,Man City v West Ham,Man City Win
4-1,11/1,Man City v West Ham,Man City Win
4-2,28/1,Man City v West Ham,Man City Win
4-3,100/1,Man City v West Ham,Man City Win
5-0,12/1,Man City v West Ham,Man City Win
5-1,16/1,Man City v West Ham,Man City Win
5-2,40/1,Man City v West Ham,Man City Win
6-0,20/1,Man City v West Ham,Man City Win
6-1,25/1,Man City v West Ham,Man City Win
6-2,60/1,Man City v West Ham,Man City Win
7-0,35/1,Man City v West Ham,Man City Win
7-1,45/1,Man City v West Ham,Man City Win
8-0,70/1,Man City v West Ham,Man City Win
9-0,125/1,Man City v West Ham,Man City Win
10-0,250/1,Man City v West Ham,Man City Win
0-0,65/1,Man City v West Ham,Draw
1-1,25/1,Man City v West Ham,Draw
2-2,35/1,Man City v West Ham,Draw
3-3,90/1,Man City v West Ham,Draw
4-4,250/1,Man City v West Ham,Draw
1-0,80/1,Man City v West Ham,West Ham Win
2-0,150/1,Man City v West Ham,West Ham Win
2-1,60/1,Man City v West Ham,West Ham Win
3-0,300/1,Man City v West Ham,West Ham Win
3-1,150/1,Man City v West Ham,West Ham Win
3-2,100/1,Man City v West Ham,West Ham Win
4-0,300/1,Man City v West Ham,West Ham Win
4-1,300/1,Man City v West Ham,West Ham Win
4-2,250/1,Man City v West Ham,West Ham Win
4-3,250/1,Man City v West Ham,West Ham Win
5-0,400/1,Man City v West Ham,West Ham Win
5-1,400/1,Man City v West Ham,West Ham Win
5-2,300/1,Man City v West Ham,West Ham Win
6-0,400/1,Man City v West Ham,West Ham Win
6-1,400/1,Man City v West Ham,West Ham Win
6-2,400/1,Man City v West Ham,West Ham Win
7-0,400/1,Man City v West Ham,West Ham Win
7-1,400/1,Man City v West Ham,West Ham Win
