scoreline,scoreline_odds,contest,Outcome
10-0,250/1,Burnley v Brighton,Brighton Win
1-0,12/1,Man City v Luton,Man City Win
2-0,7/1,Man City v Luton,Man City Win
2-1,12/1,Man City v Luton,Man City Win
3-0,6/1,Man City v Luton,Man City Win
3-1,10/1,Man City v Luton,Man City Win
3-2,33/1,Man City v Luton,Man City Win
4-0,15/2,Man City v Luton,Man City Win
4-1,12/1,Man City v Luton,Man City Win
4-2,35/1,Man City v Luton,Man City Win
4-3,100/1,Man City v Luton,Man City Win
5-0,11/1,Man City v Luton,Man City Win
5-1,18/1,Man City v Luton,Man City Win
5-2,50/1,Man City v Luton,Man City Win
6-0,20/1,Man City v Luton,Man City Win
6-1,33/1,Man City v Luton,Man City Win
6-2,80/1,Man City v Luton,Man City Win
7-0,40/1,Man City v Luton,Man City Win
7-1,55/1,Man City v Luton,Man City Win
8-0,80/1,Man City v Luton,Man City Win
9-0,125/1,Man City v Luton,Man City Win
10-0,200/1,Man City v Luton,Man City Win
0-0,40/1,Man City v Luton,Draw
1-1,22/1,Man City v Luton,Draw
2-2,40/1,Man City v Luton,Draw
3-3,100/1,Man City v Luton,Draw
4-4,200/1,Man City v Luton,Draw
1-0,60/1,Man City v Luton,Luton Win
2-0,125/1,Man City v Luton,Luton Win
2-1,60/1,Man City v Luton,Luton Win
3-0,200/1,Man City v Luton,Luton Win
3-1,150/1,Man City v Luton,Luton Win
3-2,125/1,Man City v Luton,Luton Win
4-0,250/1,Man City v Luton,Luton Win
4-1,200/1,Man City v Luton,Luton Win
4-2,200/1,Man City v Luton,Luton Win
4-3,200/1,Man City v Luton,Luton Win
5-0,250/1,Man City v Luton,Luton Win
5-1,250/1,Man City v Luton,Luton Win
5-2,250/1,Man City v Luton,Luton Win
6-0,250/1,Man City v Luton,Luton Win
6-1,250/1,Man City v Luton,Luton Win
6-2,250/1,Man City v Luton,Luton Win
7-0,250/1,Man City v Luton,Luton Win
7-1,250/1,Man City v Luton,Luton Win
1-0,8/1,Nottingham Forest v Wolves,Nottingham Forest Win
2-0,10/1,Nottingham Forest v Wolves,Nottingham Forest Win
2-1,17/2,Nottingham Forest v Wolves,Nottingham Forest Win
3-0,20/1,Nottingham Forest v Wolves,Nottingham Forest Win
3-1,16/1,Nottingham Forest v Wolves,Nottingham Forest Win
3-2,28/1,Nottingham Forest v Wolves,Nottingham Forest Win
4-0,45/1,Nottingham Forest v Wolves,Nottingham Forest Win
4-1,40/1,Nottingham Forest v Wolves,Nottingham Forest Win
4-2,60/1,Nottingham Forest v Wolves,Nottingham Forest Win
4-3,125/1,Nottingham Forest v Wolves,Nottingham Forest Win
5-0,100/1,Nottingham Forest v Wolves,Nottingham Forest Win
5-1,100/1,Nottingham Forest v Wolves,Nottingham Forest Win
5-2,125/1,Nottingham Forest v Wolves,Nottingham Forest Win
6-0,200/1,Nottingham Forest v Wolves,Nottingham Forest Win
6-1,200/1,Nottingham Forest v Wolves,Nottingham Forest Win
6-2,200/1,Nottingham Forest v Wolves,Nottingham Forest Win
7-0,250/1,Nottingham Forest v Wolves,Nottingham Forest Win
7-1,250/1,Nottingham Forest v Wolves,Nottingham Forest Win
8-0,250/1,Nottingham Forest v Wolves,Nottingham Forest Win
9-0,250/1,Nottingham Forest v Wolves,Nottingham Forest Win
10-0,250/1,Nottingham Forest v Wolves,Nottingham Forest Win
0-0,12/1,Nottingham Forest v Wolves,Draw
1-1,11/2,Nottingham Forest v Wolves,Draw
2-2,14/1,Nottingham Forest v Wolves,Draw
3-3,55/1,Nottingham Forest v Wolves,Draw
4-4,200/1,Nottingham Forest v Wolves,Draw
1-0,10/1,Nottingham Forest v Wolves,Wolves Win
2-0,18/1,Nottingham Forest v Wolves,Wolves Win
2-1,11/1,Nottingham Forest v Wolves,Wolves Win
3-0,40/1,Nottingham Forest v Wolves,Wolves Win
3-1,28/1,Nottingham Forest v Wolves,Wolves Win
3-2,33/1,Nottingham Forest v Wolves,Wolves Win
4-0,100/1,Nottingham Forest v Wolves,Wolves Win
4-1,70/1,Nottingham Forest v Wolves,Wolves Win
4-2,90/1,Nottingham Forest v Wolves,Wolves Win
4-3,125/1,Nottingham Forest v Wolves,Wolves Win
5-0,200/1,Nottingham Forest v Wolves,Wolves Win
5-1,150/1,Nottingham Forest v Wolves,Wolves Win
5-2,200/1,Nottingham Forest v Wolves,Wolves Win
6-0,250/1,Nottingham Forest v Wolves,Wolves Win
6-1,250/1,Nottingham Forest v Wolves,Wolves Win
6-2,250/1,Nottingham Forest v Wolves,Wolves Win
7-0,250/1,Nottingham Forest v Wolves,Wolves Win
7-1,250/1,Nottingham Forest v Wolves,Wolves Win
8-0,250/1,Nottingham Forest v Wolves,Wolves Win
9-0,250/1,Nottingham Forest v Wolves,Wolves Win
1-0,16/1,Bournemouth v Man Utd,Bournemouth Win
2-0,18/1,Bournemouth v Man Utd,Bournemouth Win
2-1,10/1,Bournemouth v Man Utd,Bournemouth Win
3-0,28/1,Bournemouth v Man Utd,Bournemouth Win
3-1,16/1,Bournemouth v Man Utd,Bournemouth Win
3-2,20/1,Bournemouth v Man Utd,Bournemouth Win
4-0,60/1,Bournemouth v Man Utd,Bournemouth Win
4-1,35/1,Bournemouth v Man Utd,Bournemouth Win
4-2,40/1,Bournemouth v Man Utd,Bournemouth Win
4-3,65/1,Bournemouth v Man Utd,Bournemouth Win
5-0,125/1,Bournemouth v Man Utd,Bournemouth Win
5-1,80/1,Bournemouth v Man Utd,Bournemouth Win
5-2,90/1,Bournemouth v Man Utd,Bournemouth Win
6-0,200/1,Bournemouth v Man Utd,Bournemouth Win
6-1,150/1,Bournemouth v Man Utd,Bournemouth Win
6-2,150/1,Bournemouth v Man Utd,Bournemouth Win
7-0,250/1,Bournemouth v Man Utd,Bournemouth Win
7-1,250/1,Bournemouth v Man Utd,Bournemouth Win
8-0,250/1,Bournemouth v Man Utd,Bournemouth Win
9-0,250/1,Bournemouth v Man Utd,Bournemouth Win
10-0,250/1,Bournemouth v Man Utd,Bournemouth Win
0-0,25/1,Bournemouth v Man Utd,Draw
1-1,15/2,Bournemouth v Man Utd,Draw
2-2,10/1,Bournemouth v Man Utd,Draw
3-3,28/1,Bournemouth v Man Utd,Draw
4-4,100/1,Bournemouth v Man Utd,Draw
1-0,14/1,Bournemouth v Man Utd,Man Utd Win
2-0,16/1,Bournemouth v Man Utd,Man Utd Win
2-1,10/1,Bournemouth v Man Utd,Man Utd Win
3-0,28/1,Bournemouth v Man Utd,Man Utd Win
3-1,16/1,Bournemouth v Man Utd,Man Utd Win
3-2,18/1,Bournemouth v Man Utd,Man Utd Win
4-0,55/1,Bournemouth v Man Utd,Man Utd Win
4-1,35/1,Bournemouth v Man Utd,Man Utd Win
4-2,40/1,Bournemouth v Man Utd,Man Utd Win
4-3,65/1,Bournemouth v Man Utd,Man Utd Win
5-0,125/1,Bournemouth v Man Utd,Man Utd Win
5-1,80/1,Bournemouth v Man Utd,Man Utd Win
5-2,90/1,Bournemouth v Man Utd,Man Utd Win
6-0,200/1,Bournemouth v Man Utd,Man Utd Win
6-1,150/1,Bournemouth v Man Utd,Man Utd Win
6-2,150/1,Bournemouth v Man Utd,Man Utd Win
7-0,250/1,Bournemouth v Man Utd,Man Utd Win
7-1,250/1,Bournemouth v Man Utd,Man Utd Win
8-0,250/1,Bournemouth v Man Utd,Man Utd Win
9-0,250/1,Bournemouth v Man Utd,Man Utd Win
10-0,250/1,Bournemouth v Man Utd,Man Utd Win
1-0,9/1,Liverpool v Crystal Palace,Liverpool Win
2-0,6/1,Liverpool v Crystal Palace,Liverpool Win
2-1,17/2,Liverpool v Crystal Palace,Liverpool Win
3-0,7/1,Liverpool v Crystal Palace,Liverpool Win
3-1,10/1,Liverpool v Crystal Palace,Liverpool Win
3-2,25/1,Liverpool v Crystal Palace,Liverpool Win
4-0,11/1,Liverpool v Crystal Palace,Liverpool Win
4-1,14/1,Liverpool v Crystal Palace,Liverpool Win
4-2,35/1,Liverpool v Crystal Palace,Liverpool Win
4-3,100/1,Liverpool v Crystal Palace,Liverpool Win
5-0,20/1,Liverpool v Crystal Palace,Liverpool Win
5-1,25/1,Liverpool v Crystal Palace,Liverpool Win
5-2,55/1,Liverpool v Crystal Palace,Liverpool Win
6-0,40/1,Liverpool v Crystal Palace,Liverpool Win
6-1,50/1,Liverpool v Crystal Palace,Liverpool Win
6-2,100/1,Liverpool v Crystal Palace,Liverpool Win
7-0,80/1,Liverpool v Crystal Palace,Liverpool Win
7-1,90/1,Liverpool v Crystal Palace,Liverpool Win
8-0,150/1,Liverpool v Crystal Palace,Liverpool Win
9-0,200/1,Liverpool v Crystal Palace,Liverpool Win
10-0,200/1,Liverpool v Crystal Palace,Liverpool Win
0-0,28/1,Liverpool v Crystal Palace,Draw
1-1,14/1,Liverpool v Crystal Palace,Draw
2-2,25/1,Liverpool v Crystal Palace,Draw
3-3,80/1,Liverpool v Crystal Palace,Draw
4-4,200/1,Liverpool v Crystal Palace,Draw
1-0,40/1,Liverpool v Crystal Palace,Crystal Palace Win
2-0,80/1,Liverpool v Crystal Palace,Crystal Palace Win
2-1,35/1,Liverpool v Crystal Palace,Crystal Palace Win
3-0,150/1,Liverpool v Crystal Palace,Crystal Palace Win
3-1,100/1,Liverpool v Crystal Palace,Crystal Palace Win
3-2,80/1,Liverpool v Crystal Palace,Crystal Palace Win
4-0,200/1,Liverpool v Crystal Palace,Crystal Palace Win
4-1,200/1,Liverpool v Crystal Palace,Crystal Palace Win
4-2,200/1,Liverpool v Crystal Palace,Crystal Palace Win
4-3,200/1,Liverpool v Crystal Palace,Crystal Palace Win
5-0,200/1,Liverpool v Crystal Palace,Crystal Palace Win
5-1,200/1,Liverpool v Crystal Palace,Crystal Palace Win
5-2,200/1,Liverpool v Crystal Palace,Crystal Palace Win
6-0,200/1,Liverpool v Crystal Palace,Crystal Palace Win
6-1,200/1,Liverpool v Crystal Palace,Crystal Palace Win
6-2,200/1,Liverpool v Crystal Palace,Crystal Palace Win
7-0,250/1,Liverpool v Crystal Palace,Crystal Palace Win
7-1,250/1,Liverpool v Crystal Palace,Crystal Palace Win
1-0,10/1,West Ham v Fulham,West Ham Win
2-0,14/1,West Ham v Fulham,West Ham Win
2-1,9/1,West Ham v Fulham,West Ham Win
3-0,25/1,West Ham v Fulham,West Ham Win
3-1,18/1,West Ham v Fulham,West Ham Win
3-2,25/1,West Ham v Fulham,West Ham Win
4-0,55/1,West Ham v Fulham,West Ham Win
4-1,40/1,West Ham v Fulham,West Ham Win
4-2,55/1,West Ham v Fulham,West Ham Win
4-3,90/1,West Ham v Fulham,West Ham Win
5-0,125/1,West Ham v Fulham,West Ham Win
5-1,100/1,West Ham v Fulham,West Ham Win
5-2,125/1,West Ham v Fulham,West Ham Win
6-0,200/1,West Ham v Fulham,West Ham Win
6-1,200/1,West Ham v Fulham,West Ham Win
6-2,200/1,West Ham v Fulham,West Ham Win
7-0,250/1,West Ham v Fulham,West Ham Win
7-1,250/1,West Ham v Fulham,West Ham Win
8-0,250/1,West Ham v Fulham,West Ham Win
9-0,250/1,West Ham v Fulham,West Ham Win
10-0,250/1,West Ham v Fulham,West Ham Win
0-0,14/1,West Ham v Fulham,Draw
1-1,6/1,West Ham v Fulham,Draw
2-2,11/1,West Ham v Fulham,Draw
3-3,40/1,West Ham v Fulham,Draw
4-4,150/1,West Ham v Fulham,Draw
1-0,11/1,West Ham v Fulham,Fulham Win
2-0,16/1,West Ham v Fulham,Fulham Win
2-1,10/1,West Ham v Fulham,Fulham Win
3-0,33/1,West Ham v Fulham,Fulham Win
3-1,20/1,West Ham v Fulham,Fulham Win
3-2,25/1,West Ham v Fulham,Fulham Win
4-0,70/1,West Ham v Fulham,Fulham Win
4-1,50/1,West Ham v Fulham,Fulham Win
4-2,65/1,West Ham v Fulham,Fulham Win
4-3,100/1,West Ham v Fulham,Fulham Win
5-0,150/1,West Ham v Fulham,Fulham Win
5-1,125/1,West Ham v Fulham,Fulham Win
5-2,150/1,West Ham v Fulham,Fulham Win
6-0,250/1,West Ham v Fulham,Fulham Win
6-1,200/1,West Ham v Fulham,Fulham Win
6-2,250/1,West Ham v Fulham,Fulham Win
7-0,250/1,West Ham v Fulham,Fulham Win
7-1,250/1,West Ham v Fulham,Fulham Win
8-0,250/1,West Ham v Fulham,Fulham Win
9-0,250/1,West Ham v Fulham,Fulham Win
10-0,250/1,West Ham v Fulham,Fulham Win
1-0,17/2,Arsenal v Aston Villa,Arsenal Win
2-0,6/1,Arsenal v Aston Villa,Arsenal Win
2-1,17/2,Arsenal v Aston Villa,Arsenal Win
3-0,15/2,Arsenal v Aston Villa,Arsenal Win
3-1,10/1,Arsenal v Aston Villa,Arsenal Win
3-2,25/1,Arsenal v Aston Villa,Arsenal Win
4-0,12/1,Arsenal v Aston Villa,Arsenal Win
4-1,16/1,Arsenal v Aston Villa,Arsenal Win
4-2,35/1,Arsenal v Aston Villa,Arsenal Win
4-3,100/1,Arsenal v Aston Villa,Arsenal Win
5-0,22/1,Arsenal v Aston Villa,Arsenal Win
5-1,28/1,Arsenal v Aston Villa,Arsenal Win
5-2,60/1,Arsenal v Aston Villa,Arsenal Win
6-0,45/1,Arsenal v Aston Villa,Arsenal Win
6-1,55/1,Arsenal v Aston Villa,Arsenal Win
6-2,100/1,Arsenal v Aston Villa,Arsenal Win
7-0,90/1,Arsenal v Aston Villa,Arsenal Win
7-1,100/1,Arsenal v Aston Villa,Arsenal Win
8-0,150/1,Arsenal v Aston Villa,Arsenal Win
9-0,200/1,Arsenal v Aston Villa,Arsenal Win
10-0,250/1,Arsenal v Aston Villa,Arsenal Win
0-0,22/1,Arsenal v Aston Villa,Draw
1-1,12/1,Arsenal v Aston Villa,Draw
2-2,22/1,Arsenal v Aston Villa,Draw
3-3,80/1,Arsenal v Aston Villa,Draw
4-4,200/1,Arsenal v Aston Villa,Draw
1-0,33/1,Arsenal v Aston Villa,Aston Villa Win
2-0,70/1,Arsenal v Aston Villa,Aston Villa Win
2-1,33/1,Arsenal v Aston Villa,Aston Villa Win
3-0,150/1,Arsenal v Aston Villa,Aston Villa Win
3-1,90/1,Arsenal v Aston Villa,Aston Villa Win
3-2,80/1,Arsenal v Aston Villa,Aston Villa Win
4-0,200/1,Arsenal v Aston Villa,Aston Villa Win
4-1,200/1,Arsenal v Aston Villa,Aston Villa Win
4-2,150/1,Arsenal v Aston Villa,Aston Villa Win
4-3,200/1,Arsenal v Aston Villa,Aston Villa Win
5-0,250/1,Arsenal v Aston Villa,Aston Villa Win
5-1,250/1,Arsenal v Aston Villa,Aston Villa Win
5-2,250/1,Arsenal v Aston Villa,Aston Villa Win
6-0,250/1,Arsenal v Aston Villa,Aston Villa Win
6-1,250/1,Arsenal v Aston Villa,Aston Villa Win
6-2,250/1,Arsenal v Aston Villa,Aston Villa Win
7-0,250/1,Arsenal v Aston Villa,Aston Villa Win
7-1,250/1,Arsenal v Aston Villa,Aston Villa Win
8-0,250/1,Arsenal v Aston Villa,Aston Villa Win
1-0,17/2,Chelsea v Everton,Chelsea Win
2-0,17/2,Chelsea v Everton,Chelsea Win
2-1,15/2,Chelsea v Everton,Chelsea Win
3-0,12/1,Chelsea v Everton,Chelsea Win
3-1,11/1,Chelsea v Everton,Chelsea Win
3-2,20/1,Chelsea v Everton,Chelsea Win
4-0,25/1,Chelsea v Everton,Chelsea Win
4-1,22/1,Chelsea v Everton,Chelsea Win
4-2,40/1,Chelsea v Everton,Chelsea Win
4-3,80/1,Chelsea v Everton,Chelsea Win
5-0,55/1,Chelsea v Everton,Chelsea Win
5-1,50/1,Chelsea v Everton,Chelsea Win
5-2,80/1,Chelsea v Everton,Chelsea Win
6-0,125/1,Chelsea v Everton,Chelsea Win
6-1,100/1,Chelsea v Everton,Chelsea Win
6-2,150/1,Chelsea v Everton,Chelsea Win
7-0,200/1,Chelsea v Everton,Chelsea Win
7-1,200/1,Chelsea v Everton,Chelsea Win
8-0,250/1,Chelsea v Everton,Chelsea Win
9-0,250/1,Chelsea v Everton,Chelsea Win
10-0,250/1,Chelsea v Everton,Chelsea Win
0-0,18/1,Chelsea v Everton,Draw
1-1,7/1,Chelsea v Everton,Draw
2-2,14/1,Chelsea v Everton,Draw
3-3,50/1,Chelsea v Everton,Draw
4-4,150/1,Chelsea v Everton,Draw
1-0,18/1,Chelsea v Everton,Everton Win
2-0,33/1,Chelsea v Everton,Everton Win
2-1,16/1,Chelsea v Everton,Everton Win
3-0,70/1,Chelsea v Everton,Everton Win
3-1,40/1,Chelsea v Everton,Everton Win
3-2,40/1,Chelsea v Everton,Everton Win
4-0,150/1,Chelsea v Everton,Everton Win
4-1,100/1,Chelsea v Everton,Everton Win
4-2,100/1,Chelsea v Everton,Everton Win
4-3,125/1,Chelsea v Everton,Everton Win
5-0,200/1,Chelsea v Everton,Everton Win
5-1,200/1,Chelsea v Everton,Everton Win
5-2,200/1,Chelsea v Everton,Everton Win
6-0,250/1,Chelsea v Everton,Everton Win
6-1,250/1,Chelsea v Everton,Everton Win
6-2,250/1,Chelsea v Everton,Everton Win
7-0,250/1,Chelsea v Everton,Everton Win
7-1,250/1,Chelsea v Everton,Everton Win
8-0,250/1,Chelsea v Everton,Everton Win
9-0,250/1,Chelsea v Everton,Everton Win
