scoreline,scoreline_odds,contest,Outcome
1-0,22/1,Crystal Palace v Man City,Crystal Palace Win
2-0,55/1,Crystal Palace v Man City,Crystal Palace Win
2-1,28/1,Crystal Palace v Man City,Crystal Palace Win
3-0,125/1,Crystal Palace v Man City,Crystal Palace Win
3-1,80/1,Crystal Palace v Man City,Crystal Palace Win
3-2,80/1,Crystal Palace v Man City,Crystal Palace Win
4-0,200/1,Crystal Palace v Man City,Crystal Palace Win
4-1,200/1,Crystal Palace v Man City,Crystal Palace Win
4-2,200/1,Crystal Palace v Man City,Crystal Palace Win
4-3,200/1,Crystal Palace v Man City,Crystal Palace Win
5-0,250/1,Crystal Palace v Man City,Crystal Palace Win
5-1,250/1,Crystal Palace v Man City,Crystal Palace Win
5-2,250/1,Crystal Palace v Man City,Crystal Palace Win
6-0,250/1,Crystal Palace v Man City,Crystal Palace Win
6-1,250/1,Crystal Palace v Man City,Crystal Palace Win
6-2,250/1,Crystal Palace v Man City,Crystal Palace Win
7-0,250/1,Crystal Palace v Man City,Crystal Palace Win
7-1,250/1,Crystal Palace v Man City,Crystal Palace Win
0-0,14/1,Crystal Palace v Man City,Draw
1-1,9/1,Crystal Palace v Man City,Draw
2-2,22/1,Crystal Palace v Man City,Draw
3-3,90/1,Crystal Palace v Man City,Draw
4-4,200/1,Crystal Palace v Man City,Draw
1-0,13/2,Crystal Palace v Man City,Man City Win
2-0,11/2,Crystal Palace v Man City,Man City Win
2-1,17/2,Crystal Palace v Man City,Man City Win
3-0,8/1,Crystal Palace v Man City,Man City Win
3-1,11/1,Crystal Palace v Man City,Man City Win
3-2,28/1,Crystal Palace v Man City,Man City Win
4-0,14/1,Crystal Palace v Man City,Man City Win
4-1,20/1,Crystal Palace v Man City,Man City Win
4-2,50/1,Crystal Palace v Man City,Man City Win
4-3,125/1,Crystal Palace v Man City,Man City Win
5-0,28/1,Crystal Palace v Man City,Man City Win
5-1,40/1,Crystal Palace v Man City,Man City Win
5-2,90/1,Crystal Palace v Man City,Man City Win
6-0,66/1,Crystal Palace v Man City,Man City Win
6-1,80/1,Crystal Palace v Man City,Man City Win
6-2,150/1,Crystal Palace v Man City,Man City Win
7-0,125/1,Crystal Palace v Man City,Man City Win
7-1,150/1,Crystal Palace v Man City,Man City Win
8-0,200/1,Crystal Palace v Man City,Man City Win
9-0,250/1,Crystal Palace v Man City,Man City Win
10-0,250/1,Crystal Palace v Man City,Man City Win
1-0,10/1,Aston Villa v Brentford,Aston Villa Win
2-0,10/1,Aston Villa v Brentford,Aston Villa Win
2-1,8/1,Aston Villa v Brentford,Aston Villa Win
3-0,14/1,Aston Villa v Brentford,Aston Villa Win
3-1,12/1,Aston Villa v Brentford,Aston Villa Win
3-2,20/1,Aston Villa v Brentford,Aston Villa Win
4-0,28/1,Aston Villa v Brentford,Aston Villa Win
4-1,22/1,Aston Villa v Brentford,Aston Villa Win
4-2,35/1,Aston Villa v Brentford,Aston Villa Win
4-3,80/1,Aston Villa v Brentford,Aston Villa Win
5-0,60/1,Aston Villa v Brentford,Aston Villa Win
5-1,50/1,Aston Villa v Brentford,Aston Villa Win
5-2,80/1,Aston Villa v Brentford,Aston Villa Win
6-0,125/1,Aston Villa v Brentford,Aston Villa Win
6-1,100/1,Aston Villa v Brentford,Aston Villa Win
6-2,150/1,Aston Villa v Brentford,Aston Villa Win
7-0,200/1,Aston Villa v Brentford,Aston Villa Win
7-1,200/1,Aston Villa v Brentford,Aston Villa Win
8-0,250/1,Aston Villa v Brentford,Aston Villa Win
9-0,250/1,Aston Villa v Brentford,Aston Villa Win
10-0,250/1,Aston Villa v Brentford,Aston Villa Win
0-0,18/1,Aston Villa v Brentford,Draw
1-1,7/1,Aston Villa v Brentford,Draw
2-2,12/1,Aston Villa v Brentford,Draw
3-3,40/1,Aston Villa v Brentford,Draw
4-4,150/1,Aston Villa v Brentford,Draw
1-0,16/1,Aston Villa v Brentford,Brentford Win
2-0,28/1,Aston Villa v Brentford,Brentford Win
2-1,14/1,Aston Villa v Brentford,Brentford Win
3-0,60/1,Aston Villa v Brentford,Brentford Win
3-1,33/1,Aston Villa v Brentford,Brentford Win
3-2,33/1,Aston Villa v Brentford,Brentford Win
4-0,125/1,Aston Villa v Brentford,Brentford Win
4-1,90/1,Aston Villa v Brentford,Brentford Win
4-2,80/1,Aston Villa v Brentford,Brentford Win
4-3,100/1,Aston Villa v Brentford,Brentford Win
5-0,200/1,Aston Villa v Brentford,Brentford Win
5-1,200/1,Aston Villa v Brentford,Brentford Win
5-2,150/1,Aston Villa v Brentford,Brentford Win
6-0,250/1,Aston Villa v Brentford,Brentford Win
6-1,250/1,Aston Villa v Brentford,Brentford Win
6-2,250/1,Aston Villa v Brentford,Brentford Win
7-0,250/1,Aston Villa v Brentford,Brentford Win
7-1,250/1,Aston Villa v Brentford,Brentford Win
8-0,250/1,Aston Villa v Brentford,Brentford Win
9-0,250/1,Aston Villa v Brentford,Brentford Win
1-0,7/1,Everton v Burnley,Everton Win
2-0,15/2,Everton v Burnley,Everton Win
2-1,15/2,Everton v Burnley,Everton Win
3-0,12/1,Everton v Burnley,Everton Win
3-1,12/1,Everton v Burnley,Everton Win
3-2,25/1,Everton v Burnley,Everton Win
4-0,28/1,Everton v Burnley,Everton Win
4-1,25/1,Everton v Burnley,Everton Win
4-2,50/1,Everton v Burnley,Everton Win
4-3,100/1,Everton v Burnley,Everton Win
5-0,65/1,Everton v Burnley,Everton Win
5-1,60/1,Everton v Burnley,Everton Win
5-2,100/1,Everton v Burnley,Everton Win
6-0,125/1,Everton v Burnley,Everton Win
6-1,125/1,Everton v Burnley,Everton Win
6-2,200/1,Everton v Burnley,Everton Win
7-0,200/1,Everton v Burnley,Everton Win
7-1,200/1,Everton v Burnley,Everton Win
8-0,250/1,Everton v Burnley,Everton Win
9-0,250/1,Everton v Burnley,Everton Win
10-0,250/1,Everton v Burnley,Everton Win
0-0,14/1,Everton v Burnley,Draw
1-1,13/2,Everton v Burnley,Draw
2-2,16/1,Everton v Burnley,Draw
3-3,65/1,Everton v Burnley,Draw
4-4,200/1,Everton v Burnley,Draw
1-0,14/1,Everton v Burnley,Burnley Win
2-0,28/1,Everton v Burnley,Burnley Win
2-1,16/1,Everton v Burnley,Burnley Win
3-0,70/1,Everton v Burnley,Burnley Win
3-1,45/1,Everton v Burnley,Burnley Win
3-2,45/1,Everton v Burnley,Burnley Win
4-0,150/1,Everton v Burnley,Burnley Win
4-1,125/1,Everton v Burnley,Burnley Win
4-2,125/1,Everton v Burnley,Burnley Win
4-3,150/1,Everton v Burnley,Burnley Win
5-0,250/1,Everton v Burnley,Burnley Win
5-1,250/1,Everton v Burnley,Burnley Win
5-2,250/1,Everton v Burnley,Burnley Win
6-0,250/1,Everton v Burnley,Burnley Win
6-1,250/1,Everton v Burnley,Burnley Win
6-2,250/1,Everton v Burnley,Burnley Win
7-0,250/1,Everton v Burnley,Burnley Win
7-1,250/1,Everton v Burnley,Burnley Win
8-0,250/1,Everton v Burnley,Burnley Win
9-0,250/1,Everton v Burnley,Burnley Win
1-0,12/1,Fulham v Newcastle,Fulham Win
2-0,14/1,Fulham v Newcastle,Fulham Win
2-1,9/1,Fulham v Newcastle,Fulham Win
3-0,25/1,Fulham v Newcastle,Fulham Win
3-1,16/1,Fulham v Newcastle,Fulham Win
3-2,20/1,Fulham v Newcastle,Fulham Win
4-0,50/1,Fulham v Newcastle,Fulham Win
4-1,33/1,Fulham v Newcastle,Fulham Win
4-2,40/1,Fulham v Newcastle,Fulham Win
4-3,70/1,Fulham v Newcastle,Fulham Win
5-0,100/1,Fulham v Newcastle,Fulham Win
5-1,80/1,Fulham v Newcastle,Fulham Win
5-2,90/1,Fulham v Newcastle,Fulham Win
6-0,200/1,Fulham v Newcastle,Fulham Win
6-1,150/1,Fulham v Newcastle,Fulham Win
6-2,150/1,Fulham v Newcastle,Fulham Win
7-0,250/1,Fulham v Newcastle,Fulham Win
7-1,200/1,Fulham v Newcastle,Fulham Win
8-0,250/1,Fulham v Newcastle,Fulham Win
9-0,250/1,Fulham v Newcastle,Fulham Win
10-0,250/1,Fulham v Newcastle,Fulham Win
0-0,20/1,Fulham v Newcastle,Draw
1-1,7/1,Fulham v Newcastle,Draw
2-2,11/1,Fulham v Newcastle,Draw
3-3,33/1,Fulham v Newcastle,Draw
4-4,125/1,Fulham v Newcastle,Draw
1-0,14/1,Fulham v Newcastle,Newcastle Win
2-0,18/1,Fulham v Newcastle,Newcastle Win
2-1,10/1,Fulham v Newcastle,Newcastle Win
3-0,33/1,Fulham v Newcastle,Newcastle Win
3-1,20/1,Fulham v Newcastle,Newcastle Win
3-2,22/1,Fulham v Newcastle,Newcastle Win
4-0,70/1,Fulham v Newcastle,Newcastle Win
4-1,45/1,Fulham v Newcastle,Newcastle Win
4-2,50/1,Fulham v Newcastle,Newcastle Win
4-3,80/1,Fulham v Newcastle,Newcastle Win
5-0,150/1,Fulham v Newcastle,Newcastle Win
5-1,100/1,Fulham v Newcastle,Newcastle Win
5-2,125/1,Fulham v Newcastle,Newcastle Win
6-0,200/1,Fulham v Newcastle,Newcastle Win
6-1,200/1,Fulham v Newcastle,Newcastle Win
6-2,200/1,Fulham v Newcastle,Newcastle Win
7-0,250/1,Fulham v Newcastle,Newcastle Win
7-1,250/1,Fulham v Newcastle,Newcastle Win
8-0,250/1,Fulham v Newcastle,Newcastle Win
9-0,250/1,Fulham v Newcastle,Newcastle Win
10-0,250/1,Fulham v Newcastle,Newcastle Win
1-0,16/1,Luton v Bournemouth,Luton Win
2-0,22/1,Luton v Bournemouth,Luton Win
2-1,12/1,Luton v Bournemouth,Luton Win
3-0,45/1,Luton v Bournemouth,Luton Win
3-1,25/1,Luton v Bournemouth,Luton Win
3-2,25/1,Luton v Bournemouth,Luton Win
4-0,100/1,Luton v Bournemouth,Luton Win
4-1,65/1,Luton v Bournemouth,Luton Win
4-2,65/1,Luton v Bournemouth,Luton Win
4-3,90/1,Luton v Bournemouth,Luton Win
5-0,200/1,Luton v Bournemouth,Luton Win
5-1,150/1,Luton v Bournemouth,Luton Win
5-2,150/1,Luton v Bournemouth,Luton Win
6-0,250/1,Luton v Bournemouth,Luton Win
6-1,200/1,Luton v Bournemouth,Luton Win
6-2,200/1,Luton v Bournemouth,Luton Win
7-0,250/1,Luton v Bournemouth,Luton Win
7-1,250/1,Luton v Bournemouth,Luton Win
8-0,250/1,Luton v Bournemouth,Luton Win
9-0,250/1,Luton v Bournemouth,Luton Win
10-0,250/1,Luton v Bournemouth,Luton Win
0-0,20/1,Luton v Bournemouth,Draw
1-1,7/1,Luton v Bournemouth,Draw
2-2,11/1,Luton v Bournemouth,Draw
3-3,35/1,Luton v Bournemouth,Draw
4-4,125/1,Luton v Bournemouth,Draw
1-0,12/1,Luton v Bournemouth,Bournemouth Win
2-0,12/1,Luton v Bournemouth,Bournemouth Win
2-1,17/2,Luton v Bournemouth,Bournemouth Win
3-0,18/1,Luton v Bournemouth,Bournemouth Win
3-1,14/1,Luton v Bournemouth,Bournemouth Win
3-2,18/1,Luton v Bournemouth,Bournemouth Win
4-0,35/1,Luton v Bournemouth,Bournemouth Win
4-1,25/1,Luton v Bournemouth,Bournemouth Win
4-2,35/1,Luton v Bournemouth,Bournemouth Win
4-3,70/1,Luton v Bournemouth,Bournemouth Win
5-0,70/1,Luton v Bournemouth,Bournemouth Win
5-1,60/1,Luton v Bournemouth,Bournemouth Win
5-2,80/1,Luton v Bournemouth,Bournemouth Win
6-0,150/1,Luton v Bournemouth,Bournemouth Win
6-1,125/1,Luton v Bournemouth,Bournemouth Win
6-2,150/1,Luton v Bournemouth,Bournemouth Win
7-0,200/1,Luton v Bournemouth,Bournemouth Win
7-1,200/1,Luton v Bournemouth,Bournemouth Win
8-0,250/1,Luton v Bournemouth,Bournemouth Win
9-0,250/1,Luton v Bournemouth,Bournemouth Win
10-0,250/1,Luton v Bournemouth,Bournemouth Win
1-0,10/1,Wolves v West Ham,Wolves Win
2-0,14/1,Wolves v West Ham,Wolves Win
2-1,9/1,Wolves v West Ham,Wolves Win
3-0,25/1,Wolves v West Ham,Wolves Win
3-1,18/1,Wolves v West Ham,Wolves Win
3-2,25/1,Wolves v West Ham,Wolves Win
4-0,60/1,Wolves v West Ham,Wolves Win
