scoreline,scoreline_odds,contest,Outcome
4-4,200/1,Everton v West Ham,Draw
1-0,10/1,Everton v West Ham,West Ham Win
2-0,18/1,Everton v West Ham,West Ham Win
2-1,11/1,Everton v West Ham,West Ham Win
3-0,45/1,Everton v West Ham,West Ham Win
3-1,28/1,Everton v West Ham,West Ham Win
3-2,40/1,Everton v West Ham,West Ham Win
4-0,100/1,Everton v West Ham,West Ham Win
4-1,80/1,Everton v West Ham,West Ham Win
4-2,100/1,Everton v West Ham,West Ham Win
4-3,150/1,Everton v West Ham,West Ham Win
5-0,200/1,Everton v West Ham,West Ham Win
5-1,200/1,Everton v West Ham,West Ham Win
5-2,200/1,Everton v West Ham,West Ham Win
6-0,250/1,Everton v West Ham,West Ham Win
6-1,250/1,Everton v West Ham,West Ham Win
6-2,250/1,Everton v West Ham,West Ham Win
7-0,250/1,Everton v West Ham,West Ham Win
7-1,250/1,Everton v West Ham,West Ham Win
8-0,250/1,Everton v West Ham,West Ham Win
9-0,250/1,Everton v West Ham,West Ham Win
1-0,11/1,Fulham v Brighton,Fulham Win
2-0,16/1,Fulham v Brighton,Fulham Win
2-1,10/1,Fulham v Brighton,Fulham Win
3-0,33/1,Fulham v Brighton,Fulham Win
3-1,20/1,Fulham v Brighton,Fulham Win
3-2,25/1,Fulham v Brighton,Fulham Win
4-0,70/1,Fulham v Brighton,Fulham Win
4-1,50/1,Fulham v Brighton,Fulham Win
4-2,60/1,Fulham v Brighton,Fulham Win
4-3,100/1,Fulham v Brighton,Fulham Win
5-0,150/1,Fulham v Brighton,Fulham Win
5-1,125/1,Fulham v Brighton,Fulham Win
5-2,125/1,Fulham v Brighton,Fulham Win
6-0,200/1,Fulham v Brighton,Fulham Win
6-1,200/1,Fulham v Brighton,Fulham Win
6-2,200/1,Fulham v Brighton,Fulham Win
7-0,250/1,Fulham v Brighton,Fulham Win
7-1,250/1,Fulham v Brighton,Fulham Win
8-0,250/1,Fulham v Brighton,Fulham Win
9-0,250/1,Fulham v Brighton,Fulham Win
10-0,250/1,Fulham v Brighton,Fulham Win
0-0,14/1,Fulham v Brighton,Draw
1-1,6/1,Fulham v Brighton,Draw
2-2,12/1,Fulham v Brighton,Draw
3-3,45/1,Fulham v Brighton,Draw
4-4,150/1,Fulham v Brighton,Draw
1-0,10/1,Fulham v Brighton,Brighton Win
2-0,14/1,Fulham v Brighton,Brighton Win
2-1,9/1,Fulham v Brighton,Brighton Win
3-0,25/1,Fulham v Brighton,Brighton Win
3-1,18/1,Fulham v Brighton,Brighton Win
3-2,25/1,Fulham v Brighton,Brighton Win
4-0,55/1,Fulham v Brighton,Brighton Win
4-1,40/1,Fulham v Brighton,Brighton Win
4-2,55/1,Fulham v Brighton,Brighton Win
4-3,90/1,Fulham v Brighton,Brighton Win
5-0,125/1,Fulham v Brighton,Brighton Win
5-1,100/1,Fulham v Brighton,Brighton Win
5-2,125/1,Fulham v Brighton,Brighton Win
6-0,200/1,Fulham v Brighton,Brighton Win
6-1,200/1,Fulham v Brighton,Brighton Win
6-2,200/1,Fulham v Brighton,Brighton Win
7-0,250/1,Fulham v Brighton,Brighton Win
7-1,250/1,Fulham v Brighton,Brighton Win
8-0,250/1,Fulham v Brighton,Brighton Win
9-0,250/1,Fulham v Brighton,Brighton Win
10-0,250/1,Fulham v Brighton,Brighton Win
1-0,10/1,Newcastle v Wolves,Newcastle Win
2-0,10/1,Newcastle v Wolves,Newcastle Win
2-1,8/1,Newcastle v Wolves,Newcastle Win
3-0,16/1,Newcastle v Wolves,Newcastle Win
3-1,12/1,Newcastle v Wolves,Newcastle Win
3-2,20/1,Newcastle v Wolves,Newcastle Win
4-0,33/1,Newcastle v Wolves,Newcastle Win
4-1,25/1,Newcastle v Wolves,Newcastle Win
4-2,40/1,Newcastle v Wolves,Newcastle Win
4-3,80/1,Newcastle v Wolves,Newcastle Win
5-0,65/1,Newcastle v Wolves,Newcastle Win
5-1,55/1,Newcastle v Wolves,Newcastle Win
5-2,80/1,Newcastle v Wolves,Newcastle Win
6-0,125/1,Newcastle v Wolves,Newcastle Win
6-1,125/1,Newcastle v Wolves,Newcastle Win
6-2,150/1,Newcastle v Wolves,Newcastle Win
7-0,200/1,Newcastle v Wolves,Newcastle Win
7-1,200/1,Newcastle v Wolves,Newcastle Win
8-0,250/1,Newcastle v Wolves,Newcastle Win
9-0,250/1,Newcastle v Wolves,Newcastle Win
10-0,250/1,Newcastle v Wolves,Newcastle Win
0-0,18/1,Newcastle v Wolves,Draw
1-1,13/2,Newcastle v Wolves,Draw
2-2,12/1,Newcastle v Wolves,Draw
3-3,40/1,Newcastle v Wolves,Draw
4-4,150/1,Newcastle v Wolves,Draw
1-0,16/1,Newcastle v Wolves,Wolves Win
2-0,25/1,Newcastle v Wolves,Wolves Win
2-1,14/1,Newcastle v Wolves,Wolves Win
3-0,55/1,Newcastle v Wolves,Wolves Win
3-1,33/1,Newcastle v Wolves,Wolves Win
3-2,33/1,Newcastle v Wolves,Wolves Win
4-0,125/1,Newcastle v Wolves,Wolves Win
4-1,80/1,Newcastle v Wolves,Wolves Win
4-2,80/1,Newcastle v Wolves,Wolves Win
4-3,100/1,Newcastle v Wolves,Wolves Win
5-0,200/1,Newcastle v Wolves,Wolves Win
5-1,150/1,Newcastle v Wolves,Wolves Win
5-2,150/1,Newcastle v Wolves,Wolves Win
6-0,250/1,Newcastle v Wolves,Wolves Win
6-1,200/1,Newcastle v Wolves,Wolves Win
6-2,200/1,Newcastle v Wolves,Wolves Win
7-0,250/1,Newcastle v Wolves,Wolves Win
7-1,250/1,Newcastle v Wolves,Wolves Win
8-0,250/1,Newcastle v Wolves,Wolves Win
9-0,250/1,Newcastle v Wolves,Wolves Win
1-0,20/1,Nottingham Forest v Liverpool,Nottingham Forest Win
2-0,35/1,Nottingham Forest v Liverpool,Nottingham Forest Win
2-1,18/1,Nottingham Forest v Liverpool,Nottingham Forest Win
3-0,80/1,Nottingham Forest v Liverpool,Nottingham Forest Win
3-1,45/1,Nottingham Forest v Liverpool,Nottingham Forest Win
3-2,40/1,Nottingham Forest v Liverpool,Nottingham Forest Win
4-0,150/1,Nottingham Forest v Liverpool,Nottingham Forest Win
4-1,100/1,Nottingham Forest v Liverpool,Nottingham Forest Win
4-2,100/1,Nottingham Forest v Liverpool,Nottingham Forest Win
4-3,125/1,Nottingham Forest v Liverpool,Nottingham Forest Win
5-0,200/1,Nottingham Forest v Liverpool,Nottingham Forest Win
5-1,200/1,Nottingham Forest v Liverpool,Nottingham Forest Win
5-2,200/1,Nottingham Forest v Liverpool,Nottingham Forest Win
6-0,250/1,Nottingham Forest v Liverpool,Nottingham Forest Win
6-1,250/1,Nottingham Forest v Liverpool,Nottingham Forest Win
6-2,250/1,Nottingham Forest v Liverpool,Nottingham Forest Win
7-0,250/1,Nottingham Forest v Liverpool,Nottingham Forest Win
7-1,250/1,Nottingham Forest v Liverpool,Nottingham Forest Win
8-0,250/1,Nottingham Forest v Liverpool,Nottingham Forest Win
9-0,250/1,Nottingham Forest v Liverpool,Nottingham Forest Win
0-0,22/1,Nottingham Forest v Liverpool,Draw
1-1,9/1,Nottingham Forest v Liverpool,Draw
2-2,14/1,Nottingham Forest v Liverpool,Draw
3-3,50/1,Nottingham Forest v Liverpool,Draw
4-4,150/1,Nottingham Forest v Liverpool,Draw
1-0,10/1,Nottingham Forest v Liverpool,Liverpool Win
2-0,17/2,Nottingham Forest v Liverpool,Liverpool Win
2-1,15/2,Nottingham Forest v Liverpool,Liverpool Win
3-0,11/1,Nottingham Forest v Liverpool,Liverpool Win
3-1,10/1,Nottingham Forest v Liverpool,Liverpool Win
3-2,20/1,Nottingham Forest v Liverpool,Liverpool Win
4-0,20/1,Nottingham Forest v Liverpool,Liverpool Win
4-1,18/1,Nottingham Forest v Liverpool,Liverpool Win
4-2,33/1,Nottingham Forest v Liverpool,Liverpool Win
4-3,70/1,Nottingham Forest v Liverpool,Liverpool Win
5-0,40/1,Nottingham Forest v Liverpool,Liverpool Win
5-1,40/1,Nottingham Forest v Liverpool,Liverpool Win
5-2,60/1,Nottingham Forest v Liverpool,Liverpool Win
6-0,80/1,Nottingham Forest v Liverpool,Liverpool Win
6-1,80/1,Nottingham Forest v Liverpool,Liverpool Win
6-2,125/1,Nottingham Forest v Liverpool,Liverpool Win
7-0,150/1,Nottingham Forest v Liverpool,Liverpool Win
7-1,150/1,Nottingham Forest v Liverpool,Liverpool Win
8-0,200/1,Nottingham Forest v Liverpool,Liverpool Win
9-0,250/1,Nottingham Forest v Liverpool,Liverpool Win
10-0,250/1,Nottingham Forest v Liverpool,Liverpool Win
1-0,17/2,Tottenham v Crystal Palace,Tottenham Win
2-0,15/2,Tottenham v Crystal Palace,Tottenham Win
2-1,15/2,Tottenham v Crystal Palace,Tottenham Win
3-0,10/1,Tottenham v Crystal Palace,Tottenham Win
3-1,10/1,Tottenham v Crystal Palace,Tottenham Win
3-2,20/1,Tottenham v Crystal Palace,Tottenham Win
4-0,18/1,Tottenham v Crystal Palace,Tottenham Win
4-1,18/1,Tottenham v Crystal Palace,Tottenham Win
4-2,35/1,Tottenham v Crystal Palace,Tottenham Win
4-3,80/1,Tottenham v Crystal Palace,Tottenham Win
5-0,40/1,Tottenham v Crystal Palace,Tottenham Win
5-1,40/1,Tottenham v Crystal Palace,Tottenham Win
5-2,70/1,Tottenham v Crystal Palace,Tottenham Win
6-0,80/1,Tottenham v Crystal Palace,Tottenham Win
6-1,80/1,Tottenham v Crystal Palace,Tottenham Win
6-2,125/1,Tottenham v Crystal Palace,Tottenham Win
7-0,150/1,Tottenham v Crystal Palace,Tottenham Win
7-1,150/1,Tottenham v Crystal Palace,Tottenham Win
8-0,250/1,Tottenham v Crystal Palace,Tottenham Win
9-0,250/1,Tottenham v Crystal Palace,Tottenham Win
10-0,250/1,Tottenham v Crystal Palace,Tottenham Win
0-0,20/1,Tottenham v Crystal Palace,Draw
1-1,17/2,Tottenham v Crystal Palace,Draw
2-2,16/1,Tottenham v Crystal Palace,Draw
3-3,55/1,Tottenham v Crystal Palace,Draw
4-4,150/1,Tottenham v Crystal Palace,Draw
1-0,22/1,Tottenham v Crystal Palace,Crystal Palace Win
2-0,40/1,Tottenham v Crystal Palace,Crystal Palace Win
2-1,20/1,Tottenham v Crystal Palace,Crystal Palace Win
3-0,100/1,Tottenham v Crystal Palace,Crystal Palace Win
3-1,50/1,Tottenham v Crystal Palace,Crystal Palace Win
3-2,50/1,Tottenham v Crystal Palace,Crystal Palace Win
4-0,200/1,Tottenham v Crystal Palace,Crystal Palace Win
4-1,125/1,Tottenham v Crystal Palace,Crystal Palace Win
4-2,125/1,Tottenham v Crystal Palace,Crystal Palace Win
4-3,150/1,Tottenham v Crystal Palace,Crystal Palace Win
5-0,250/1,Tottenham v Crystal Palace,Crystal Palace Win
5-1,250/1,Tottenham v Crystal Palace,Crystal Palace Win
5-2,250/1,Tottenham v Crystal Palace,Crystal Palace Win
6-0,250/1,Tottenham v Crystal Palace,Crystal Palace Win
6-1,250/1,Tottenham v Crystal Palace,Crystal Palace Win
6-2,250/1,Tottenham v Crystal Palace,Crystal Palace Win
7-0,250/1,Tottenham v Crystal Palace,Crystal Palace Win
7-1,250/1,Tottenham v Crystal Palace,Crystal Palace Win
8-0,250/1,Tottenham v Crystal Palace,Crystal Palace Win
9-0,250/1,Tottenham v Crystal Palace,Crystal Palace Win
1-0,20/1,Luton v Aston Villa,Luton Win
2-0,28/1,Luton v Aston Villa,Luton Win
2-1,14/1,Luton v Aston Villa,Luton Win
3-0,60/1,Luton v Aston Villa,Luton Win
3-1,33/1,Luton v Aston Villa,Luton Win
3-2,33/1,Luton v Aston Villa,Luton Win
4-0,125/1,Luton v Aston Villa,Luton Win
4-1,80/1,Luton v Aston Villa,Luton Win
4-2,80/1,Luton v Aston Villa,Luton Win
4-3,100/1,Luton v Aston Villa,Luton Win
5-0,200/1,Luton v Aston Villa,Luton Win
5-1,150/1,Luton v Aston Villa,Luton Win
5-2,150/1,Luton v Aston Villa,Luton Win
6-0,250/1,Luton v Aston Villa,Luton Win
6-1,250/1,Luton v Aston Villa,Luton Win
6-2,250/1,Luton v Aston Villa,Luton Win
7-0,250/1,Luton v Aston Villa,Luton Win
7-1,250/1,Luton v Aston Villa,Luton Win
8-0,250/1,Luton v Aston Villa,Luton Win
9-0,250/1,Luton v Aston Villa,Luton Win
10-0,250/1,Luton v Aston Villa,Luton Win
0-0,22/1,Luton v Aston Villa,Draw
1-1,15/2,Luton v Aston Villa,Draw
2-2,12/1,Luton v Aston Villa,Draw
3-3,40/1,Luton v Aston Villa,Draw
4-4,125/1,Luton v Aston Villa,Draw
1-0,11/1,Luton v Aston Villa,Aston Villa Win
2-0,10/1,Luton v Aston Villa,Aston Villa Win
2-1,8/1,Luton v Aston Villa,Aston Villa Win
3-0,14/1,Luton v Aston Villa,Aston Villa Win
3-1,11/1,Luton v Aston Villa,Aston Villa Win
3-2,18/1,Luton v Aston Villa,Aston Villa Win
4-0,28/1,Luton v Aston Villa,Aston Villa Win
4-1,22/1,Luton v Aston Villa,Aston Villa Win
4-2,33/1,Luton v Aston Villa,Aston Villa Win
4-3,66/1,Luton v Aston Villa,Aston Villa Win
5-0,55/1,Luton v Aston Villa,Aston Villa Win
5-1,45/1,Luton v Aston Villa,Aston Villa Win
5-2,66/1,Luton v Aston Villa,Aston Villa Win
6-0,125/1,Luton v Aston Villa,Aston Villa Win
6-1,100/1,Luton v Aston Villa,Aston Villa Win
6-2,125/1,Luton v Aston Villa,Aston Villa Win
7-0,200/1,Luton v Aston Villa,Aston Villa Win
7-1,150/1,Luton v Aston Villa,Aston Villa Win
8-0,250/1,Luton v Aston Villa,Aston Villa Win
9-0,250/1,Luton v Aston Villa,Aston Villa Win
10-0,250/1,Luton v Aston Villa,Aston Villa Win
1-0,14/1,Burnley v Bournemouth,Burnley Win
2-0,22/1,Burnley v Bournemouth,Burnley Win
2-1,12/1,Burnley v Bournemouth,Burnley Win
3-0,50/1,Burnley v Bournemouth,Burnley Win
3-1,28/1,Burnley v Bournemouth,Burnley Win
3-2,33/1,Burnley v Bournemouth,Burnley Win
4-0,100/1,Burnley v Bournemouth,Burnley Win
4-1,80/1,Burnley v Bournemouth,Burnley Win
4-2,90/1,Burnley v Bournemouth,Burnley Win
4-3,125/1,Burnley v Bournemouth,Burnley Win
5-0,200/1,Burnley v Bournemouth,Burnley Win
5-1,150/1,Burnley v Bournemouth,Burnley Win
5-2,200/1,Burnley v Bournemouth,Burnley Win
6-0,250/1,Burnley v Bournemouth,Burnley Win
6-1,250/1,Burnley v Bournemouth,Burnley Win
6-2,250/1,Burnley v Bournemouth,Burnley Win
7-0,250/1,Burnley v Bournemouth,Burnley Win
7-1,250/1,Burnley v Bournemouth,Burnley Win
8-0,250/1,Burnley v Bournemouth,Burnley Win
9-0,250/1,Burnley v Bournemouth,Burnley Win
10-0,250/1,Burnley v Bournemouth,Burnley Win
0-0,14/1,Burnley v Bournemouth,Draw
1-1,6/1,Burnley v Bournemouth,Draw
2-2,12/1,Burnley v Bournemouth,Draw
3-3,50/1,Burnley v Bournemouth,Draw
4-4,150/1,Burnley v Bournemouth,Draw
1-0,17/2,Burnley v Bournemouth,Bournemouth Win
2-0,10/1,Burnley v Bournemouth,Bournemouth Win
2-1,8/1,Burnley v Bournemouth,Bournemouth Win
3-0,18/1,Burnley v Bournemouth,Bournemouth Win
3-1,14/1,Burnley v Bournemouth,Bournemouth Win
3-2,22/1,Burnley v Bournemouth,Bournemouth Win
4-0,40/1,Burnley v Bournemouth,Bournemouth Win
4-1,33/1,Burnley v Bournemouth,Bournemouth Win
4-2,50/1,Burnley v Bournemouth,Bournemouth Win
4-3,90/1,Burnley v Bournemouth,Bournemouth Win
5-0,90/1,Burnley v Bournemouth,Bournemouth Win
5-1,70/1,Burnley v Bournemouth,Bournemouth Win
5-2,100/1,Burnley v Bournemouth,Bournemouth Win
6-0,150/1,Burnley v Bournemouth,Bournemouth Win
6-1,150/1,Burnley v Bournemouth,Bournemouth Win
6-2,200/1,Burnley v Bournemouth,Bournemouth Win
7-0,250/1,Burnley v Bournemouth,Bournemouth Win
7-1,200/1,Burnley v Bournemouth,Bournemouth Win
8-0,250/1,Burnley v Bournemouth,Bournemouth Win
9-0,250/1,Burnley v Bournemouth,Bournemouth Win
10-0,250/1,Burnley v Bournemouth,Bournemouth Win
1-0,10/1,Man City v Man Utd,Man City Win
2-0,7/1,Man City v Man Utd,Man City Win
2-1,17/2,Man City v Man Utd,Man City Win
3-0,8/1,Man City v Man Utd,Man City Win
3-1,10/1,Man City v Man Utd,Man City Win
3-2,22/1,Man City v Man Utd,Man City Win
4-0,12/1,Man City v Man Utd,Man City Win
4-1,14/1,Man City v Man Utd,Man City Win
4-2,33/1,Man City v Man Utd,Man City Win
4-3,90/1,Man City v Man Utd,Man City Win
5-0,22/1,Man City v Man Utd,Man City Win
5-1,25/1,Man City v Man Utd,Man City Win
5-2,55/1,Man City v Man Utd,Man City Win
6-0,45/1,Man City v Man Utd,Man City Win
6-1,50/1,Man City v Man Utd,Man City Win
6-2,90/1,Man City v Man Utd,Man City Win
7-0,90/1,Man City v Man Utd,Man City Win
7-1,100/1,Man City v Man Utd,Man City Win
8-0,150/1,Man City v Man Utd,Man City Win
9-0,200/1,Man City v Man Utd,Man City Win
10-0,200/1,Man City v Man Utd,Man City Win
0-0,25/1,Man City v Man Utd,Draw
1-1,12/1,Man City v Man Utd,Draw
2-2,20/1,Man City v Man Utd,Draw
3-3,66/1,Man City v Man Utd,Draw
4-4,200/1,Man City v Man Utd,Draw
1-0,33/1,Man City v Man Utd,Man Utd Win
2-0,66/1,Man City v Man Utd,Man Utd Win
2-1,33/1,Man City v Man Utd,Man Utd Win
3-0,150/1,Man City v Man Utd,Man Utd Win
3-1,80/1,Man City v Man Utd,Man Utd Win
3-2,66/1,Man City v Man Utd,Man Utd Win
4-0,200/1,Man City v Man Utd,Man Utd Win
4-1,200/1,Man City v Man Utd,Man Utd Win
4-2,150/1,Man City v Man Utd,Man Utd Win
4-3,150/1,Man City v Man Utd,Man Utd Win
5-0,200/1,Man City v Man Utd,Man Utd Win
5-1,200/1,Man City v Man Utd,Man Utd Win
5-2,200/1,Man City v Man Utd,Man Utd Win
6-0,200/1,Man City v Man Utd,Man Utd Win
6-1,200/1,Man City v Man Utd,Man Utd Win
6-2,200/1,Man City v Man Utd,Man Utd Win
7-0,250/1,Man City v Man Utd,Man Utd Win
7-1,250/1,Man City v Man Utd,Man Utd Win
8-0,250/1,Man City v Man Utd,Man Utd Win
1-0,45/1,Sheffield Utd v Arsenal,Sheffield Utd Win
2-0,90/1,Sheffield Utd v Arsenal,Sheffield Utd Win
2-1,45/1,Sheffield Utd v Arsenal,Sheffield Utd Win
3-0,200/1,Sheffield Utd v Arsenal,Sheffield Utd Win
3-1,125/1,Sheffield Utd v Arsenal,Sheffield Utd Win
3-2,100/1,Sheffield Utd v Arsenal,Sheffield Utd Win
4-0,200/1,Sheffield Utd v Arsenal,Sheffield Utd Win
4-1,200/1,Sheffield Utd v Arsenal,Sheffield Utd Win
4-2,200/1,Sheffield Utd v Arsenal,Sheffield Utd Win
4-3,200/1,Sheffield Utd v Arsenal,Sheffield Utd Win
5-0,200/1,Sheffield Utd v Arsenal,Sheffield Utd Win
5-1,200/1,Sheffield Utd v Arsenal,Sheffield Utd Win
5-2,200/1,Sheffield Utd v Arsenal,Sheffield Utd Win
6-0,200/1,Sheffield Utd v Arsenal,Sheffield Utd Win
6-1,200/1,Sheffield Utd v Arsenal,Sheffield Utd Win
6-2,200/1,Sheffield Utd v Arsenal,Sheffield Utd Win
7-0,200/1,Sheffield Utd v Arsenal,Sheffield Utd Win
7-1,200/1,Sheffield Utd v Arsenal,Sheffield Utd Win
0-0,25/1,Sheffield Utd v Arsenal,Draw
1-1,14/1,Sheffield Utd v Arsenal,Draw
2-2,28/1,Sheffield Utd v Arsenal,Draw
3-3,90/1,Sheffield Utd v Arsenal,Draw
4-4,200/1,Sheffield Utd v Arsenal,Draw
1-0,9/1,Sheffield Utd v Arsenal,Arsenal Win
2-0,6/1,Sheffield Utd v Arsenal,Arsenal Win
2-1,9/1,Sheffield Utd v Arsenal,Arsenal Win
3-0,13/2,Sheffield Utd v Arsenal,Arsenal Win
3-1,10/1,Sheffield Utd v Arsenal,Arsenal Win
3-2,28/1,Sheffield Utd v Arsenal,Arsenal Win
4-0,10/1,Sheffield Utd v Arsenal,Arsenal Win
4-1,14/1,Sheffield Utd v Arsenal,Arsenal Win
4-2,40/1,Sheffield Utd v Arsenal,Arsenal Win
4-3,100/1,Sheffield Utd v Arsenal,Arsenal Win
5-0,18/1,Sheffield Utd v Arsenal,Arsenal Win
5-1,25/1,Sheffield Utd v Arsenal,Arsenal Win
5-2,60/1,Sheffield Utd v Arsenal,Arsenal Win
6-0,35/1,Sheffield Utd v Arsenal,Arsenal Win
6-1,45/1,Sheffield Utd v Arsenal,Arsenal Win
6-2,100/1,Sheffield Utd v Arsenal,Arsenal Win
7-0,70/1,Sheffield Utd v Arsenal,Arsenal Win
7-1,90/1,Sheffield Utd v Arsenal,Arsenal Win
8-0,125/1,Sheffield Utd v Arsenal,Arsenal Win
9-0,200/1,Sheffield Utd v Arsenal,Arsenal Win
10-0,200/1,Sheffield Utd v Arsenal,Arsenal Win
