scoreline,scoreline_odds,contest,Outcome
1-0,17/2,Brighton v Nottingham Forest,Brighton Win
2-0,9/1,Brighton v Nottingham Forest,Brighton Win
2-1,8/1,Brighton v Nottingham Forest,Brighton Win
3-0,14/1,Brighton v Nottingham Forest,Brighton Win
3-1,12/1,Brighton v Nottingham Forest,Brighton Win
3-2,22/1,Brighton v Nottingham Forest,Brighton Win
4-0,33/1,Brighton v Nottingham Forest,Brighton Win
4-1,28/1,Brighton v Nottingham Forest,Brighton Win
4-2,45/1,Brighton v Nottingham Forest,Brighton Win
4-3,90/1,Brighton v Nottingham Forest,Brighton Win
5-0,70/1,Brighton v Nottingham Forest,Brighton Win
5-1,60/1,Brighton v Nottingham Forest,Brighton Win
5-2,90/1,Brighton v Nottingham Forest,Brighton Win
6-0,150/1,Brighton v Nottingham Forest,Brighton Win
6-1,125/1,Brighton v Nottingham Forest,Brighton Win
6-2,150/1,Brighton v Nottingham Forest,Brighton Win
7-0,200/1,Brighton v Nottingham Forest,Brighton Win
7-1,200/1,Brighton v Nottingham Forest,Brighton Win
8-0,250/1,Brighton v Nottingham Forest,Brighton Win
9-0,250/1,Brighton v Nottingham Forest,Brighton Win
10-0,250/1,Brighton v Nottingham Forest,Brighton Win
0-0,16/1,Brighton v Nottingham Forest,Draw
1-1,13/2,Brighton v Nottingham Forest,Draw
2-2,14/1,Brighton v Nottingham Forest,Draw
3-3,50/1,Brighton v Nottingham Forest,Draw
4-4,150/1,Brighton v Nottingham Forest,Draw
1-0,14/1,Brighton v Nottingham Forest,Nottingham Forest Win
2-0,25/1,Brighton v Nottingham Forest,Nottingham Forest Win
2-1,14/1,Brighton v Nottingham Forest,Nottingham Forest Win
3-0,55/1,Brighton v Nottingham Forest,Nottingham Forest Win
3-1,33/1,Brighton v Nottingham Forest,Nottingham Forest Win
3-2,35/1,Brighton v Nottingham Forest,Nottingham Forest Win
4-0,125/1,Brighton v Nottingham Forest,Nottingham Forest Win
4-1,90/1,Brighton v Nottingham Forest,Nottingham Forest Win
4-2,90/1,Brighton v Nottingham Forest,Nottingham Forest Win
4-3,125/1,Brighton v Nottingham Forest,Nottingham Forest Win
5-0,200/1,Brighton v Nottingham Forest,Nottingham Forest Win
5-1,200/1,Brighton v Nottingham Forest,Nottingham Forest Win
5-2,200/1,Brighton v Nottingham Forest,Nottingham Forest Win
6-0,250/1,Brighton v Nottingham Forest,Nottingham Forest Win
6-1,250/1,Brighton v Nottingham Forest,Nottingham Forest Win
6-2,250/1,Brighton v Nottingham Forest,Nottingham Forest Win
7-0,250/1,Brighton v Nottingham Forest,Nottingham Forest Win
7-1,250/1,Brighton v Nottingham Forest,Nottingham Forest Win
8-0,250/1,Brighton v Nottingham Forest,Nottingham Forest Win
9-0,250/1,Brighton v Nottingham Forest,Nottingham Forest Win
1-0,15/2,West Ham v Burnley,West Ham Win
2-0,8/1,West Ham v Burnley,West Ham Win
2-1,8/1,West Ham v Burnley,West Ham Win
3-0,14/1,West Ham v Burnley,West Ham Win
3-1,12/1,West Ham v Burnley,West Ham Win
3-2,25/1,West Ham v Burnley,West Ham Win
4-0,28/1,West Ham v Burnley,West Ham Win
4-1,28/1,West Ham v Burnley,West Ham Win
4-2,50/1,West Ham v Burnley,West Ham Win
4-3,100/1,West Ham v Burnley,West Ham Win
5-0,60/1,West Ham v Burnley,West Ham Win
5-1,60/1,West Ham v Burnley,West Ham Win
5-2,100/1,West Ham v Burnley,West Ham Win
6-0,125/1,West Ham v Burnley,West Ham Win
6-1,125/1,West Ham v Burnley,West Ham Win
6-2,150/1,West Ham v Burnley,West Ham Win
7-0,200/1,West Ham v Burnley,West Ham Win
7-1,200/1,West Ham v Burnley,West Ham Win
8-0,250/1,West Ham v Burnley,West Ham Win
9-0,250/1,West Ham v Burnley,West Ham Win
10-0,250/1,West Ham v Burnley,West Ham Win
0-0,14/1,West Ham v Burnley,Draw
1-1,13/2,West Ham v Burnley,Draw
2-2,14/1,West Ham v Burnley,Draw
3-3,60/1,West Ham v Burnley,Draw
4-4,200/1,West Ham v Burnley,Draw
1-0,14/1,West Ham v Burnley,Burnley Win
2-0,28/1,West Ham v Burnley,Burnley Win
2-1,14/1,West Ham v Burnley,Burnley Win
3-0,66/1,West Ham v Burnley,Burnley Win
3-1,40/1,West Ham v Burnley,Burnley Win
3-2,45/1,West Ham v Burnley,Burnley Win
4-0,150/1,West Ham v Burnley,Burnley Win
4-1,100/1,West Ham v Burnley,Burnley Win
4-2,125/1,West Ham v Burnley,Burnley Win
4-3,150/1,West Ham v Burnley,Burnley Win
5-0,200/1,West Ham v Burnley,Burnley Win
5-1,200/1,West Ham v Burnley,Burnley Win
5-2,200/1,West Ham v Burnley,Burnley Win
6-0,250/1,West Ham v Burnley,Burnley Win
6-1,250/1,West Ham v Burnley,Burnley Win
6-2,250/1,West Ham v Burnley,Burnley Win
7-0,250/1,West Ham v Burnley,Burnley Win
7-1,250/1,West Ham v Burnley,Burnley Win
8-0,250/1,West Ham v Burnley,Burnley Win
9-0,250/1,West Ham v Burnley,Burnley Win
1-0,14/1,Liverpool v Man City,Liverpool Win
2-0,18/1,Liverpool v Man City,Liverpool Win
2-1,10/1,Liverpool v Man City,Liverpool Win
3-0,35/1,Liverpool v Man City,Liverpool Win
3-1,20/1,Liverpool v Man City,Liverpool Win
3-2,22/1,Liverpool v Man City,Liverpool Win
4-0,80/1,Liverpool v Man City,Liverpool Win
4-1,50/1,Liverpool v Man City,Liverpool Win
4-2,55/1,Liverpool v Man City,Liverpool Win
4-3,80/1,Liverpool v Man City,Liverpool Win
5-0,150/1,Liverpool v Man City,Liverpool Win
5-1,125/1,Liverpool v Man City,Liverpool Win
5-2,125/1,Liverpool v Man City,Liverpool Win
6-0,200/1,Liverpool v Man City,Liverpool Win
6-1,200/1,Liverpool v Man City,Liverpool Win
6-2,200/1,Liverpool v Man City,Liverpool Win
7-0,250/1,Liverpool v Man City,Liverpool Win
7-1,250/1,Liverpool v Man City,Liverpool Win
8-0,250/1,Liverpool v Man City,Liverpool Win
9-0,250/1,Liverpool v Man City,Liverpool Win
10-0,250/1,Liverpool v Man City,Liverpool Win
0-0,18/1,Liverpool v Man City,Draw
1-1,13/2,Liverpool v Man City,Draw
2-2,10/1,Liverpool v Man City,Draw
3-3,33/1,Liverpool v Man City,Draw
4-4,125/1,Liverpool v Man City,Draw
1-0,12/1,Liverpool v Man City,Man City Win
2-0,14/1,Liverpool v Man City,Man City Win
2-1,9/1,Liverpool v Man City,Man City Win
3-0,25/1,Liverpool v Man City,Man City Win
3-1,16/1,Liverpool v Man City,Man City Win
3-2,20/1,Liverpool v Man City,Man City Win
4-0,50/1,Liverpool v Man City,Man City Win
4-1,35/1,Liverpool v Man City,Man City Win
4-2,45/1,Liverpool v Man City,Man City Win
4-3,70/1,Liverpool v Man City,Man City Win
5-0,100/1,Liverpool v Man City,Man City Win
5-1,80/1,Liverpool v Man City,Man City Win
5-2,100/1,Liverpool v Man City,Man City Win
6-0,200/1,Liverpool v Man City,Man City Win
6-1,150/1,Liverpool v Man City,Man City Win
6-2,150/1,Liverpool v Man City,Man City Win
7-0,250/1,Liverpool v Man City,Man City Win
7-1,250/1,Liverpool v Man City,Man City Win
8-0,250/1,Liverpool v Man City,Man City Win
9-0,250/1,Liverpool v Man City,Man City Win
10-0,250/1,Liverpool v Man City,Man City Win
1-0,12/1,Chelsea v Newcastle,Chelsea Win
2-0,12/1,Chelsea v Newcastle,Chelsea Win
2-1,17/2,Chelsea v Newcastle,Chelsea Win
3-0,18/1,Chelsea v Newcastle,Chelsea Win
3-1,12/1,Chelsea v Newcastle,Chelsea Win
3-2,18/1,Chelsea v Newcastle,Chelsea Win
4-0,35/1,Chelsea v Newcastle,Chelsea Win
4-1,25/1,Chelsea v Newcastle,Chelsea Win
4-2,35/1,Chelsea v Newcastle,Chelsea Win
4-3,65/1,Chelsea v Newcastle,Chelsea Win
5-0,70/1,Chelsea v Newcastle,Chelsea Win
5-1,55/1,Chelsea v Newcastle,Chelsea Win
5-2,70/1,Chelsea v Newcastle,Chelsea Win
6-0,125/1,Chelsea v Newcastle,Chelsea Win
6-1,125/1,Chelsea v Newcastle,Chelsea Win
6-2,125/1,Chelsea v Newcastle,Chelsea Win
7-0,200/1,Chelsea v Newcastle,Chelsea Win
7-1,200/1,Chelsea v Newcastle,Chelsea Win
8-0,250/1,Chelsea v Newcastle,Chelsea Win
9-0,250/1,Chelsea v Newcastle,Chelsea Win
10-0,250/1,Chelsea v Newcastle,Chelsea Win
0-0,22/1,Chelsea v Newcastle,Draw
1-1,15/2,Chelsea v Newcastle,Draw
2-2,11/1,Chelsea v Newcastle,Draw
3-3,33/1,Chelsea v Newcastle,Draw
4-4,125/1,Chelsea v Newcastle,Draw
1-0,18/1,Chelsea v Newcastle,Newcastle Win
2-0,25/1,Chelsea v Newcastle,Newcastle Win
2-1,12/1,Chelsea v Newcastle,Newcastle Win
3-0,45/1,Chelsea v Newcastle,Newcastle Win
3-1,25/1,Chelsea v Newcastle,Newcastle Win
3-2,25/1,Chelsea v Newcastle,Newcastle Win
4-0,100/1,Chelsea v Newcastle,Newcastle Win
4-1,60/1,Chelsea v Newcastle,Newcastle Win
4-2,60/1,Chelsea v Newcastle,Newcastle Win
4-3,80/1,Chelsea v Newcastle,Newcastle Win
5-0,200/1,Chelsea v Newcastle,Newcastle Win
5-1,125/1,Chelsea v Newcastle,Newcastle Win
5-2,125/1,Chelsea v Newcastle,Newcastle Win
6-0,250/1,Chelsea v Newcastle,Newcastle Win
6-1,200/1,Chelsea v Newcastle,Newcastle Win
6-2,200/1,Chelsea v Newcastle,Newcastle Win
7-0,250/1,Chelsea v Newcastle,Newcastle Win
7-1,250/1,Chelsea v Newcastle,Newcastle Win
8-0,250/1,Chelsea v Newcastle,Newcastle Win
9-0,250/1,Chelsea v Newcastle,Newcastle Win
10-0,250/1,Chelsea v Newcastle,Newcastle Win
1-0,9/1,Bournemouth v Luton,Bournemouth Win
2-0,17/2,Bournemouth v Luton,Bournemouth Win
2-1,15/2,Bournemouth v Luton,Bournemouth Win
3-0,12/1,Bournemouth v Luton,Bournemouth Win
3-1,11/1,Bournemouth v Luton,Bournemouth Win
3-2,20/1,Bournemouth v Luton,Bournemouth Win
4-0,22/1,Bournemouth v Luton,Bournemouth Win
4-1,20/1,Bournemouth v Luton,Bournemouth Win
4-2,35/1,Bournemouth v Luton,Bournemouth Win
4-3,80/1,Bournemouth v Luton,Bournemouth Win
5-0,45/1,Bournemouth v Luton,Bournemouth Win
5-1,40/1,Bournemouth v Luton,Bournemouth Win
5-2,66/1,Bournemouth v Luton,Bournemouth Win
6-0,90/1,Bournemouth v Luton,Bournemouth Win
6-1,90/1,Bournemouth v Luton,Bournemouth Win
6-2,125/1,Bournemouth v Luton,Bournemouth Win
7-0,150/1,Bournemouth v Luton,Bournemouth Win
7-1,150/1,Bournemouth v Luton,Bournemouth Win
8-0,200/1,Bournemouth v Luton,Bournemouth Win
9-0,250/1,Bournemouth v Luton,Bournemouth Win
10-0,250/1,Bournemouth v Luton,Bournemouth Win
0-0,20/1,Bournemouth v Luton,Draw
1-1,8/1,Bournemouth v Luton,Draw
2-2,14/1,Bournemouth v Luton,Draw
3-3,45/1,Bournemouth v Luton,Draw
4-4,150/1,Bournemouth v Luton,Draw
1-0,20/1,Bournemouth v Luton,Luton Win
2-0,35/1,Bournemouth v Luton,Luton Win
2-1,16/1,Bournemouth v Luton,Luton Win
3-0,80/1,Bournemouth v Luton,Luton Win
3-1,45/1,Bournemouth v Luton,Luton Win
3-2,40/1,Bournemouth v Luton,Luton Win
4-0,150/1,Bournemouth v Luton,Luton Win
4-1,100/1,Bournemouth v Luton,Luton Win
4-2,100/1,Bournemouth v Luton,Luton Win
4-3,125/1,Bournemouth v Luton,Luton Win
5-0,200/1,Bournemouth v Luton,Luton Win
5-1,200/1,Bournemouth v Luton,Luton Win
5-2,200/1,Bournemouth v Luton,Luton Win
6-0,250/1,Bournemouth v Luton,Luton Win
6-1,250/1,Bournemouth v Luton,Luton Win
6-2,250/1,Bournemouth v Luton,Luton Win
7-0,250/1,Bournemouth v Luton,Luton Win
7-1,250/1,Bournemouth v Luton,Luton Win
8-0,250/1,Bournemouth v Luton,Luton Win
9-0,250/1,Bournemouth v Luton,Luton Win
