scoreline,scoreline_odds,contest,Outcome
7-0,200/1,Fulham v Tottenham,Tottenham Win
7-1,200/1,Fulham v Tottenham,Tottenham Win
8-0,250/1,Fulham v Tottenham,Tottenham Win
9-0,250/1,Fulham v Tottenham,Tottenham Win
10-0,250/1,Fulham v Tottenham,Tottenham Win
1-0,12/1,West Ham v Aston Villa,West Ham Win
2-0,16/1,West Ham v Aston Villa,West Ham Win
2-1,10/1,West Ham v Aston Villa,West Ham Win
3-0,28/1,West Ham v Aston Villa,West Ham Win
3-1,20/1,West Ham v Aston Villa,West Ham Win
3-2,25/1,West Ham v Aston Villa,West Ham Win
4-0,65/1,West Ham v Aston Villa,West Ham Win
4-1,45/1,West Ham v Aston Villa,West Ham Win
4-2,55/1,West Ham v Aston Villa,West Ham Win
4-3,90/1,West Ham v Aston Villa,West Ham Win
5-0,125/1,West Ham v Aston Villa,West Ham Win
5-1,100/1,West Ham v Aston Villa,West Ham Win
5-2,125/1,West Ham v Aston Villa,West Ham Win
6-0,200/1,West Ham v Aston Villa,West Ham Win
6-1,200/1,West Ham v Aston Villa,West Ham Win
6-2,200/1,West Ham v Aston Villa,West Ham Win
7-0,250/1,West Ham v Aston Villa,West Ham Win
7-1,250/1,West Ham v Aston Villa,West Ham Win
8-0,250/1,West Ham v Aston Villa,West Ham Win
9-0,250/1,West Ham v Aston Villa,West Ham Win
10-0,250/1,West Ham v Aston Villa,West Ham Win
0-0,16/1,West Ham v Aston Villa,Draw
1-1,13/2,West Ham v Aston Villa,Draw
2-2,11/1,West Ham v Aston Villa,Draw
3-3,40/1,West Ham v Aston Villa,Draw
4-4,150/1,West Ham v Aston Villa,Draw
1-0,11/1,West Ham v Aston Villa,Aston Villa Win
2-0,14/1,West Ham v Aston Villa,Aston Villa Win
2-1,9/1,West Ham v Aston Villa,Aston Villa Win
3-0,25/1,West Ham v Aston Villa,Aston Villa Win
3-1,18/1,West Ham v Aston Villa,Aston Villa Win
3-2,22/1,West Ham v Aston Villa,Aston Villa Win
4-0,60/1,West Ham v Aston Villa,Aston Villa Win
4-1,40/1,West Ham v Aston Villa,Aston Villa Win
4-2,50/1,West Ham v Aston Villa,Aston Villa Win
4-3,80/1,West Ham v Aston Villa,Aston Villa Win
5-0,125/1,West Ham v Aston Villa,Aston Villa Win
5-1,100/1,West Ham v Aston Villa,Aston Villa Win
5-2,125/1,West Ham v Aston Villa,Aston Villa Win
6-0,200/1,West Ham v Aston Villa,Aston Villa Win
6-1,200/1,West Ham v Aston Villa,Aston Villa Win
6-2,200/1,West Ham v Aston Villa,Aston Villa Win
7-0,250/1,West Ham v Aston Villa,Aston Villa Win
7-1,250/1,West Ham v Aston Villa,Aston Villa Win
8-0,250/1,West Ham v Aston Villa,Aston Villa Win
9-0,250/1,West Ham v Aston Villa,Aston Villa Win
10-0,250/1,West Ham v Aston Villa,Aston Villa Win
