scoreline,scoreline_odds,contest,Outcome
6-2,250/1,Aston Villa v Nottingham Forest,Nottingham Forest Win
7-0,250/1,Aston Villa v Nottingham Forest,Nottingham Forest Win
7-1,250/1,Aston Villa v Nottingham Forest,Nottingham Forest Win
8-0,250/1,Aston Villa v Nottingham Forest,Nottingham Forest Win
9-0,250/1,Aston Villa v Nottingham Forest,Nottingham Forest Win
1-0,8/1,Brighton v Everton,Brighton Win
2-0,9/1,Brighton v Everton,Brighton Win
2-1,15/2,Brighton v Everton,Brighton Win
3-0,16/1,Brighton v Everton,Brighton Win
3-1,14/1,Brighton v Everton,Brighton Win
3-2,22/1,Brighton v Everton,Brighton Win
4-0,35/1,Brighton v Everton,Brighton Win
4-1,28/1,Brighton v Everton,Brighton Win
4-2,45/1,Brighton v Everton,Brighton Win
4-3,90/1,Brighton v Everton,Brighton Win
5-0,80/1,Brighton v Everton,Brighton Win
5-1,70/1,Brighton v Everton,Brighton Win
5-2,100/1,Brighton v Everton,Brighton Win
6-0,150/1,Brighton v Everton,Brighton Win
6-1,150/1,Brighton v Everton,Brighton Win
6-2,150/1,Brighton v Everton,Brighton Win
7-0,200/1,Brighton v Everton,Brighton Win
7-1,200/1,Brighton v Everton,Brighton Win
8-0,250/1,Brighton v Everton,Brighton Win
9-0,250/1,Brighton v Everton,Brighton Win
10-0,250/1,Brighton v Everton,Brighton Win
0-0,14/1,Brighton v Everton,Draw
1-1,13/2,Brighton v Everton,Draw
2-2,12/1,Brighton v Everton,Draw
3-3,50/1,Brighton v Everton,Draw
4-4,150/1,Brighton v Everton,Draw
1-0,16/1,Brighton v Everton,Everton Win
2-0,25/1,Brighton v Everton,Everton Win
2-1,14/1,Brighton v Everton,Everton Win
3-0,50/1,Brighton v Everton,Everton Win
3-1,33/1,Brighton v Everton,Everton Win
3-2,35/1,Brighton v Everton,Everton Win
4-0,125/1,Brighton v Everton,Everton Win
4-1,80/1,Brighton v Everton,Everton Win
4-2,90/1,Brighton v Everton,Everton Win
4-3,125/1,Brighton v Everton,Everton Win
5-0,200/1,Brighton v Everton,Everton Win
5-1,150/1,Brighton v Everton,Everton Win
5-2,200/1,Brighton v Everton,Everton Win
6-0,250/1,Brighton v Everton,Everton Win
6-1,250/1,Brighton v Everton,Everton Win
6-2,250/1,Brighton v Everton,Everton Win
7-0,250/1,Brighton v Everton,Everton Win
7-1,250/1,Brighton v Everton,Everton Win
8-0,250/1,Brighton v Everton,Everton Win
9-0,250/1,Brighton v Everton,Everton Win
1-0,11/2,Crystal Palace v Burnley,Crystal Palace Win
2-0,8/1,Crystal Palace v Burnley,Crystal Palace Win
2-1,8/1,Crystal Palace v Burnley,Crystal Palace Win
3-0,16/1,Crystal Palace v Burnley,Crystal Palace Win
3-1,16/1,Crystal Palace v Burnley,Crystal Palace Win
3-2,33/1,Crystal Palace v Burnley,Crystal Palace Win
4-0,40/1,Crystal Palace v Burnley,Crystal Palace Win
4-1,40/1,Crystal Palace v Burnley,Crystal Palace Win
4-2,70/1,Crystal Palace v Burnley,Crystal Palace Win
4-3,150/1,Crystal Palace v Burnley,Crystal Palace Win
5-0,100/1,Crystal Palace v Burnley,Crystal Palace Win
5-1,100/1,Crystal Palace v Burnley,Crystal Palace Win
5-2,150/1,Crystal Palace v Burnley,Crystal Palace Win
6-0,200/1,Crystal Palace v Burnley,Crystal Palace Win
6-1,200/1,Crystal Palace v Burnley,Crystal Palace Win
6-2,200/1,Crystal Palace v Burnley,Crystal Palace Win
7-0,250/1,Crystal Palace v Burnley,Crystal Palace Win
7-1,250/1,Crystal Palace v Burnley,Crystal Palace Win
8-0,250/1,Crystal Palace v Burnley,Crystal Palace Win
9-0,250/1,Crystal Palace v Burnley,Crystal Palace Win
10-0,250/1,Crystal Palace v Burnley,Crystal Palace Win
0-0,9/1,Crystal Palace v Burnley,Draw
1-1,6/1,Crystal Palace v Burnley,Draw
2-2,18/1,Crystal Palace v Burnley,Draw
3-3,80/1,Crystal Palace v Burnley,Draw
4-4,200/1,Crystal Palace v Burnley,Draw
1-0,10/1,Crystal Palace v Burnley,Burnley Win
2-0,20/1,Crystal Palace v Burnley,Burnley Win
2-1,14/1,Crystal Palace v Burnley,Burnley Win
3-0,55/1,Crystal Palace v Burnley,Burnley Win
3-1,40/1,Crystal Palace v Burnley,Burnley Win
3-2,50/1,Crystal Palace v Burnley,Burnley Win
4-0,150/1,Crystal Palace v Burnley,Burnley Win
4-1,125/1,Crystal Palace v Burnley,Burnley Win
4-2,125/1,Crystal Palace v Burnley,Burnley Win
4-3,150/1,Crystal Palace v Burnley,Burnley Win
5-0,250/1,Crystal Palace v Burnley,Burnley Win
5-1,200/1,Crystal Palace v Burnley,Burnley Win
5-2,200/1,Crystal Palace v Burnley,Burnley Win
6-0,250/1,Crystal Palace v Burnley,Burnley Win
6-1,250/1,Crystal Palace v Burnley,Burnley Win
6-2,250/1,Crystal Palace v Burnley,Burnley Win
7-0,250/1,Crystal Palace v Burnley,Burnley Win
7-1,250/1,Crystal Palace v Burnley,Burnley Win
8-0,250/1,Crystal Palace v Burnley,Burnley Win
9-0,250/1,Crystal Palace v Burnley,Burnley Win
1-0,9/1,Man Utd v Fulham,Man Utd Win
2-0,9/1,Man Utd v Fulham,Man Utd Win
2-1,7/1,Man Utd v Fulham,Man Utd Win
3-0,14/1,Man Utd v Fulham,Man Utd Win
3-1,11/1,Man Utd v Fulham,Man Utd Win
3-2,18/1,Man Utd v Fulham,Man Utd Win
4-0,25/1,Man Utd v Fulham,Man Utd Win
4-1,22/1,Man Utd v Fulham,Man Utd Win
4-2,35/1,Man Utd v Fulham,Man Utd Win
4-3,70/1,Man Utd v Fulham,Man Utd Win
5-0,55/1,Man Utd v Fulham,Man Utd Win
5-1,50/1,Man Utd v Fulham,Man Utd Win
5-2,70/1,Man Utd v Fulham,Man Utd Win
6-0,125/1,Man Utd v Fulham,Man Utd Win
6-1,100/1,Man Utd v Fulham,Man Utd Win
6-2,125/1,Man Utd v Fulham,Man Utd Win
7-0,200/1,Man Utd v Fulham,Man Utd Win
7-1,200/1,Man Utd v Fulham,Man Utd Win
8-0,200/1,Man Utd v Fulham,Man Utd Win
9-0,200/1,Man Utd v Fulham,Man Utd Win
10-0,200/1,Man Utd v Fulham,Man Utd Win
0-0,20/1,Man Utd v Fulham,Draw
1-1,15/2,Man Utd v Fulham,Draw
2-2,14/1,Man Utd v Fulham,Draw
3-3,45/1,Man Utd v Fulham,Draw
4-4,150/1,Man Utd v Fulham,Draw
1-0,20/1,Man Utd v Fulham,Fulham Win
2-0,33/1,Man Utd v Fulham,Fulham Win
2-1,16/1,Man Utd v Fulham,Fulham Win
3-0,66/1,Man Utd v Fulham,Fulham Win
3-1,40/1,Man Utd v Fulham,Fulham Win
3-2,40/1,Man Utd v Fulham,Fulham Win
4-0,150/1,Man Utd v Fulham,Fulham Win
4-1,90/1,Man Utd v Fulham,Fulham Win
4-2,90/1,Man Utd v Fulham,Fulham Win
4-3,125/1,Man Utd v Fulham,Fulham Win
5-0,200/1,Man Utd v Fulham,Fulham Win
5-1,200/1,Man Utd v Fulham,Fulham Win
5-2,200/1,Man Utd v Fulham,Fulham Win
6-0,200/1,Man Utd v Fulham,Fulham Win
6-1,200/1,Man Utd v Fulham,Fulham Win
6-2,200/1,Man Utd v Fulham,Fulham Win
7-0,250/1,Man Utd v Fulham,Fulham Win
7-1,250/1,Man Utd v Fulham,Fulham Win
8-0,250/1,Man Utd v Fulham,Fulham Win
9-0,250/1,Man Utd v Fulham,Fulham Win
1-0,25/1,Bournemouth v Man City,Bournemouth Win
2-0,45/1,Bournemouth v Man City,Bournemouth Win
2-1,22/1,Bournemouth v Man City,Bournemouth Win
3-0,100/1,Bournemouth v Man City,Bournemouth Win
3-1,60/1,Bournemouth v Man City,Bournemouth Win
3-2,50/1,Bournemouth v Man City,Bournemouth Win
4-0,200/1,Bournemouth v Man City,Bournemouth Win
4-1,125/1,Bournemouth v Man City,Bournemouth Win
4-2,125/1,Bournemouth v Man City,Bournemouth Win
4-3,150/1,Bournemouth v Man City,Bournemouth Win
5-0,250/1,Bournemouth v Man City,Bournemouth Win
5-1,200/1,Bournemouth v Man City,Bournemouth Win
5-2,200/1,Bournemouth v Man City,Bournemouth Win
6-0,250/1,Bournemouth v Man City,Bournemouth Win
6-1,250/1,Bournemouth v Man City,Bournemouth Win
6-2,250/1,Bournemouth v Man City,Bournemouth Win
7-0,250/1,Bournemouth v Man City,Bournemouth Win
7-1,250/1,Bournemouth v Man City,Bournemouth Win
8-0,250/1,Bournemouth v Man City,Bournemouth Win
9-0,250/1,Bournemouth v Man City,Bournemouth Win
0-0,20/1,Bournemouth v Man City,Draw
1-1,9/1,Bournemouth v Man City,Draw
2-2,16/1,Bournemouth v Man City,Draw
3-3,55/1,Bournemouth v Man City,Draw
4-4,150/1,Bournemouth v Man City,Draw
1-0,17/2,Bournemouth v Man City,Man City Win
2-0,7/1,Bournemouth v Man City,Man City Win
2-1,15/2,Bournemouth v Man City,Man City Win
3-0,10/1,Bournemouth v Man City,Man City Win
3-1,10/1,Bournemouth v Man City,Man City Win
3-2,20/1,Bournemouth v Man City,Man City Win
4-0,18/1,Bournemouth v Man City,Man City Win
4-1,18/1,Bournemouth v Man City,Man City Win
4-2,33/1,Bournemouth v Man City,Man City Win
4-3,80/1,Bournemouth v Man City,Man City Win
5-0,35/1,Bournemouth v Man City,Man City Win
5-1,35/1,Bournemouth v Man City,Man City Win
5-2,65/1,Bournemouth v Man City,Man City Win
6-0,80/1,Bournemouth v Man City,Man City Win
6-1,80/1,Bournemouth v Man City,Man City Win
6-2,125/1,Bournemouth v Man City,Man City Win
7-0,150/1,Bournemouth v Man City,Man City Win
7-1,150/1,Bournemouth v Man City,Man City Win
8-0,200/1,Bournemouth v Man City,Man City Win
9-0,250/1,Bournemouth v Man City,Man City Win
10-0,250/1,Bournemouth v Man City,Man City Win
1-0,8/1,Arsenal v Newcastle,Arsenal Win
2-0,13/2,Arsenal v Newcastle,Arsenal Win
2-1,17/2,Arsenal v Newcastle,Arsenal Win
3-0,17/2,Arsenal v Newcastle,Arsenal Win
3-1,10/1,Arsenal v Newcastle,Arsenal Win
3-2,25/1,Arsenal v Newcastle,Arsenal Win
4-0,14/1,Arsenal v Newcastle,Arsenal Win
4-1,18/1,Arsenal v Newcastle,Arsenal Win
4-2,40/1,Arsenal v Newcastle,Arsenal Win
4-3,100/1,Arsenal v Newcastle,Arsenal Win
5-0,28/1,Arsenal v Newcastle,Arsenal Win
5-1,35/1,Arsenal v Newcastle,Arsenal Win
5-2,70/1,Arsenal v Newcastle,Arsenal Win
6-0,60/1,Arsenal v Newcastle,Arsenal Win
6-1,70/1,Arsenal v Newcastle,Arsenal Win
6-2,125/1,Arsenal v Newcastle,Arsenal Win
7-0,125/1,Arsenal v Newcastle,Arsenal Win
7-1,125/1,Arsenal v Newcastle,Arsenal Win
8-0,200/1,Arsenal v Newcastle,Arsenal Win
9-0,250/1,Arsenal v Newcastle,Arsenal Win
10-0,250/1,Arsenal v Newcastle,Arsenal Win
0-0,18/1,Arsenal v Newcastle,Draw
1-1,10/1,Arsenal v Newcastle,Draw
2-2,20/1,Arsenal v Newcastle,Draw
3-3,70/1,Arsenal v Newcastle,Draw
4-4,200/1,Arsenal v Newcastle,Draw
1-0,22/1,Arsenal v Newcastle,Newcastle Win
2-0,50/1,Arsenal v Newcastle,Newcastle Win
2-1,22/1,Arsenal v Newcastle,Newcastle Win
3-0,125/1,Arsenal v Newcastle,Newcastle Win
3-1,66/1,Arsenal v Newcastle,Newcastle Win
3-2,55/1,Arsenal v Newcastle,Newcastle Win
4-0,200/1,Arsenal v Newcastle,Newcastle Win
4-1,150/1,Arsenal v Newcastle,Newcastle Win
4-2,150/1,Arsenal v Newcastle,Newcastle Win
4-3,150/1,Arsenal v Newcastle,Newcastle Win
5-0,250/1,Arsenal v Newcastle,Newcastle Win
5-1,250/1,Arsenal v Newcastle,Newcastle Win
5-2,200/1,Arsenal v Newcastle,Newcastle Win
6-0,250/1,Arsenal v Newcastle,Newcastle Win
6-1,250/1,Arsenal v Newcastle,Newcastle Win
6-2,250/1,Arsenal v Newcastle,Newcastle Win
7-0,250/1,Arsenal v Newcastle,Newcastle Win
7-1,250/1,Arsenal v Newcastle,Newcastle Win
8-0,250/1,Arsenal v Newcastle,Newcastle Win
1-0,7/1,Wolves v Sheffield Utd,Wolves Win
2-0,6/1,Wolves v Sheffield Utd,Wolves Win
2-1,15/2,Wolves v Sheffield Utd,Wolves Win
3-0,10/1,Wolves v Sheffield Utd,Wolves Win
3-1,11/1,Wolves v Sheffield Utd,Wolves Win
3-2,25/1,Wolves v Sheffield Utd,Wolves Win
4-0,18/1,Wolves v Sheffield Utd,Wolves Win
4-1,22/1,Wolves v Sheffield Utd,Wolves Win
4-2,45/1,Wolves v Sheffield Utd,Wolves Win
4-3,100/1,Wolves v Sheffield Utd,Wolves Win
5-0,40/1,Wolves v Sheffield Utd,Wolves Win
5-1,45/1,Wolves v Sheffield Utd,Wolves Win
5-2,90/1,Wolves v Sheffield Utd,Wolves Win
6-0,90/1,Wolves v Sheffield Utd,Wolves Win
6-1,100/1,Wolves v Sheffield Utd,Wolves Win
6-2,150/1,Wolves v Sheffield Utd,Wolves Win
7-0,150/1,Wolves v Sheffield Utd,Wolves Win
7-1,150/1,Wolves v Sheffield Utd,Wolves Win
8-0,250/1,Wolves v Sheffield Utd,Wolves Win
9-0,250/1,Wolves v Sheffield Utd,Wolves Win
10-0,250/1,Wolves v Sheffield Utd,Wolves Win
0-0,14/1,Wolves v Sheffield Utd,Draw
1-1,8/1,Wolves v Sheffield Utd,Draw
2-2,18/1,Wolves v Sheffield Utd,Draw
3-3,70/1,Wolves v Sheffield Utd,Draw
4-4,200/1,Wolves v Sheffield Utd,Draw
1-0,20/1,Wolves v Sheffield Utd,Sheffield Utd Win
2-0,40/1,Wolves v Sheffield Utd,Sheffield Utd Win
2-1,22/1,Wolves v Sheffield Utd,Sheffield Utd Win
3-0,100/1,Wolves v Sheffield Utd,Sheffield Utd Win
3-1,60/1,Wolves v Sheffield Utd,Sheffield Utd Win
3-2,60/1,Wolves v Sheffield Utd,Sheffield Utd Win
4-0,200/1,Wolves v Sheffield Utd,Sheffield Utd Win
4-1,150/1,Wolves v Sheffield Utd,Sheffield Utd Win
4-2,150/1,Wolves v Sheffield Utd,Sheffield Utd Win
4-3,150/1,Wolves v Sheffield Utd,Sheffield Utd Win
5-0,250/1,Wolves v Sheffield Utd,Sheffield Utd Win
5-1,250/1,Wolves v Sheffield Utd,Sheffield Utd Win
5-2,250/1,Wolves v Sheffield Utd,Sheffield Utd Win
6-0,250/1,Wolves v Sheffield Utd,Sheffield Utd Win
6-1,250/1,Wolves v Sheffield Utd,Sheffield Utd Win
6-2,250/1,Wolves v Sheffield Utd,Sheffield Utd Win
7-0,250/1,Wolves v Sheffield Utd,Sheffield Utd Win
7-1,250/1,Wolves v Sheffield Utd,Sheffield Utd Win
8-0,250/1,Wolves v Sheffield Utd,Sheffield Utd Win
1-0,10/1,West Ham v Brentford,West Ham Win
2-0,14/1,West Ham v Brentford,West Ham Win
2-1,9/1,West Ham v Brentford,West Ham Win
3-0,28/1,West Ham v Brentford,West Ham Win
3-1,18/1,West Ham v Brentford,West Ham Win
3-2,25/1,West Ham v Brentford,West Ham Win
4-0,60/1,West Ham v Brentford,West Ham Win
4-1,45/1,West Ham v Brentford,West Ham Win
4-2,60/1,West Ham v Brentford,West Ham Win
4-3,100/1,West Ham v Brentford,West Ham Win
5-0,125/1,West Ham v Brentford,West Ham Win
5-1,100/1,West Ham v Brentford,West Ham Win
5-2,125/1,West Ham v Brentford,West Ham Win
6-0,200/1,West Ham v Brentford,West Ham Win
6-1,200/1,West Ham v Brentford,West Ham Win
6-2,200/1,West Ham v Brentford,West Ham Win
7-0,250/1,West Ham v Brentford,West Ham Win
7-1,250/1,West Ham v Brentford,West Ham Win
8-0,250/1,West Ham v Brentford,West Ham Win
9-0,250/1,West Ham v Brentford,West Ham Win
10-0,250/1,West Ham v Brentford,West Ham Win
0-0,14/1,West Ham v Brentford,Draw
1-1,6/1,West Ham v Brentford,Draw
2-2,12/1,West Ham v Brentford,Draw
3-3,45/1,West Ham v Brentford,Draw
4-4,150/1,West Ham v Brentford,Draw
1-0,10/1,West Ham v Brentford,Brentford Win
2-0,14/1,West Ham v Brentford,Brentford Win
2-1,10/1,West Ham v Brentford,Brentford Win
3-0,28/1,West Ham v Brentford,Brentford Win
3-1,20/1,West Ham v Brentford,Brentford Win
3-2,25/1,West Ham v Brentford,Brentford Win
4-0,70/1,West Ham v Brentford,Brentford Win
4-1,50/1,West Ham v Brentford,Brentford Win
4-2,65/1,West Ham v Brentford,Brentford Win
4-3,100/1,West Ham v Brentford,Brentford Win
5-0,150/1,West Ham v Brentford,Brentford Win
5-1,125/1,West Ham v Brentford,Brentford Win
5-2,150/1,West Ham v Brentford,Brentford Win
6-0,250/1,West Ham v Brentford,Brentford Win
6-1,200/1,West Ham v Brentford,Brentford Win
6-2,250/1,West Ham v Brentford,Brentford Win
7-0,250/1,West Ham v Brentford,Brentford Win
7-1,250/1,West Ham v Brentford,Brentford Win
8-0,250/1,West Ham v Brentford,Brentford Win
9-0,250/1,West Ham v Brentford,Brentford Win
10-0,250/1,West Ham v Brentford,Brentford Win
