assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,team_h_difficulty,team_a_difficulty,event
0,0,3,0,0.5,725,0.0,0.03,0.03,0.46,221,1,0,1.1,3.0,2025-01-26,25,0,0,0,0,0,0,0,False,19,0,0,0,0,23,0,5078,0,1,1,7.0,1,3377,4173,796,55,True,0,725,0,1,0.0578569844365119,16,Sub,Aston Villa,West Ham,1,1,26823,2024,702186,0.0,0,0,0,0.0578569844365119,0.0578569844365119,0.0,9749,Aston Villa,2,4,23
0,0,4,0,2.5,725,0.01,0.21,0.2,0.18,240,1,0,4.2,9.4,2025-02-01,45,0,0,0,0,0,0,0,False,20,0,0,0,0,24,0,6170,0,0,2,30.0,1,894,2075,1181,55,False,0,725,0,2,0.4067702293395996,40,Sub,Wolverhampton Wanderers,Aston Villa,2,0,26841,2024,703663,0.0,0,0,0,0.4067702293395996,0.4067702293395996,0.0,9749,Aston Villa,3,3,24
0,0,9,0,12.1,725,0.02,0.05,0.03,0.37,241,1,0,2.9,4.2,2025-02-15,62,0,0,0,0,0,0,0,False,10,0,0,0,0,25,0,19488,1,1,1,13.0,2,12162,14479,2317,55,True,0,725,0,1,0.0673820972442627,67,AMR,Aston Villa,Ipswich,1,1,26842,2024,706158,0.0343536622822284,0,1,0,0.0673820972442627,0.1586016416549682,0.0912195444107055,9749,Aston Villa,2,4,25
0,0,0,0,1.0,725,0.01,0.06,0.05,0.76,282,0,0,1.3,2.4,2025-02-19,23,0,0,0,0,0,0,0,False,12,0,0,0,0,25,0,19488,0,2,2,10.0,1,12162,14479,2317,55,True,0,725,0,2,0.0690538883209228,20,Sub,Aston Villa,Liverpool,2,2,26884,2024,707337,0.0,0,0,0,0.0690538883209228,0.0690538883209228,0.0,9749,Aston Villa,5,4,25
0,0,2,0,0.1,725,0.0,0.24,0.24,0.02,252,0,0,2.2,5.2,2025-02-22,12,0,0,0,0,0,0,0,False,6,0,0,0,0,26,0,15650,0,1,2,17.0,1,-3071,2656,5727,55,True,0,725,0,1,0.6195170283317566,6,Sub,Aston Villa,Chelsea,2,1,26854,2024,708083,0.0,0,0,0,0.6195170283317566,0.6195170283317566,0.0,9749,Aston Villa,3,4,26
0,0,3,0,0.0,725,0.0,0.0,0.0,0.0,271,0,0,0.0,0.0,2025-03-08,1,0,0,0,0,0,0,0,False,4,0,0,0,0,28,0,10451,0,1,0,0.0,1,-3052,635,3687,55,False,0,725,0,0,0.0,1,Sub,Brentford,Aston Villa,0,1,26872,2024,711566,0.0,0,0,0,0.0,0.0,0.0,9749,Aston Villa,3,3,28
0,0,23,0,0.0,725,0.0,0.06,0.06,0.41,293,0,1,5.0,33.0,2025-04-02,2,0,0,0,0,0,0,0,False,5,0,0,0,0,30,0,7468,0,3,0,17.0,6,-1089,308,1397,54,False,0,725,1,1,0.1128844320774078,1,Sub,Brighton,Aston Villa,0,3,26893,2024,716200,0.0,0,0,1,0.1128844320774078,0.1128844320774078,0.0,9749,Aston Villa,3,3,30
0,3,30,0,1.8,725,0.0,0.72,0.72,1.07,301,1,1,6.9,34.6,2025-04-05,61,0,0,0,0,0,0,0,False,16,0,0,0,0,31,0,7552,1,1,2,33.0,10,34,610,576,53,True,0,725,1,1,0.6297279596328735,63,AMR,Aston Villa,Nottingham Forest,2,1,26902,2024,717053,0.0,0,0,1,0.6297279596328735,0.6297279596328735,0.0,9749,Aston Villa,4,4,31
0,0,24,0,12.1,725,0.01,0.24,0.23,0.06,319,0,1,6.9,37.8,2025-04-12,24,0,0,0,0,0,0,0,False,17,0,0,0,0,32,0,40194,0,3,0,19.0,6,30290,32729,2439,53,False,0,725,1,1,0.2669849395751953,23,Sub,Southampton,Aston Villa,0,3,26921,2024,718654,0.0408704690635204,0,1,1,0.2669849395751953,0.3078553974628448,0.0,9749,Aston Villa,3,1,32
0,0,2,0,1.3,725,0.0,0.06,0.06,0.0,321,0,0,0.3,0.0,2025-04-19,8,0,0,0,0,0,0,0,False,15,0,0,0,0,33,0,57304,0,1,4,4.0,1,13262,22362,9100,53,True,0,725,0,1,0.0736905708909034,5,Sub,Aston Villa,Newcastle United,4,1,26922,2024,720622,0.0,0,0,0,0.0736905708909034,0.0736905708909034,0.0,9749,Aston Villa,4,4,33
0,0,7,0,0.0,725,0.0,0.03,0.03,0.42,336,1,0,1.4,5.2,2025-04-22,4,0,0,0,0,0,0,0,False,13,0,0,0,0,33,0,57304,0,1,2,9.0,1,13262,22362,9100,53,False,0,725,0,1,0.0196680333465337,1,Sub,Manchester City,Aston Villa,2,1,26937,2024,721738,0.0,0,0,0,0.0196680333465337,0.0,0.0,9749,Aston Villa,3,4,33
