goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,understat_id
0,0,0,0.0,48,DL,West Ham,Bournemouth,2,2,2025-04-05,26911,2024,716861,0.0,0,0,0,0.0,0.0282109323889017,0.0282109323889017,12358
1,0,0,0.0,80,DML,Wolverhampton Wanderers,West Ham,1,0,2025-04-01,26895,2024,715990,0.0,0,0,0,0.0,0.0700343921780586,0.0700343921780586,12358
2,0,0,0.0,90,DML,West Ham,Newcastle United,0,1,2025-03-10,26880,2024,712461,0.0180325098335742,0,1,0,0.0,0.1141572445631027,0.0961247310042381,12358
3,0,1,0.030363930389285,67,DML,West Ham,Leicester,2,0,2025-02-27,26866,2024,709303,0.0,0,0,0,0.030363930389285,0.084865465760231,0.0545015335083007,12358
4,0,0,0.0,90,DL,Arsenal,West Ham,0,1,2025-02-22,26853,2024,707780,0.0,0,0,0,0.0,0.0,0.0,12358
5,0,2,0.1069729700684547,40,Sub,West Ham,Brentford,0,1,2025-02-15,26851,2024,706289,0.0,0,0,0,0.1069729700684547,0.1750346273183822,0.1750346273183822,12358
6,0,0,0.0,16,Sub,Chelsea,West Ham,2,1,2025-02-03,26835,2024,704465,0.0,0,0,0,0.0,0.017153400927782,0.017153400927782,12358
7,0,0,0.0,6,Sub,Aston Villa,West Ham,1,1,2025-01-26,26823,2024,702201,0.0,0,0,0,0.0,0.0,0.0,12358
8,0,0,0.0,33,Sub,West Ham,Crystal Palace,0,2,2025-01-18,26821,2024,700065,0.0,0,0,0,0.0,0.0603744834661483,0.0603744834661483,12358
9,0,0,0.0,5,Sub,West Ham,Fulham,3,2,2025-01-14,26808,2024,699151,0.0638335272669792,0,1,0,0.0,0.0638335272669792,0.0,12358
10,0,0,0.0,15,Sub,West Ham,Brighton,1,1,2024-12-21,26767,2024,695305,0.0,0,0,0,0.0,0.0,0.0,12358
11,0,0,0.0,13,Sub,Bournemouth,West Ham,1,1,2024-12-16,26754,2024,694827,0.0,0,0,0,0.0,0.0,0.0,12358
