goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,understat_id
0,0,1,0.0915264189243316,21,Sub,Liverpool,West Ham,2,1,2025-04-13,26916,2024,719257,0.0733689963817596,0,1,0,0.0915264189243316,0.0733689963817596,0.0,10187
1,0,0,0.0,1,Sub,Liverpool,Southampton,3,1,2025-03-08,26876,2024,711394,0.0,0,0,0,0.0,0.0,0.0,10187
2,0,0,0.0,13,Sub,Liverpool,Newcastle United,2,0,2025-02-26,26870,2024,709250,0.0,0,0,0,0.0,0.0,0.0,10187
3,0,0,0.0,1,Sub,Manchester City,Liverpool,0,2,2025-02-23,26859,2024,708655,0.0,0,0,0,0.0,0.0,0.0,10187
4,0,0,0.0,1,Sub,Aston Villa,Liverpool,2,2,2025-02-19,26884,2024,707355,0.0,0,0,0,0.0,0.0,0.0,10187
5,0,0,0.0,41,Sub,Liverpool,Wolverhampton Wanderers,2,1,2025-02-16,26847,2024,706717,0.0,0,0,0,0.0,0.0,0.0,10187
6,0,0,0.0,54,Sub,West Ham,Liverpool,0,5,2024-12-29,26791,2024,696825,0.0,0,0,0,0.0,0.530228853225708,0.530228853225708,10187
7,0,0,0.0,15,Sub,Liverpool,Fulham,2,2,2024-12-14,26752,2024,693766,0.0,0,0,0,0.0,0.5299983620643616,0.5299983620643616,10187
8,0,0,0.0,90,DR,Newcastle United,Liverpool,3,3,2024-12-04,26740,2024,691433,0.0,0,0,0,0.0,0.1293338388204574,0.1293338388204574,10187
9,0,0,0.0,14,Sub,Liverpool,Manchester City,2,0,2024-12-01,26726,2024,690869,0.0,0,0,0,0.0,0.0,0.0,10187
10,0,0,0.0,47,DC,Ipswich,Liverpool,0,2,2024-08-17,26603,2024,666251,0.0,0,0,0,0.0,0.0,0.0,10187
11,1,2,1.001246213912964,90,DC,Liverpool,Wolverhampton Wanderers,2,0,2024-05-19,22271,2023,663051,0.0299302507191896,0,1,1,1.001246213912964,1.7179855108261108,1.6880552768707275,10187
12,1,1,0.3022225499153137,90,DC,Aston Villa,Liverpool,3,3,2024-05-13,22256,2023,661855,0.0,0,0,1,0.3022225499153137,0.1348199993371963,0.1348199993371963,10187
13,0,0,0.0,90,DC,Liverpool,Tottenham,4,2,2024-05-05,22251,2023,659545,0.0,0,0,0,0.0,0.1334962397813797,0.1334962397813797,10187
14,0,0,0.0,90,DC,West Ham,Liverpool,2,2,2024-04-27,22243,2023,656723,0.0,0,0,0,0.0,0.524842381477356,0.524842381477356,10187
15,0,0,0.0,21,Sub,Everton,Liverpool,2,0,2024-04-24,22179,2023,656333,0.0184875670820474,0,1,0,0.0,0.1463416367769241,0.1463416367769241,10187
16,0,0,0.0,90,DC,Fulham,Liverpool,1,3,2024-04-21,22229,2023,655643,0.0,0,0,0,0.0,0.176232635974884,0.176232635974884,10187
17,0,0,0.0,90,DC,Manchester United,Liverpool,2,2,2024-04-07,22211,2023,652403,0.0,0,0,0,0.0,1.0679055452346802,1.0679055452346802,10187
18,0,0,0.0,90,DC,Liverpool,Brighton,2,1,2024-03-31,22189,2023,650329,0.0271047931164503,0,1,0,0.0,0.8145934343338013,0.8145934343338013,10187
19,0,1,0.0244447272270917,90,DC,Liverpool,Manchester City,1,1,2024-03-10,22171,2023,647460,0.0,0,0,0,0.0244447272270917,0.576430082321167,0.5519853830337524,10187
20,0,0,0.0,90,DC,Liverpool,Luton,4,1,2024-02-21,22151,2023,642837,0.0,0,0,0,0.0,0.575888991355896,0.575888991355896,10187
21,0,1,0.0633465275168418,90,DC,Liverpool,Burnley,3,1,2024-02-10,22128,2023,640089,0.0,0,0,0,0.0633465275168418,0.6812161207199097,0.6812161207199097,10187
22,0,1,0.035428375005722,90,DC,Burnley,Liverpool,0,2,2023-12-26,22079,2023,633021,0.0,0,0,0,0.035428375005722,0.4084608554840088,0.4084608554840088,10187
23,0,0,0.0,62,DC,Crystal Palace,Liverpool,1,2,2023-12-09,22047,2023,628429,0.0,0,0,0,0.0,0.0853547230362892,0.0853547230362892,10187
24,0,0,0.0,1,Sub,Liverpool,Brentford,3,0,2023-11-12,22011,2023,623849,0.0,0,0,0,0.0,0.0,0.0,10187
25,0,0,0.0,85,DC,Wolverhampton Wanderers,Liverpool,1,3,2023-09-16,21935,2023,610072,0.0,0,0,0,0.0,0.1605861485004425,0.1605861485004425,10187
26,0,0,0.0,14,Sub,Liverpool,Aston Villa,3,0,2023-09-03,21933,2023,609379,0.0,0,0,0,0.0,0.0,0.0,10187
27,0,0,0.0,9,Sub,Newcastle United,Liverpool,1,2,2023-08-27,22304,2023,607710,0.0,0,0,0,0.0,0.0,0.0,10187
