h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
0,a,1.03414,1.36793,1.03414,1.36793,"{'att': 335, 'def': 19}","{'att': 135, 'def': 23}",2,7,0,0,1.093,d,2025-08-17 13:00:00,0,1,0,1,-0.33379
1,h,1.10188,1.32987,1.10188,1.32987,"{'att': 294, 'def': 23}","{'att': 197, 'def': 19}",6,4,1,1,1.1537,d,2025-08-24 13:00:00,0,1,0,1,-0.2279900000000001
2,a,2.59713,1.20586,1.83596,1.20586,"{'att': 288, 'def': 15}","{'att': 222, 'def': 21}",5,6,3,0,2.4578,w,2025-08-31 18:00:00,1,0,0,3,0.6301000000000001
3,h,1.75805,0.354129,1.75805,0.354129,"{'att': 244, 'def': 18}","{'att': 320, 'def': 18}",8,4,0,0,2.5155,d,2025-09-13 14:00:00,0,1,0,1,1.403921
4,a,2.33565,0.466365,2.33565,0.466365,"{'att': 262, 'def': 11}","{'att': 197, 'def': 23}",7,5,2,1,2.6628,w,2025-09-20 14:00:00,1,0,0,3,1.869285
