goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,understat_id
0,0,0,0.0,10,Sub,Southampton,Fulham,1,2,2025-04-26,26940,2024,722629,0.0,0,0,0,0.0,0.0,0.0,10586
1,0,1,0.3479302823543548,15,Sub,West Ham,Southampton,1,1,2025-04-19,26931,2024,720451,0.0269978418946266,0,1,0,0.3479302823543548,0.0269978418946266,0.0269978418946266,10586
2,0,0,0.0,43,Sub,Southampton,Aston Villa,0,3,2025-04-12,26921,2024,718640,0.0,0,0,0,0.0,0.0,0.0,10586
3,0,0,0.0,80,AMR,Tottenham,Southampton,3,1,2025-04-06,26910,2024,717500,0.097122274339199,0,1,0,0.0,0.1246863603591919,0.1246863603591919,10586
4,0,0,0.0,8,Sub,Southampton,Crystal Palace,1,1,2025-04-02,26900,2024,716218,0.0,0,0,0,0.0,0.0,0.0,10586
5,0,3,0.3920988738536834,90,FWR,Southampton,Wolverhampton Wanderers,1,2,2025-03-15,26891,2024,713047,0.0727364346385002,0,1,0,0.3920988738536834,0.8102754950523376,0.5663762092590332,10586
6,0,1,0.0232340265065431,70,AMR,Liverpool,Southampton,3,1,2025-03-08,26876,2024,711404,0.0181401800364255,0,1,0,0.0232340265065431,0.0413742065429687,0.0232340265065431,10586
7,0,0,0.0,29,Sub,Chelsea,Southampton,4,0,2025-02-25,26869,2024,709025,0.0,0,0,0,0.0,0.0957938656210899,0.0957938656210899,10586
8,0,0,0.0,90,FWR,Southampton,Brighton,0,4,2025-02-22,26861,2024,707860,0.0690834149718284,0,2,0,0.0,0.0750921815633773,0.0750921815633773,10586
9,0,0,0.0,33,Sub,Southampton,Bournemouth,1,3,2025-02-15,26849,2024,706259,0.0,0,0,0,0.0,0.1911762505769729,0.1911762505769729,10586
10,0,3,0.2449339181184768,64,FW,Manchester United,Southampton,3,1,2025-01-16,26811,2024,699591,0.0596176795661449,0,1,0,0.2449339181184768,0.4717239141464233,0.1671723276376724,10586
11,0,2,0.0567962527275085,90,FWR,Southampton,Brentford,0,5,2025-01-04,26799,2024,697195,0.0,0,0,0,0.0567962527275085,0.0745744779706001,0.0341457687318325,10586
12,1,2,0.9996864199638368,88,AMC,Crystal Palace,Southampton,2,1,2024-12-29,26784,2024,696663,0.0,0,0,1,0.9996864199638368,1.1339623928070068,0.1342759728431701,10586
13,0,1,0.0610155202448368,7,Sub,Southampton,West Ham,0,1,2024-12-26,26780,2024,696285,0.0,0,0,0,0.0610155202448368,0.0610155202448368,0.0,10586
14,0,0,0.0,48,FW,Fulham,Southampton,0,0,2024-12-22,26763,2024,695655,0.0,0,0,0,0.0,0.0789125859737396,0.0789125859737396,10586
15,0,3,0.0434479154646396,90,AMC,Southampton,Tottenham,0,5,2024-12-15,26759,2024,694625,0.2705343961715698,0,1,0,0.0434479154646396,0.9657384753227234,0.6517561674118042,10586
16,0,0,0.0,90,MC,Aston Villa,Southampton,1,0,2024-12-07,26742,2024,692184,0.1188243925571441,0,1,0,0.0,0.1188243925571441,0.0,10586
17,0,2,0.074561707675457,90,MR,Brighton,Southampton,1,1,2024-11-29,26723,2024,689635,0.1089090406894683,0,2,0,0.074561707675457,0.6181446313858032,0.5190985202789307,10586
18,0,1,0.0288983322679996,90,MR,Southampton,Liverpool,2,3,2024-11-24,26721,2024,689132,0.0694763511419296,0,1,0,0.0288983322679996,0.4782863259315491,0.4493879973888397,10586
19,0,1,0.0613311044871807,38,Sub,Wolverhampton Wanderers,Southampton,2,0,2024-11-09,26711,2024,686691,0.0,0,0,0,0.0613311044871807,0.0613311044871807,0.0,10586
20,0,0,0.0,28,Sub,Southampton,Everton,1,0,2024-11-02,26699,2024,685127,0.0457256250083446,0,1,0,0.0,0.0887085571885109,0.0887085571885109,10586
21,0,0,0.0,47,MR,Manchester City,Southampton,1,0,2024-10-26,26683,2024,682949,0.0,0,0,0,0.0,0.0,0.0,10586
22,0,1,0.068446584045887,80,MR,Southampton,Leicester,2,3,2024-10-19,26678,2024,681386,0.0,0,0,0,0.068446584045887,0.068446584045887,0.0,10586
23,0,2,0.0851083695888519,90,MR,Arsenal,Southampton,3,1,2024-10-05,26666,2024,679536,0.0770623460412025,0,1,0,0.0851083695888519,0.1621707081794738,0.0,10586
24,0,1,0.0493114292621612,79,FW,Bournemouth,Southampton,3,1,2024-09-30,26661,2024,678947,0.0530579537153244,0,1,0,0.0493114292621612,0.0493114292621612,0.0,10586
25,1,1,0.4789488911628723,84,AMR,Southampton,Ipswich,1,1,2024-09-21,26643,2024,675631,0.7023828029632568,0,1,1,0.4789488911628723,1.728568196296692,0.547236442565918,10586
26,0,1,0.0392900668084621,67,AMR,Southampton,Manchester United,0,3,2024-09-14,26632,2024,673363,0.0341485179960727,0,1,0,0.0392900668084621,0.0734385848045349,0.0,10586
27,0,2,0.036729872226715,31,Sub,Brentford,Southampton,3,1,2024-08-31,26623,2024,671750,0.1231196969747543,0,2,0,0.036729872226715,0.5573185086250305,0.5205886363983154,10586
28,0,0,0.0,5,Sub,Southampton,Nottingham Forest,0,1,2024-08-24,26616,2024,668053,0.0,0,0,0,0.0,0.0,0.0,10586
29,0,0,0.0,16,Sub,Newcastle United,Southampton,1,0,2024-08-17,26606,2024,666382,0.0327474772930145,0,1,0,0.0,0.1224109157919883,0.0896634384989738,10586
