goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,understat_id
0,1,1,0.7611688375473022,1,Sub,Tottenham,Southampton,3,1,2025-04-06,26910,2024,717489,0.0,0,0,0,0.0,0.0,0.0,9780
1,0,1,0.0378419123589992,1,Sub,Chelsea,Tottenham,1,0,2025-04-03,26897,2024,716291,0.0,0,0,0,0.0378419123589992,0.0,0.0,9780
2,0,1,0.0247706398367881,78,FWL,Fulham,Tottenham,2,0,2025-03-16,26886,2024,713708,0.0459418036043643,0,2,0,0.0247706398367881,0.0584656000137329,0.0,9780
3,0,1,0.0549078211188316,67,FW,Tottenham,Manchester City,0,1,2025-02-26,26865,2024,709182,0.0,0,0,0,0.0549078211188316,0.0,0.0,9780
4,0,0,0.0,77,FW,Ipswich,Tottenham,1,4,2025-02-22,26857,2024,707814,0.0,0,0,0,0.0,0.1186921298503875,0.1186921298503875,9780
5,0,7,0.5975996851921082,90,FW,Tottenham,Manchester United,1,0,2025-02-16,26850,2024,706991,0.0787857547402381,0,1,0,0.5975996851921082,0.6531071662902832,0.1634655743837356,9780
6,0,2,0.0543197616934776,40,Sub,Bayern Munich,Hoffenheim,5,0,2025-01-15,27888,2024,699326,0.5589722990989685,1,1,0,0.0543197616934776,0.7208203077316284,0.1075282096862793,9780
7,0,1,0.064055398106575,6,Sub,Bayern Munich,RasenBallsport Leipzig,5,1,2024-12-20,27870,2024,694932,0.0,0,0,0,0.064055398106575,0.5391847491264343,0.4751293659210205,9780
8,0,2,0.1033209562301635,24,Sub,Mainz 05,Bayern Munich,2,1,2024-12-14,27864,2024,693566,0.0,0,0,0,0.1033209562301635,0.1033209562301635,0.0,9780
9,0,1,0.0133684817701578,65,AML,Borussia Dortmund,Bayern Munich,1,1,2024-11-30,27842,2024,690321,0.0,0,0,0,0.0133684817701578,0.465758353471756,0.4523898959159851,9780
10,0,3,0.5893151164054871,19,Sub,Bochum,Bayern Munich,0,5,2024-10-27,27812,2024,683874,0.0,0,0,0,0.5893151164054871,1.0104830265045166,0.4211679399013519,9780
11,0,0,0.0,16,Sub,Eintracht Frankfurt,Bayern Munich,3,3,2024-10-06,27787,2024,680477,0.0,0,0,0,0.0,0.0934557691216468,0.0934557691216468,9780
12,0,0,0.0,13,Sub,Holstein Kiel,Bayern Munich,1,6,2024-09-14,27766,2024,674017,0.0,0,0,0,0.0,0.0,0.0,9780
13,0,1,0.0699926167726516,63,ML,Bayern Munich,Freiburg,2,0,2024-09-01,27759,2024,672777,0.0,0,0,0,0.0699926167726516,0.1625734567642212,0.0925808399915695,9780
14,1,3,0.7716593742370605,83,FW,Hoffenheim,Bayern Munich,4,2,2024-05-18,23367,2023,662767,0.4095171391963959,1,1,1,0.7716593742370605,1.1811765432357788,0.0,9780
15,0,1,0.0548624694347381,90,FW,Bayern Munich,Wolfsburg,2,0,2024-05-12,23353,2023,661316,0.0,0,0,0,0.0548624694347381,0.0548624694347381,0.0,9780
16,0,0,0.0,78,AMR,VfB Stuttgart,Bayern Munich,3,1,2024-05-04,23351,2023,658698,0.1433367580175399,0,1,0,0.0,0.5087773203849792,0.3654405474662781,9780
17,0,0,0.0,18,Sub,Bayern Munich,Eintracht Frankfurt,2,1,2024-04-27,23335,2023,656843,0.0,0,0,0,0.0,0.0,0.0,9780
18,1,2,0.4210819602012634,90,AMR,Union Berlin,Bayern Munich,1,5,2024-04-20,23327,2023,655038,0.1595965176820755,1,3,1,0.4210819602012634,1.1185078620910645,0.5585376024246216,9780
19,0,4,0.3101800084114074,90,AML,Bayern Munich,FC Cologne,2,0,2024-04-13,23317,2023,653081,0.0,0,0,0,0.3101800084114074,0.8295934200286865,0.519413411617279,9780
20,0,2,0.4301598966121673,22,Sub,FC Heidenheim,Bayern Munich,3,2,2024-04-06,23315,2023,651582,0.0,0,0,0,0.4301598966121673,0.4301598966121673,0.0,9780
21,0,0,0.0,24,Sub,Bayern Munich,Borussia Dortmund,0,2,2024-03-30,23299,2023,650088,0.0,0,0,0,0.0,0.0,0.0,9780
