player names,one plus ,two plus,contest
Anton Stach,9/2,40/1,Leeds v Tottenham
Dominic Calvert-Lewin,9/2,40/1,Leeds v Tottenham
Noah Okafor,19/4,,Leeds v Tottenham
Brenden Aaronson,13/2,,Leeds v Tottenham
Sean Longstaff,7/1,,Leeds v Tottenham
Ethan Ampadu,9/1,,Leeds v Tottenham
Pascal Struijk,10/1,,Leeds v Tottenham
Gabriel Gudmundsson,10/1,,Leeds v Tottenham
Mohammed Kudus,4/1,,Leeds v Tottenham
Richarlison,17/4,,Leeds v Tottenham
Xavi Simons,19/4,,Leeds v Tottenham
Pedro Porro,15/2,,Leeds v Tottenham
Lucas Bergvall,17/2,,Leeds v Tottenham
Pape Matar Sarr,9/1,,Leeds v Tottenham
Destiny Udogie,10/1,,Leeds v Tottenham
Cristian Romero,14/1,,Leeds v Tottenham
Anton Stach,9/2,40/1,Leeds v Tottenham
Dominic Calvert-Lewin,9/2,40/1,Leeds v Tottenham
Noah Okafor,19/4,,Leeds v Tottenham
Brenden Aaronson,13/2,,Leeds v Tottenham
Sean Longstaff,7/1,,Leeds v Tottenham
Ethan Ampadu,9/1,,Leeds v Tottenham
Pascal Struijk,10/1,,Leeds v Tottenham
Gabriel Gudmundsson,10/1,,Leeds v Tottenham
Mohammed Kudus,4/1,,Leeds v Tottenham
Richarlison,17/4,,Leeds v Tottenham
Xavi Simons,19/4,,Leeds v Tottenham
Pedro Porro,15/2,,Leeds v Tottenham
Lucas Bergvall,17/2,,Leeds v Tottenham
Pape Matar Sarr,9/1,,Leeds v Tottenham
Destiny Udogie,10/1,,Leeds v Tottenham
Cristian Romero,14/1,,Leeds v Tottenham
Bukayo Saka,13/8,9/1,Arsenal v West Ham
Eberechi Eze,12/5,16/1,Arsenal v West Ham
Viktor Gyokeres,29/10,22/1,Arsenal v West Ham
Declan Rice,3/1,25/1,Arsenal v West Ham
Leandro Trossard,16/5,28/1,Arsenal v West Ham
Martin Zubimendi,4/1,33/1,Arsenal v West Ham
Riccardo Calafiori,7/1,,Arsenal v West Ham
Jurrien Timber,17/2,,Arsenal v West Ham
Jarrod Bowen,15/2,,Arsenal v West Ham
Lucas Paqueta,10/1,,Arsenal v West Ham
Crysencio Summerville,11/1,,Arsenal v West Ham
Mateus Fernandes,11/1,,Arsenal v West Ham
El Hadji Malick Diouf,12/1,,Arsenal v West Ham
Kyle Walker-Peters,14/1,,Arsenal v West Ham
Konstantinos Mavropanos,18/1,,Arsenal v West Ham
Max Kilman,20/1,,Arsenal v West Ham
Bruno Fernandes,12/5,16/1,Man Utd v Sunderland
Matheus Cunha,5/2,18/1,Man Utd v Sunderland
Bryan Mbeumo,29/10,22/1,Man Utd v Sunderland
Casemiro,17/4,,Man Utd v Sunderland
Benjamin Sesko,9/2,,Man Utd v Sunderland
Luke Shaw,9/2,,Man Utd v Sunderland
Diogo Dalot,5/1,,Man Utd v Sunderland
Patrick Dorgu,5/1,,Man Utd v Sunderland
Harry Maguire,6/1,,Man Utd v Sunderland
Matthijs de Ligt,6/1,,Man Utd v Sunderland
Wilson Isidor,6/1,,Man Utd v Sunderland
Chemsdine Talbi,8/1,,Man Utd v Sunderland
Granit Xhaka,9/1,,Man Utd v Sunderland
Chris Rigg,10/1,,Man Utd v Sunderland
Enzo Le Fee,10/1,,Man Utd v Sunderland
Trai Hume,11/1,,Man Utd v Sunderland
Arthur Masuaku,12/1,,Man Utd v Sunderland
Nordi Mukiele,14/1,,Man Utd v Sunderland
Noah Sadiki,16/1,,Man Utd v Sunderland
Omar Alderete,16/1,,Man Utd v Sunderland
Joao Pedro,3/1,25/1,Chelsea v Liverpool
Estevao,18/5,33/1,Chelsea v Liverpool
Pedro Neto,4/1,28/1,Chelsea v Liverpool
Enzo Fernandez,17/4,33/1,Chelsea v Liverpool
Romeo Lavia,5/1,,Chelsea v Liverpool
Reece James,6/1,,Chelsea v Liverpool
Moises Caicedo,11/1,,Chelsea v Liverpool
Mohamed Salah,10/3,,Chelsea v Liverpool
Alexander Isak,4/1,,Chelsea v Liverpool
Cody Gakpo,17/4,,Chelsea v Liverpool
Dominik Szoboszlai,9/2,,Chelsea v Liverpool
Ryan Gravenberch,19/4,,Chelsea v Liverpool
Alexis MacAllister,6/1,,Chelsea v Liverpool
Conor Bradley,7/1,,Chelsea v Liverpool
Milos Kerkez,8/1,,Chelsea v Liverpool
Virgil van Dijk,11/1,,Chelsea v Liverpool
Ollie Watkins,9/4,12/1,Aston Villa v Burnley
Morgan Rogers,4/1,40/1,Aston Villa v Burnley
Evann Guessand,9/2,,Aston Villa v Burnley
John McGinn,5/1,,Aston Villa v Burnley
Lucas Digne,6/1,,Aston Villa v Burnley
Boubacar Kamara,13/2,,Aston Villa v Burnley
Matty Cash,11/1,,Aston Villa v Burnley
Jaidon Anthony,8/1,,Aston Villa v Burnley
Josh Cullen,8/1,,Aston Villa v Burnley
Loum Tchaouna,8/1,,Aston Villa v Burnley
Lyle Foster,17/2,,Aston Villa v Burnley
Quilindschy Hartman,10/1,,Aston Villa v Burnley
Josh Laurent,11/1,,Aston Villa v Burnley
Hjalmar Ekdal,14/1,,Aston Villa v Burnley
Kyle Walker,18/1,,Aston Villa v Burnley
Maxime Esteve,20/1,,Aston Villa v Burnley
Jack Grealish,16/5,28/1,Everton v Crystal Palace
Beto,9/2,,Everton v Crystal Palace
Iliman Ndiaye,6/1,,Everton v Crystal Palace
Carlos Alcaraz,6/1,,Everton v Crystal Palace
James Garner,9/1,,Everton v Crystal Palace
Idrissa Gueye,10/1,,Everton v Crystal Palace
James Tarkowski,12/1,,Everton v Crystal Palace
Jake O'Brien,12/1,,Everton v Crystal Palace
Michael Keane,12/1,,Everton v Crystal Palace
Vitaliy Mykolenko,14/1,,Everton v Crystal Palace
Ismaila Sarr,5/1,,Everton v Crystal Palace
Daichi Kamada,7/1,,Everton v Crystal Palace
Daniel Munoz,7/1,,Everton v Crystal Palace
Tyrick Mitchell,7/1,,Everton v Crystal Palace
Jean-Philippe Mateta,10/1,,Everton v Crystal Palace
Maxence Lacroix,11/1,,Everton v Crystal Palace
Chris Richards,12/1,,Everton v Crystal Palace
Nick Woltemade,13/5,16/1,Newcastle v Nottingham Forest
Anthony Gordon,29/10,18/1,Newcastle v Nottingham Forest
Jacob Murphy,3/1,22/1,Newcastle v Nottingham Forest
Bruno Guimaraes,19/4,,Newcastle v Nottingham Forest
Joelinton,6/1,,Newcastle v Nottingham Forest
Sandro Tonali,6/1,,Newcastle v Nottingham Forest
Kieran Trippier,6/1,,Newcastle v Nottingham Forest
Lewis Hall,6/1,,Newcastle v Nottingham Forest
Dan Burn,9/1,,Newcastle v Nottingham Forest
Chris Wood,5/1,,Newcastle v Nottingham Forest
Morgan Gibbs-White,5/1,,Newcastle v Nottingham Forest
Dilane Bakwa,6/1,,Newcastle v Nottingham Forest
Dan Ndoye,8/1,,Newcastle v Nottingham Forest
Elliot Anderson,8/1,,Newcastle v Nottingham Forest
Neco Williams,17/2,,Newcastle v Nottingham Forest
Nicolas Dominguez,9/1,,Newcastle v Nottingham Forest
Nikola Milenkovic,14/1,,Newcastle v Nottingham Forest
Nicolo Savona,14/1,,Newcastle v Nottingham Forest
Morato,16/1,,Newcastle v Nottingham Forest
Jhon Arias,17/4,33/1,Wolves v Brighton
Jorgen Strand Larsen,19/4,33/1,Wolves v Brighton
Marshall Munetsi,15/2,,Wolves v Brighton
Jackson Tchatchoua,17/2,,Wolves v Brighton
Joao Gomes,9/1,,Wolves v Brighton
Santiago Bueno,12/1,,Wolves v Brighton
Ladislav Krejci,14/1,,Wolves v Brighton
Emmanuel Agbadou,16/1,,Wolves v Brighton
Danny Welbeck,18/5,,Wolves v Brighton
Georginio Rutter,18/5,,Wolves v Brighton
Yankuba Minteh,9/2,,Wolves v Brighton
Diego Gomez,11/2,,Wolves v Brighton
Mats Wieffer,13/2,,Wolves v Brighton
Carlos Baleba,17/2,,Wolves v Brighton
Ferdi Kadioglu,10/1,,Wolves v Brighton
Mikkel Damsgaard,11/2,22/1,Brentford v Man City
Igor Thiago,6/1,22/1,Brentford v Man City
Kevin Schade,6/1,25/1,Brentford v Man City
Keane Lewis-Potter,7/1,28/1,Brentford v Man City
Yehor Yarmolyuk,9/1,33/1,Brentford v Man City
Jordan Henderson,10/1,,Brentford v Man City
Nathan Collins,16/1,,Brentford v Man City
Sepp van den Berg,18/1,,Brentford v Man City
Jeremy Doku,29/10,,Brentford v Man City
Erling Haaland,29/10,,Brentford v Man City
Phil Foden,10/3,,Brentford v Man City
Savinho,7/2,,Brentford v Man City
Tijjani Reijnders,15/4,,Brentford v Man City
Rodri,4/1,,Brentford v Man City
Matheus Nunes,5/1,,Brentford v Man City
Nico O'Reilly,11/2,,Brentford v Man City
Josko Gvardiol,8/1,,Brentford v Man City
